tas,"	Year", Month, Country, ISO3, ISO2
23.8458,1935,8,BRA,,
24.6659,1935,9,BRA,,
25.4188,1935,10,BRA,,
25.3381,1935,11,BRA,,
25.8292,1935,12,BRA,,
25.2828,1936,1,BRA,,
25.2467,1936,2,BRA,,
25.3704,1936,3,BRA,,
24.98,1936,4,BRA,,
24.9754,1936,5,BRA,,
23.7577,1936,6,BRA,,
23.038,1936,7,BRA,,
23.5562,1936,8,BRA,,
25.1528,1936,9,BRA,,
25.807,1936,10,BRA,,
25.4694,1936,11,BRA,,
25.5126,1936,12,BRA,,
25.2672,1937,1,BRA,,
25.7862,1937,2,BRA,,
25.3988,1937,3,BRA,,
24.5038,1937,4,BRA,,
23.5344,1937,5,BRA,,
23.5884,1937,6,BRA,,
23.3354,1937,7,BRA,,
24.6706,1937,8,BRA,,
24.9987,1937,9,BRA,,
25.0631,1937,10,BRA,,
25.7409,1937,11,BRA,,
25.5956,1937,12,BRA,,
25.5863,1938,1,BRA,,
25.8182,1938,2,BRA,,
25.2123,1938,3,BRA,,
24.3964,1938,4,BRA,,
23.8403,1938,5,BRA,,
23.2642,1938,6,BRA,,
23.3828,1938,7,BRA,,
23.6528,1938,8,BRA,,
24.952,1938,9,BRA,,
25.0054,1938,10,BRA,,
25.3691,1938,11,BRA,,
25.3657,1938,12,BRA,,
25.4732,1939,1,BRA,,
25.244,1939,2,BRA,,
25.1735,1939,3,BRA,,
24.5136,1939,4,BRA,,
24.4941,1939,5,BRA,,
23.6604,1939,6,BRA,,
22.7843,1939,7,BRA,,
24.1466,1939,8,BRA,,
24.7008,1939,9,BRA,,
25.6383,1939,10,BRA,,
25.571,1939,11,BRA,,
25.5073,1939,12,BRA,,
25.436,1940,1,BRA,,
25.6212,1940,2,BRA,,
25.4234,1940,3,BRA,,
25.0847,1940,4,BRA,,
24.7454,1940,5,BRA,,
23.542,1940,6,BRA,,
24.1169,1940,7,BRA,,
23.8685,1940,8,BRA,,
24.9399,1940,9,BRA,,
25.4497,1940,10,BRA,,
25.3674,1940,11,BRA,,
26.2082,1940,12,BRA,,
25.8914,1941,1,BRA,,
26.0914,1941,2,BRA,,
25.6166,1941,3,BRA,,
25.9547,1941,4,BRA,,
24.6369,1941,5,BRA,,
23.288,1941,6,BRA,,
23.605,1941,7,BRA,,
24.9002,1941,8,BRA,,
24.1376,1941,9,BRA,,
25.9012,1941,10,BRA,,
25.8276,1941,11,BRA,,
25.9884,1941,12,BRA,,
26.2745,1942,1,BRA,,
25.844,1942,2,BRA,,
25.7669,1942,3,BRA,,
25.3692,1942,4,BRA,,
24.0518,1942,5,BRA,,
22.807,1942,6,BRA,,
22.2657,1942,7,BRA,,
24.3808,1942,8,BRA,,
25.433,1942,9,BRA,,
25.6054,1942,10,BRA,,
25.9925,1942,11,BRA,,
25.4414,1942,12,BRA,,
25.4695,1943,1,BRA,,
25.467,1943,2,BRA,,
25.2015,1943,3,BRA,,
24.4649,1943,4,BRA,,
24.5287,1943,5,BRA,,
23.5539,1943,6,BRA,,
23.3948,1943,7,BRA,,
22.931,1943,8,BRA,,
24.6528,1943,9,BRA,,
26.0527,1943,10,BRA,,
25.6773,1943,11,BRA,,
25.2767,1943,12,BRA,,
25.5053,1944,1,BRA,,
25.6769,1944,2,BRA,,
25.3903,1944,3,BRA,,
24.5684,1944,4,BRA,,
24.0672,1944,5,BRA,,
23.6949,1944,6,BRA,,
23.2471,1944,7,BRA,,
24.9226,1944,8,BRA,,
25.6737,1944,9,BRA,,
26.352,1944,10,BRA,,
25.6233,1944,11,BRA,,
26.1191,1944,12,BRA,,
25.7437,1945,1,BRA,,
25.5006,1945,2,BRA,,
25.5211,1945,3,BRA,,
25.108,1945,4,BRA,,
23.3294,1945,5,BRA,,
22.6613,1945,6,BRA,,
23.3764,1945,7,BRA,,
25.1626,1945,8,BRA,,
25.3612,1945,9,BRA,,
25.7163,1945,10,BRA,,
25.6257,1945,11,BRA,,
25.3638,1945,12,BRA,,
25.2535,1946,1,BRA,,
25.8427,1946,2,BRA,,
25.3472,1946,3,BRA,,
24.705,1946,4,BRA,,
24.4179,1946,5,BRA,,
23.3096,1946,6,BRA,,
23.0142,1946,7,BRA,,
24.1661,1946,8,BRA,,
25.5918,1946,9,BRA,,
25.7048,1946,10,BRA,,
25.9741,1946,11,BRA,,
25.5035,1946,12,BRA,,
25.5769,1947,1,BRA,,
25.7861,1947,2,BRA,,
25.197,1947,3,BRA,,
24.8739,1947,4,BRA,,
24.1485,1947,5,BRA,,
23.8407,1947,6,BRA,,
22.7125,1947,7,BRA,,
23.8963,1947,8,BRA,,
24.9416,1947,9,BRA,,
25.0967,1947,10,BRA,,
25.2798,1947,11,BRA,,
25.1086,1947,12,BRA,,
25.7172,1948,1,BRA,,
25.5261,1948,2,BRA,,
24.9805,1948,3,BRA,,
24.7678,1948,4,BRA,,
24.0728,1948,5,BRA,,
23.7581,1948,6,BRA,,
23.7468,1948,7,BRA,,
23.8346,1948,8,BRA,,
25.1831,1948,9,BRA,,
25.3841,1948,10,BRA,,
25.3842,1948,11,BRA,,
25.5755,1948,12,BRA,,
25.2529,1949,1,BRA,,
25.0222,1949,2,BRA,,
25.5203,1949,3,BRA,,
24.216,1949,4,BRA,,
23.5454,1949,5,BRA,,
23.6226,1949,6,BRA,,
22.8644,1949,7,BRA,,
23.712,1949,8,BRA,,
25.0342,1949,9,BRA,,
