"iso_o","year","ck","pop_o","area_o","TO","temperature","rainfall","openness_hat","AperP","ckperP"
"ALB",2013,93572.09375,2918978,28748,0.75873762,12.9809533333333,81.2173258333333,0.022726606872533,0.00984865250782979,0.0320564573456874
"ALB",2014,112792.828125,2920775,28748,0.7540781406,12.6595091666667,106.491341666667,0.0118264117892943,0.00984259314736671,0.0386174313752343
"ARE",2002,1196319.125,3507232,83657,0.9307165881,27.6992,2.59997583333333,0.483424091722558,0.0238527134788916,0.341100652879536
"ARE",2003,1249174.5,3741932,83657,1.023001695,27.8637583333333,3.33142416666667,0.0449560904309236,0.0223566328837617,0.333831427187881
"ARE",2004,1327113.25,4087931,83657,1.1662267331,27.9092,4.55790916666667,0.00367553158492193,0.0204643865075022,0.324641793122242
"ARE",2005,1435696.25,4579562,83657,1.19553124,27.6544416666667,3.87105166666667,0.0126242767309007,0.018267467500167,0.313500778022003
"ARE",2006,1555897,5242032,83657,1.1947070268,27.62365,5.6387875,0.0715654554499139,0.0159588876985108,0.296811808855802
"ARE",2007,1689581.25,6044067,83657,1.3679815287,27.9444666666667,6.24137916666667,0.0286874829366589,0.0138411768102504,0.279543765811994
"ARE",2008,1793105.875,6894278,83657,1.4851354402,27.4547416666667,1.832055,0.0257071572397296,0.0121342655460079,0.260086099661197
"ARE",2009,1876997.75,7666393,83657,1.5346194436,27.7908583333333,6.79810666666667,0.0256304601587649,0.0109121721257963,0.244834533006591
"ARE",2010,1939145.125,8270684,83657,1.4130904191,28.5053,3.1700075,0.00323116594536558,0.0101148828803035,0.234460067027104
"ARE",2011,2026025.5,8672475,83657,1.517982701,27.8804666666667,2.155425,0.00729277554576984,0.0096462659160159,0.233615605695029
"ARE",2012,2131685.5,8900453,83657,1.651430125,27.8991083333333,2.98007916666667,5.15749316396529e-05,0.00939918451341746,0.239503034283761
"ARE",2013,2271984.25,9006263,83657,1.6554119233,27.4365083333333,4.55557333333333,0.0113385976973084,0.00928875827854461,0.252267144541526
"ARE",2014,2429822.5,9070867,83657,1.6805023367,27.7287916666667,7.73097583333333,0.030189112823161,0.0092226024259864,0.267871031512203
"ARG",2002,1330856.375,37889370,2766889,0.4175272436,14.2452608333333,59.4360416666667,0.00414507651571586,0.0730254686208823,0.0351247955561151
"ARG",2003,1326432.25,38309379,2766889,0.4064474803,14.69549,45.5546416666667,0.00384067107451816,0.0722248460357449,0.0346242169574192
"ARG",2004,1365802.875,38728696,2766889,0.406926461,14.6575016666667,44.153825,0.0142446833450609,0.0714428650011867,0.0352659143235806
"ARG",2005,1437139.125,39145488,2766889,0.4055127097,14.3536458333333,44.928975,0.00701082419473519,0.0706821945865128,0.0367127655938278
"ARG",2006,1552985.125,39558890,2766889,0.4043347987,14.817035,45.0164416666667,0.0045443036846407,0.0699435449275751,0.0392575505783909
"ARG",2007,1646294.5,39970224,2766889,0.4094517062,13.9336258333333,45.9504833333333,0.00195402101476688,0.0692237551633436,0.0411880228642201
"ARG",2008,1719041.875,40382389,2766889,0.4040267338,14.81834,42.7007083333333,0.00854482997252899,0.0685172192264306,0.0425690980045782
"ARG",2009,1731396.5,40799407,2766889,0.3405712691,14.8759533333333,41.0402,0.0741416206897135,0.0678168925347371,0.0424368055153351
"ARG",2010,1773983.75,41223889,2766889,0.3497101327,14.3684433333333,43.8049666666667,0.00395094297602333,0.0671185826257198,0.0430329062355083
"ARG",2011,1863171.5,41656879,2766889,0.35206155,14.6448766666667,43.0938583333333,0.00372678986728718,0.0664209385441478,0.0447266224625229
"ARG",2012,1942274.125,42096739,2766889,0.3052654237,15.0054616666667,48.6649625,0.000381240759557819,0.0657269200828121,0.0461383511202614
"ARG",2013,2041532.375,42539925,2766889,0.29333929,14.9185025,40.9272416666667,0.022733340526158,0.0650421692092781,0.0479909725980946
"ARG",2014,2148250.75,42981515,2766889,0.2840679365,14.8585441666667,56.192025,0.172513187413727,0.0643739291181337,0.0499808057021722
"ARM",2002,26320.330078125,3033897,29800,0.7594344896,7.65718,52.395075,0.0206195302261459,0.00982235059397204,0.00867541979115474
"ARM",2003,26785.814453125,3017806,29800,0.8218767117,7.38158583333333,55.2088666666667,0.000403266085335686,0.00987472355744538,0.00887592325455148
"ARM",2004,28035.732421875,3000612,29800,0.7503721019,8.16321583333333,47.9053333333333,0.0403807707304812,0.00993130734663462,0.00934333809965267
"ARM",2005,30258.92578125,2981259,29800,0.7203895668,7.8282,50.172025,0.0181737249374436,0.00999577695195218,0.0101497138562097
"ARM",2006,33058.1015625,2958500,29800,0.6260919307,8.002855,44.8069083333333,0.0175278435949017,0.010072671962143,0.0111739400245057
"ARM",2007,35629.3984375,2933056,29800,0.5833644568,7.57872,55.2894283333333,0.00196718045798819,0.0101600514957778,0.0121475343251203
"ARM",2008,37983.29296875,2908220,29800,0.5570286492,7.87910583333333,39.3619258333333,0.0115373515310719,0.0102468176410313,0.0130606669951895
"ARM",2009,38228.578125,2888584,29800,0.5847886987,7.85405083333333,53.680775,0.00212343082299851,0.0103164734001158,0.0132343660855976
"ARM",2010,38477.9765625,2877311,29800,0.6614730981,9.61699083333333,53.2526275,0.0216733370747164,0.0103568922511331,0.0133728945402496
"ARM",2011,38802.34375,2875581,29800,0.7111087042,7.23503916666667,52.1164741666667,0.00469774980017125,0.0103631231392891,0.0134937404823582
"ARM",2012,40334.0234375,2881922,29800,0.759667434,8.45897833333333,38.7374083333333,0.0175622558485301,0.0103403214937809,0.0139955291772296
"ARM",2013,42051.0078125,2893509,29800,0.7655619579,7.86562166666667,41.6315833333333,0.0208085319251114,0.0102989138793071,0.0145328761073492
"ARM",2014,44003.41796875,2906220,29800,0.7561168484,8.68754666666667,44.0388091666667,0.0691097181313096,0.0102538692872529,0.0151411173169099
"ATG",2002,1944.60705566406,86266,442,1.1076454121,26.5136583333333,210.39825,0.236685403178255,0.00512368720005564,0.0225419870593752
"ATG",2003,2165.3076171875,87293,442,1.1656602052,26.2912833333333,223.659158333333,0.0119912469539632,0.00506340714604837,0.0248050544395026
"ATG",2004,2500.77172851562,88257,442,1.2248146091,25.847475,256.5405,0.000831371399596408,0.00500810134040359,0.0283351091529921
"ATG",2005,2999.51879882812,89253,442,1.2013308037,26.2515583333333,267.681583333333,0.00774731085130065,0.00495221449138965,0.0336069241238739
"ATG",2006,3756.67041015625,90301,442,1.1811379195,25.979275,263.062341666667,0.0361266240865303,0.00489474092202744,0.0416016479347543
"ATG",2007,4593.89794921875,91381,442,1.1542320872,26.0633,199.352583333333,0.00931198728051383,0.00483689169521016,0.0502719159258352
"ATG",2008,5610.10400390625,92478,442,1.1528359892,25.4696916666667,257.384333333333,0.0758552117533412,0.00477951512792232,0.060664201257664
"ATG",2009,6806.29296875,93581,442,1.0358158122,25.850625,180.55985,0.000520029032016827,0.00472318098759364,0.0727315691085797
"ATG",2010,8303.1904296875,94661,442,1.0436408322,26.2714916666667,247.767891666667,0.000402853566741017,0.00466929358447513,0.087715008606369
"ATG",2011,10706.30859375,95719,442,1.032468595,25.7349166666667,246.5085,0.0192584738025446,0.00461768300964281,0.111851446356
"ATG",2012,10881.912109375,96777,442,1.0279876401,25.9713416666667,188.324666666667,0.0267297108130037,0.00456720088450768,0.112443164278444
"ATG",2013,11248.8798828125,97824,442,1.0615498078,25.977575,203.80695,0.256877337624883,0.0045183186130193,0.114991003054593
"ATG",2014,11773.296875,98875,442,1.0452787708,25.978825,220.55515,0.00842429840414183,0.00447029077117573,0.119072534766119
"AUS",2002,2309183.5,19475191,7686848,0.4157436305,22.0964583333333,27.311115,0.0239324652771635,0.394699492292527,0.118570518769238
"AUS",2003,2439970.75,19696972,7686848,0.4031285441,22.0925583333333,38.8508,0.00149600783331401,0.390255314370148,0.123875423593027
"AUS",2004,2630114.75,19948429,7686848,0.3715629233,21.9270083333333,40.2229166666667,0.0196706215626985,0.385336008163851,0.131845708251011
"AUS",2005,2875683.75,20238903,7686848,0.3931461591,22.5352083333333,32.722225,0.0347141471709762,0.379805565548686,0.142086937715942
