"iso_o","year","ck","pop_o","area_o","TO","temperature","rainfall","openness_hat","AperP","ckperP"
"DEU",2006,10569312,81540353,357325,0.770821686,9.96706583333333,57.018325,0.00272251856295665,0.00438218608153438,0.129620630904063
"DEU",2007,11559886,81344457,357325,0.7937053115,10.3876925,72.3319075,0.00718340495055077,0.00439273938481143,0.142110309987071
"DEU",2008,12201877,81130944,357325,0.8094490464,9.97465,58.9835333333333,0.00429214801902552,0.00440429979466281,0.150397325587633
"DEU",2009,12396126,80965612,357325,0.7066504626,9.66916333333333,61.8863083333333,0.0062782274131038,0.00441329338682699,0.153103591682849
"DEU",2010,12687682,80894785,357325,0.7930307822,8.32235416666667,64.1818666666667,0.00971431359367886,0.00441715742244695,0.156841779108505
"DEU",2011,13363606,80933980,357325,0.8474773595,10.2272941666667,55.4938416666667,0.000384102101794178,0.0044150182655048,0.16511737097323
"DEU",2012,13827007,81066228,357325,0.8587475438,9.557205,58.5102583333333,0.00610979657156923,0.00440781579229269,0.170564331672124
"DEU",2013,14439993,81265139,357325,0.8483642578,9.180395,60.5343916666667,0.000687685971353501,0.0043970268727406,0.177689882496848
"DEU",2014,15146735,81489660,357325,0.8448567249,10.795175,59.0955416666667,0.0124057200586016,0.00438491214713621,0.185873091138189
"DJI",2002,4311.43212890625,746221,23200,NA,28.588225,18.2593725,0.000846838373520933,0.0310899854064681,0.00577768801589107
"DJI",2003,4474.78564453125,758615,23200,NA,28.3884416666667,18.71271,0.000374032751782969,0.0305820475471748,0.00589862531657198
"DJI",2004,4750.23681640625,770752,23200,NA,28.237925,20.7338666666667,0.0142650743865835,0.030100473303994,0.00616311967585715
"DJI",2005,5113.80615234375,783254,23200,NA,28.2795666666667,18.0248225,0.00230400689288291,0.0296200210914978,0.00652892440044194
"DJI",2006,6120.2412109375,796208,23200,NA,28.2164916666667,22.7022275,0.00116760045161103,0.029138114663505,0.00768673664537093
"DJI",2007,7254.7783203125,809402,23200,NA,28.102175,18.8023658333333,0.00407165380588505,0.0286631364884198,0.00896313367191148
"DJI",2008,8607.404296875,822934,23200,NA,27.857975,18.5277216666667,0.0261948627165523,0.028191811250963,0.0104594102283719
"DJI",2009,9912.47265625,836840,23200,NA,28.8286333333333,17.962095,0.00354233712269817,0.0277233401845036,0.0118451229102935
"DJI",2010,11094.8046875,851146,23200,NA,28.7125666666667,22.5213441666667,0.00587728844370561,0.0272573683010905,0.0130351369653385
"DJI",2011,12952.25,865937,23200,NA,28.55555,20.8414016666667,0.0293087717859955,0.0267917873933092,0.0149574969079737
"DJI",2012,13422.70703125,881185,23200,NA,28.6591916666667,19.9384175,0.0203146091717262,0.0263281830716592,0.0152325641394826
"DJI",2013,14487.8076171875,896688,23200,0.9200069659,28.61855,27.7430208333333,0.0338137589019729,0.025872990382385,0.0161570218595403
"DJI",2014,15868.2099609375,912164,23200,0.929227735,28.4349083333333,25.29078,0.000782776427590119,0.0254340228292281,0.0173962247588564
"DMA",2002,513.744934082031,69824,751,0.8385539785,24.981425,231.013583333333,0.0138330238202852,0.0107556141154904,0.00735771273605109
"DMA",2003,534.985595703125,70093,751,0.8032004918,24.96095,234.505775,0.0326565837233709,0.0107143366669996,0.00763251103110332
"DMA",2004,610.757080078125,70379,751,0.829494766,24.7097,354.278666666667,0.00333288608471981,0.0106707966865116,0.00867811534801752
"DMA",2005,711.126953125,70627,751,0.8937570915,25.1025666666667,328.096075,0.011219018598442,0.0106333271978139,0.0100687690702564
"DMA",2006,829.037780761719,70807,751,0.8797775861,25.0010833333333,255.590958333333,0.0495470064906932,0.0106062959876848,0.0117084155628924
"DMA",2007,952.871398925781,70950,751,0.9117182092,24.9982333333333,233.761583333333,0.0237254558736548,0.010584918957012,0.0134301818030413
"DMA",2008,1110.21240234375,71074,751,0.9691517392,24.6188833333333,279.495333333333,0.0392559004693957,0.0105664518670681,0.0156205138636316
"DMA",2009,1283.57922363281,71229,751,0.8432564254,25.0112,235.125233333333,0.00493887193507025,0.0105434584228334,0.0180204582913253
"DMA",2010,1552.01000976562,71440,751,0.8913376692,25.4340916666667,313.615075,0.00345682720002055,0.0105123180291153,0.0217246641904482
"DMA",2011,2002.26257324219,71718,751,0.9043051201,24.9941666666667,346.811,0.00962518206723041,0.0104715692015951,0.0279185500605453
"DMA",2012,2052.35864257812,72044,751,0.8400016278,25.0357916666667,263.7392,0.00165745846167645,0.0104241852201432,0.0284875720750947
"DMA",2013,2111.50854492188,72400,751,0.8708125474,25.07035,260.905583333333,0.00250780240148554,0.0103729281767956,0.0291644826646669
"DMA",2014,2189.09619140625,72778,751,1.1600113784,24.9984333333333,233.754225,0.014247597472614,0.0103190524609085,0.0300790924648417
"DNK",2002,550845.0625,5372801,43094,0.8455693977,9.1910575,70.7304916666667,0.00240208779427581,0.00802076979958871,0.102524746868533
"DNK",2003,571444,5386968,43094,0.808817255,8.69431916666667,52.8188666666667,0.00808089094988166,0.00799967625573421,0.106078966869675
"DNK",2004,616303.5625,5402761,43094,0.8220778074,8.75500666666667,63.762025,0.0550758939738579,0.00797629212175034,0.114071964778749
"DNK",2005,652714,5421702,43094,0.8939976695,8.78046416666667,55.166425,0.0337520146784911,0.00794842652731559,0.120389132416352
"DNK",2006,727784.5,5444303,43094,0.9736669718,9.4590825,66.7993666666667,0.372433248918673,0.00791543012943989,0.133678176986108
"DNK",2007,783919.0625,5469957,43094,1.0006786114,9.60414416666667,71.0542166666667,0.0322952236262797,0.00787830690442356,0.143313569466817
"DNK",2008,883759.625,5497795,43094,1.0482822362,9.51520333333333,60.5938333333333,0.00427548713069487,0.00783841521919242,0.160748013521785
"DNK",2009,917293.1875,5526447,43094,0.8975503196,8.92536,59.7314416666667,0.0315179409582511,0.00779777676326218,0.165982445412034
"DNK",2010,997461.5,5554844,43094,0.9409997979,7.07166166666667,61.1076333333333,0.00424217921284173,0.00775791363357819,0.179566068822095
"DNK",2011,1077295,5582873,43094,1.0124574006,9.1696025,64.8082916666667,0.0387370709739466,0.00771896476957294,0.192964267680816
"DNK",2012,1055491.625,5610660,43094,1.0324099922,8.572225,59.8118666666667,0.00117433896284523,0.00768073631266197,0.188122542624219
"DNK",2013,1072171.875,5637817,43094,1.0305014777,8.70072916666667,54.6298616666667,0.00216295729368791,0.00764373870240911,0.190175004793522
"DNK",2014,1079511.125,5663914,43094,1.0226392047,10.4131941666667,70.05315,0.00542916298652515,0.00760851947963899,0.190594547339525
"DOM",2002,220799.5,8832285,48734,0.6872328291,24.6854166666667,100.530716666667,0.0151864904179421,0.00551771144160316,0.0249991366899959
"DOM",2003,229209.421875,8967760,48734,0.8444950319,24.7176,151.045875,0.0077304931988785,0.00543435595957073,0.025559272535728
"DOM",2004,248031.078125,9102998,48734,0.8135142294,24.3971,125.142308333333,0.00658135993257797,0.00535362086205006,0.0272471858309757
"DOM",2005,273666.8125,9237566,48734,0.6165355873,24.4297166666667,160.267941666667,0.00120546632842498,0.00527563213080156,0.0296254243271442
"DOM",2006,299986.65625,9371338,48734,0.6376648264,24.4183416666667,124.666525,0.00118897233148929,0.00520032464947908,0.0320110806215719
"DOM",2007,321128.96875,9504353,48734,0.6194723068,24.2478,159.471875,0.00349283802933047,0.00512754524163823,0.0337875675230076
"DOM",2008,339018.65625,9636520,48734,0.6139205309,23.9090833333333,119.306283333333,0.0038533702680639,0.00505721982624433,0.0351806104537738
"DOM",2009,346920.125,9767758,48734,0.506122826,24.386025,119.928591666667,0.000911514595005419,0.00498927184723454,0.0355168632351457
"DOM",2010,358452.90625,9897985,48734,0.5599993608,24.4825166666667,162.930891666667,0.0147009679554416,0.00492362839507233,0.0362147352466184
"DOM",2011,372252.65625,10027095,48734,0.589896659,23.9651083333333,146.4523,0.00355077626101968,0.00486023120355397,0.0371246763145258
"DOM",2012,387896.125,10154950,48734,0.5838867389,24.3399166666667,126.941841666667,0.00521832664621358,0.00479903889236284,0.0381977385413025
"DOM",2013,407786.4375,10281296,48734,0.5668175612,24.491475,105.960008333333,0.000287498878987339,0.00474006389855909,0.039662941082525
"DOM",2014,433194.9375,10405844,48734,0.5615368116,24.8333833333333,104.429908333333,0.000614907686951259,0.00468332986733224,0.0416299665361118
"ECU",2002,215387.015625,13072060,275716,0.4937654965,21.809575,193.870891666667,0.00108614313580018,0.0210920084516136,0.0164768992511509
"ECU",2003,238513.390625,13289601,275716,0.4724163069,21.6379083333333,231.989716666667,0.00509892532064779,0.0207467477767015,0.0179473703254898
"ECU",2004,272804.1875,13509647,275716,0.5066524037,21.6523166666667,161.152125,0.0048077938933795,0.0204088234133727,0.0201932876188401
"ECU",2005,318879.65625,13735233,275716,0.560998297,21.4178166666667,138.132066666667,0.000163979526746439,0.0200736310770993,0.023216181061508
"ECU",2006,355489.46875,13967480,275716,0.5970978319,21.61835,168.571341666667,0.00152283395296758,0.0197398528582106,0.0254512244692672
"ECU",2007,381349.5625,14205453,275716,0.6258713842,21.042125,176.249216666667,0.00430471805822444,0.0194091663250725,0.0268452940219506
"ECU",2008,410140.1875,14447562,275716,0.6805694737,21.3691583333333,222.346608333333,0.00489936061247138,0.0190839118738511,0.0283881936274092
"ECU",2009,432460.59375,14691275,275716,0.5210484903,22.0109083333333,150.787516666667,0.000569462383956799,0.0187673295884802,0.0294365597097597
"ECU",2010,457075.34375,14934690,275716,0.6030323871,21.7656583333333,200.203983333333,0.010377927894303,0.0184614478104333,0.0306049435073644
"ECU",2011,497831.3125,15177355,275716,0.6449023889,21.4452833333333,198.128608333333,0.000686257754633842,0.0181662746901552,0.0328009269401684
"ECU",2012,526074.25,15419666,275716,0.6175111241,21.6858833333333,189.235183333333,0.0110065066558085,0.0178808023468213,0.0341170976076914
"ECU",2013,566385.3125,15661547,275716,0.5960615606,21.50435,164.46605,0.00867840823043973,0.017604646590787,0.0361640719464048
"ECU",2014,614165.8125,15903112,275716,0.5770816899,21.9997583333333,169.50875,0.0164124813173057,0.0173372356303596,0.0386192219799496
"ESP",2002,3151678,41985520,505954,0.5498286373,13.9484858333333,56.999475,0.0115009216822539,0.0120506784243711,0.0750658322202512
"ESP",2003,3389438,42653406,505954,0.5311137165,14.3369083333333,56.6102833333333,0.00116267769736154,0.0118619835424163,0.0794646504900453
"ESP",2004,3891921.5,43351668,505954,0.5421246314,13.830725,46.3538166666667,0.000407736157056281,0.0116709234809604,0.0897755883349171
"ESP",2005,4434242,44042632,505954,0.5433510358,13.7382791666667,36.448275,0.000323638780598321,0.0114878238884543,0.100680676849649
"ESP",2006,5628296.5,44725532,505954,0.5565927295,14.3895991666667,51.7836083333333,0.0023140365067352,0.0113124199394654,0.125840794917766
"ESP",2007,6977569,45393858,505954,0.5740645647,13.6503783333333,45.3826966666667,0.0124791071424138,0.0111458691173594,0.153711742236141
"ESP",2008,7402299,45997806,505954,0.5575793411,13.615925,54.150275,0.00804821141357764,0.0109995246295008,0.160927219006924
"ESP",2009,7573094,46476072,505954,0.464972031,14.31829,49.696025,0.00475359340437159,0.010886333079095,0.162946085460923
"ESP",2010,7806612.5,46788630,505954,0.5234357292,13.5269033333333,65.6062916666667,0.0119500864128854,0.0108136100586831,0.166848495029669
"ESP",2011,8074863.5,46909138,505954,0.5808609285,14.225245,43.596325,0.00258524599394771,0.0107858302576355,0.172138390178903
"ESP",2012,8232054.5,46857404,505954,0.5993114159,13.8953366666667,42.36454,0.0112920320924886,0.0107977386028471,0.175683110827053
"ESP",2013,8106426.5,46697553,505954,0.6117961223,13.7038291666667,55.8132333333333,0.000617537621009298,0.0108347004820574,0.173594245934043
"ESP",2014,8438931,46521827,505954,0.6299647338,14.400725,52.9506333333333,0.0156069997653201,0.0108756261872518,0.181397239622597
"EST",2002,43570.57421875,1382732,45227,1.2409136426,6.30706166666667,45.253225,0.00205251747059398,0.032708435184837,0.0315104982156701
"EST",2003,49774.34765625,1372909,45227,1.2327805475,5.74858583333333,54.5664416666667,0.0643814129126997,0.03294246013392,0.0362546590169123
"EST",2004,56454.2734375,1363565,45227,1.3091275062,6.00418,61.9820016666667,0.00689376915773257,0.0331682024692626,0.0414019672237847
"EST",2005,65911.0078125,1355648,45227,1.3691660073,6.16863833333333,53.5589916666667,0.321311493857466,0.0333619051553206,0.0486195589212686
"EST",2006,79705.203125,1349297,45227,1.3712140824,6.56743166666667,46.0072833333333,0.0351051905399345,0.0335189361571248,0.0590716522196373
"EST",2007,93793.8125,1344072,45227,1.3526567764,6.793355,58.626,0.00243517912630114,0.0336492390288615,0.069783324479641
"EST",2008,106317.3046875,1339712,45227,1.375229531,7.15310583333333,68.5126833333333,0.0896424214275793,0.0337587481488559,0.0793583282731662
"EST",2009,116082.390625,1335830,45227,1.166496452,5.9955,62.6902583333333,0.0640893412598665,0.0338568530426776,0.0868990744518389
"EST",2010,120305.1796875,1332102,45227,1.4380015154,4.99292916666667,65.594725,0.000994865622436764,0.0339516043065771,0.0903122881637442
"EST",2011,136205.390625,1328449,45227,1.6734994921,6.85996166666667,54.4417666666667,0.0335306323079314,0.0340449652188379,0.102529634652892
"EST",2012,134345.734375,1324934,45227,1.7042833427,5.4293325,70.5774333333333,0.0655005446618215,0.034135285229302,0.101398057846655
"EST",2013,146293.546875,1321560,45227,1.6579450131,6.6863275,49.4178083333333,0.387073584961718,0.0342224340930416,0.110697620142105
"EST",2014,150939.28125,1318359,45227,1.6231415089,6.89613333333333,54.5088666666667,0.0902336420932059,0.0343055267950535,0.114490272566122
"FIN",2002,558814.9375,5213373,336593,0.6929037218,1.9340925,39.5251416666667,0.0667992398965663,0.0645633834371721,0.107188750450045
"FIN",2003,571929.6875,5227103,336593,0.6803765941,2.24116,42.2677583333333,0.0114885324383238,0.0643937951863585,0.109416188565636
"FIN",2004,619936.75,5242185,336593,0.7099137414,2.38122916666667,52.0488333333333,0.000485285022499396,0.0642085313662147,0.118259227783834
"FIN",2005,680550.0625,5258927,336593,0.7662771387,3.07534916666667,49.7621716666667,0.00247991151563289,0.0640041209927424,0.129408539517662
"FIN",2006,745063.5625,5277570,336593,0.8218278934,2.70425083333333,39.4549666666667,0.0203341838183231,0.0637780266296799,0.141175496014264
"FIN",2007,798444,5298014,336593,0.831759422,2.85025083333333,50.6582166666667,0.113162327327367,0.0635319196967014,0.150706283524355
"FIN",2008,890509.625,5319902,336593,0.8651186562,2.94725583333333,54.384675,0.0175748171179468,0.0632705264119527,0.167392110794522
"FIN",2009,953238.8125,5342646,336593,0.7053124085,2.22946583333333,42.413425,0.0109304777419972,0.0630011795653315,0.178420732442314
"FIN",2010,955492.875,5365782,336593,0.7608979155,0.88318,44.149325,0.450860945542061,0.0627295331789476,0.17807150476855
"FIN",2011,995980.4375,5389242,336593,0.7916990486,3.37377333333333,51.8360333333333,0.019350679425807,0.0624564641929236,0.184809002360629
"FIN",2012,1043856.6875,5412980,336593,0.8040571992,1.62196833333333,56.6074083333333,0.000576303490268295,0.0621825685666675,0.192843255932961
"FIN",2013,1029301.1875,5436616,336593,0.7851360788,3.17342583333333,42.3822416666667,0.0144528319218674,0.0619122262819371,0.189327549986977
"FIN",2014,1003242.0625,5459717,336593,0.7537449994,3.27772416666667,43.1099583333333,0.143170475621706,0.061650265022894,0.183753491710285
"FJI",2002,6820.9951171875,815691,18333,1.2540876901,24.2137666666667,226.587916666667,0.00189762499537825,0.0224754226784407,0.00836222922306057
"FJI",2003,6927.9326171875,816628,18333,1.2811376067,24.3276666666667,207.722658333333,0.000248528261828667,0.0224496343500345,0.00848358446831054
"FJI",2004,7091.40673828125,818354,18333,1.2423071145,24.2877666666667,212.536925,0.00198079594064135,0.0224022855634603,0.00866545130625774
"FJI",2005,7520.78857421875,821817,18333,1.1825084199,24.4913416666667,217.384308333333,0.00779428157015224,0.0223078860622255,0.00915141518637209
"FJI",2006,8593.123046875,827411,18333,1.1782165241,24.401075,222.451908333333,0.000637103906716133,0.0221570658354796,0.010385555723667
"FJI",2007,9446.4345703125,834812,18333,1.1063382327,24.484825,239.352866666667,0.0116918523604334,0.0219606330527113,0.0113156430074226
"FJI",2008,10638.4345703125,843340,18333,1.3072039875,24.2510583333333,229.414916666667,0.000285761134779955,0.0217385633315152,0.0126146448292652
"FJI",2009,11489.3173828125,851967,18333,1.0925197975,24.1873083333333,214.013833333333,0.002830773518663,0.021518439094472,0.0134856366300719
"FJI",2010,12643.23046875,859950,18333,1.2173085487,24.354125,208.747616666667,0.00211908808708401,0.0213186813186813,0.0147022855616606
"FJI",2011,14741.0888671875,867086,18333,1.2803745262,24.18655,228.17825,0.0103117018592401,0.0211432314672362,0.0170007229584926
"FJI",2012,14999.6025390625,873596,18333,1.2465002312,24.0767166666667,228.609083333333,0.000526434280875498,0.0209856730113233,0.0171699533183102
"FJI",2013,15493.87109375,879715,18333,1.2853223721,24.2305416666667,224.249958333333,0.000634881617793549,0.0208397037676975,0.0176123757054842
"FJI",2014,16197.642578125,885806,18333,1.1592058615,24.1773833333333,219.661808333333,0.0289358017507497,0.0206964053077085,0.0182857675135696
"FRA",2002,5098792.5,60225076,547026,0.5307202476,12.1774983333333,76.4858583333333,0.000539341237722134,0.00908302714304586,0.084662284195374
"FRA",2003,5135176.5,60550097,547026,0.5079783352,12.0975508333333,58.8105583333333,0.000786098961164042,0.00903427124154731,0.0848087245838764
"FRA",2004,6041438.5,60886607,547026,0.5192500788,11.6910683333333,66.1866083333333,0.000225074792097651,0.00898434034926597,0.0992244238540013
"FRA",2005,6905200,61233900,547026,0.5398070677,12.20729,56.4722083333333,0.00159664382631334,0.00893338493873492,0.112767600953067
"FRA",2006,7899890,61592884,547026,0.5610342445,12.6854558333333,68.9830916666667,0.00158901570429807,0.00888131817305389,0.128259784036091
"FRA",2007,8954847,61960950,547026,0.5642075658,12.8272508333333,70.0254666666667,0.000549358101515764,0.00882856056919721,0.144524042965771
"FRA",2008,9545175,62329567,547026,0.5739708289,12.4550633333333,77.1777833333333,0.000939377146664735,0.00877634847038164,0.15314040285247
"FRA",2009,9769681,62687521,547026,0.5046245085,12.7422866666667,66.6109166666667,0.00038007831742188,0.00872623436489058,0.155847301730116
"FRA",2010,10405968,63026740,547026,0.5486779108,11.6110691666667,69.6322416666667,0.0070932742222332,0.00867926851364992,0.165104017755004
"FRA",2011,11106307,63343577,547026,0.5879057643,13.3767458333333,58.9757666666667,0.00185135392033682,0.00863585585007301,0.175334383153007
"FRA",2012,11074364,63639873,547026,0.5970205917,12.75058,71.2683666666667,0.0028592082551197,0.00859564883166879,0.174016123507977
"FRA",2013,11653404,63919917,547026,0.5976405508,12.193615,77.6727166666667,0.0086790646347194,0.00855798983593799,0.18231256464241
"FRA",2014,12076728,64190638,547026,0.6047879652,13.39112,76.2964,0.0129634906180548,0.00852189691587113,0.188138463431381
"GAB",2002,23117.86328125,1294409,267667,0.8475908153,25.4372583333333,163.435316666667,0.00955839860756086,0.206787035627843,0.0178597825581018
"GAB",2003,28385.01171875,1328146,267667,0.8030260821,25.4077166666667,151.010616666667,0.00189316118051146,0.201534319269116,0.0213719061900951
"GAB",2004,37278.5859375,1364205,267667,0.8176753714,25.4004666666667,136.389133333333,0.00169889864938696,0.196207314883027,0.0273262346476519
"GAB",2005,54550.9921875,1403126,267667,0.8394959984,25.368625,130.791743333333,0.00280166999012814,0.190764763820213,0.0388781849865942
"GAB",2006,58066.12109375,1444844,267667,0.8864940926,25.4157,141.846725,0.00188628462180692,0.185256678229622,0.0401885055367569
"GAB",2007,60782.09375,1489193,267667,0.8513247917,25.3932416666667,184.823025,0.0035521652167183,0.179739630793322,0.0408154576001902
"GAB",2008,63562.55078125,1536411,267667,0.8899887259,25.189525,158.400166666667,6.37585419067287e-05,0.174215753467008,0.0413707990773628
"GAB",2009,65135.484375,1586754,267667,0.8350457742,25.35195,153.08244,0.00478463344156796,0.168688404125655,0.041049516418424
"GAB",2010,68214.59375,1640210,267667,0.8915766273,25.482725,147.695416666667,0.00280916813095331,0.163190688997141,0.0415889390687778
"GAB",2011,72526.1015625,1697101,267667,0.9049837734,25.265825,149.399458333333,0.000427093052964009,0.157720135690215,0.0427352889206358
"GAB",2012,76155.125,1756817,267667,0.9234280894,25.3343166666667,171.227935,0.0052176909051926,0.152359067563668,0.0433483538695265
"GAB",2013,80647.3671875,1817271,267667,0.9063503615,25.2466583333333,159.332325,0.00293127817550301,0.147290635243725,0.0443782832541212
"GAB",2014,85714.1328125,1875713,267667,0.7352032901,25.36645,156.970275833333,0.00118704898136441,0.142701468721494,0.0456968271865152
"GBR",2002,5185287,59348953,244110,0.5034232237,9.48091416666667,118.50165,0.0138182602467801,0.0041131306899382,0.0873694772677793
"GBR",2003,5323041.5,59580222,244110,0.4947157308,9.50019416666667,80.66455,0.0031649150134604,0.00409716499545772,0.0893424247395386
"GBR",2004,5802753.5,59884128,244110,0.4951136982,9.475155,106.77615,0.00189940448527108,0.00407637229016677,0.0968996910166246
"GBR",2005,6569251,60286754,244110,0.5193899823,9.3994175,96.5632166666667,0.0144712044522507,0.00404914817606534,0.108966739194484
"GBR",2006,7125917.5,60802801,244110,0.5582550643,9.68088166666667,101.281325,0.00123335492752197,0.00401478214794743,0.117197191293868
"GBR",2007,7538830.5,61414660,244110,0.5220208712,9.71648916666667,102.431891666667,0.000425453931061737,0.00397478387082172,0.12275294693482
"GBR",2008,8470947,62076221,244110,0.5646789408,9.11115833333333,113.210333333333,0.00453703573243,0.0039324236570393,0.136460416944517
"GBR",2009,9035331,62722607,244110,0.5444468126,9.25178333333333,110.619383333333,0.00349346889887442,0.00389189817955111,0.144052223467051
"GBR",2010,9973122,63306843,244110,0.5903396277,8.1027,87.9607166666667,0.00330949338324732,0.00385598125624429,0.157536239802702
"GBR",2011,9753055,63811882,244110,0.6256001301,9.92496583333333,102.639516666667,0.00104381125308718,0.00382546310105695,0.152840735836627
"GBR",2012,10618961,64250330,244110,0.6144425818,8.8116975,118.527833333333,0.000890528807444526,0.00379935791769474,0.165274808705263
"GBR",2013,11646097,64641110,244110,0.6135006396,8.98826083333333,99.1621083333333,0.00145534842935544,0.00377638935965054,0.180165486019655
"GBR",2014,11811327,65015686,244110,0.584999853,9.9324,114.852333333333,0.000387321317368776,0.0037546323820993,0.181668882183293
"GEO",2002,59089.703125,4624880,69700,0.7162887614,7.0501675,90.8012,0.0044291365966885,0.0150706612928335,0.0127764835249779
"GEO",2003,62185.953125,4579082,69700,0.7825972701,6.584225,86.2680333333333,0.0654615690995199,0.0152213915365569,0.0135804410414577
"GEO",2004,66851.9453125,4533329,69700,0.7973805104,7.3926075,84.07225,0.00293477463142369,0.0153750146967052,0.0147467667386373
"GEO",2005,72909.53125,4486547,69700,0.8531600084,7.26205083333333,86.29025,0.0136662959141664,0.0155353326288569,0.0162507004272997
"GEO",2006,73905.1796875,4438896,69700,0.898822814,7.02036416666667,76.734875,0.00689678409136262,0.0157021025047669,0.0166494506038213
"GEO",2007,73552.40625,4390535,69700,0.8915629846,7.375985,82.517875,0.016572585453554,0.0158750585065374,0.0167524928624871
"GEO",2008,71670.03125,4340514,69700,0.8702354955,7.18255166666667,68.2299333333333,0.00226306641304107,0.0160580060333868,0.0165118765312127
"GEO",2009,67732.234375,4287696,69700,0.7867361863,7.32259666666667,93.82405,0.123038714472446,0.0162558166437173,0.0157968835418836
"GEO",2010,65395.6640625,4231661,69700,0.8771559696,8.74665,78.4804833333333,0.0118060843764622,0.0164710736516937,0.0154538995591802
"GEO",2011,64975.3359375,4171256,69700,0.9101649255,6.51753083333333,86.9511916666667,0.00463378652505683,0.0167095953832611,0.0155769235782939
"GEO",2012,66808.03125,4107719,69700,0.9594884758,7.62215333333333,68.803475,0.0116886273656794,0.0169680545334284,0.0162640217721806
"GEO",2013,68951.28125,4045910,69700,1.0233061452,7.19590166666667,79.0990416666667,0.0371266469300959,0.0172272739630886,0.0170422182525069
"GEO",2014,72553.4296875,3992346,69700,1.0341376563,7.98276,73.235475,0.0238534215596153,0.0174584066611461,0.0181731317094009
"GHA",2002,102492.6640625,19924522,238538,0.9748924317,27.5330166666667,102.488018333333,0.000445273368075084,0.0119720814381394,0.00514404631953028
"GHA",2003,106561.1171875,20446782,238538,0.9728714571,27.68535,100.324791666667,0.00417767324723999,0.0116662856776191,0.00521163267586557
"GHA",2004,114003.140625,20986536,238538,0.9967033435,27.6804583333333,93.650475,0.0125065614722347,0.0113662397643899,0.00543220380080829
"GHA",2005,122658.6796875,21542009,238538,0.9817151411,27.859525,92.5072908333333,0.00618708549013987,0.0110731547832888,0.00569392946068772
"GHA",2006,134916.75,22113425,238538,0.6592144384,27.586825,91.3679325,0.0206817617609334,0.010787021910898,0.00610112409090858
"GHA",2007,146547.65625,22700212,238538,0.6535432228,27.5974,107.319639166667,0.00177428010360274,0.0105081838002218,0.00645578359576554
"GHA",2008,163291.765625,23298640,238538,0.6951422561,27.3401583333333,109.876050833333,0.00856165133445222,0.0102382800026096,0.00700863937229813
"GHA",2009,180048.6875,23903831,238538,0.7159473853,27.6131666666667,101.1082725,0.00832650839235649,0.00997906988214567,0.00753221052725816
"GHA",2010,201485.140625,24512104,238538,0.7537781579,28.0780166666667,103.40405,0.000258233780564705,0.00973143717079529,0.00821982236306602
"GHA",2011,236446.375,25121796,238538,0.8629545385,27.7787083333333,96.0905508333333,0.0014665559023376,0.00949526060955196,0.0094120012358989
"GHA",2012,264975.9375,25733049,238538,0.9316803512,27.4998666666667,99.4264333333333,0.000438156130890436,0.00926971382209702,0.0102971061649166
"GHA",2013,294127.28125,26346251,238538,0.6168721737,27.6460833333333,89.2810533333333,0.0290560730096212,0.00905396369297476,0.0111639140327783
"GHA",2014,317259.4375,26962563,238538,0.6517054908,27.885675,95.8688366666667,0.00197667528597758,0.00884700760829006,0.0117666646713074
"GIN",2002,14740.7353515625,9137345,245857,0.5544823507,26.1887416666667,129.320025833333,0.00912357047196227,0.0269068312513099,0.00161324053667258
"GIN",2003,14996.0771484375,9309848,245857,0.5114213902,26.3524416666667,149.26803,0.0016505588959109,0.0264082721866136,0.00161077572356042
"GIN",2004,15743.80078125,9490229,245857,0.5044221808,26.52975,143.783893333333,0.0116824911088084,0.0259063295522163,0.00165894845964729
"GIN",2005,16962.265625,9679745,245857,0.6989672592,26.591575,136.571159166667,0.00131829718401064,0.0253991195015984,0.00175234632988782
"GIN",2006,17036.6328125,9881428,245857,0.6938630394,26.254025,137.3083925,0.0101460111867901,0.0248807156212645,0.00172410635512398
"GIN",2007,16608.216796875,10096727,245857,0.7112104043,26.3051666666667,122.910514166667,0.000825222953931901,0.0243501681287411,0.00164491094954583
"GIN",2008,16448.271484375,10323142,245857,0.6418424925,25.8563333333333,147.6808175,0.0166217225446056,0.023816101725618,0.00159333965224686
"GIN",2009,15748.048828125,10556524,245857,0.6981535343,26.1087666666667,131.849834166667,0.0168296006682749,0.0232895790318859,0.00149178354808126
"GIN",2010,15449.0166015625,10794170,245857,0.7354656487,26.5151333333333,164.64926,0.00182627705407867,0.0227768323085517,0.00143123710313646
"GIN",2011,15856.19921875,11035170,245857,0.8595467213,26.2045083333333,137.163543333333,0.0262789671244707,0.0222794030359297,0.00143687856360618
"GIN",2012,17387.11328125,11281469,245857,0.8667432324,26.1045,141.384440833333,0.00306349764617271,0.0217929952207465,0.0015412100393353
"GIN",2013,19111.51953125,11536615,245857,0.804264443,26.2134416666667,145.0374925,0.0456555882810794,0.0213110171397763,0.00165659680341677
"GIN",2014,20574.919921875,11805509,245857,0.7677196287,26.2368083333333,143.0485625,0.00911352342546006,0.0208256162440772,0.00174282361919973
"GNB",2003,5018.97802734375,1321202,36125,0.432716188,27.5689916666667,137.14703,0.000313282869566007,0.0273425259725614,0.00379879687386467
"GNB",2004,5181.67822265625,1350345,36125,0.4484511204,27.7243583333333,123.2859775,0.00204093457233426,0.0267524225290574,0.00383729952171945
