"iso_o","year","ck","pop_o","area","TO","temperature","rainfall","openness_hat","AperP","ckperP","hat_realopen"
"ITA",2013,12945109,59668000,301323,0.5546658975,12.6158583333333,82.281275,0.0069953935366849,0.00504999329623919,0.216952285982436,0.562614505178798
"ITA",2014,13027931,59585668,301323,0.5575976898,13.2171041666667,90.4409833333333,0.00662510387003388,0.00505697108237504,0.218642023112001,0.566790904278014
"JAM",2002,41495.87109375,2695446,10991,0.8184675542,25.8326833333333,152.1498,0.00314660112908053,0.00407761832364662,0.0153948070537306,0.836836959705279
"JAM",2003,45336.5703125,2712511,10991,0.8815063084,25.9477083333333,218.652241666667,0.00855955235872203,0.00405196513488793,0.0167138751925799,0.840633375768162
"JAM",2004,50836.421875,2728777,10991,0.8931810407,25.745075,156.465541666667,0.0048965451392485,0.00402781172664531,0.0186297458073708,0.890026877151286
"JAM",2005,58118.40625,2744673,10991,0.9048789334,25.2566666666667,265.315030833333,8.09505594383239e-05,0.00400448432290477,0.0211749837776668,0.894515327729996
"JAM",2006,66800.8125,2760279,10991,1.0074559882,25.907925,130.382285833333,0.00209613336820001,0.003981843864334,0.0242007465549678,0.926981808204769
"JAM",2007,75033.4921875,2775467,10991,1.0124442206,25.6651666666667,296.587016666667,0.00553534806853438,0.00396005428996273,0.0270345466861973,0.929081180963577
"JAM",2008,83698.96875,2790122,10991,1.1357740384,24.73925,170.919658333333,0.00380944791853845,0.00393925426916816,0.0299983186219097,0.943784651719511
"JAM",2009,92935.421875,2804082,10991,0.8688512433,24.940925,110.991733333333,0.0293053741110658,0.00391964286351112,0.0331429044781857,0.830511036505304
"JAM",2010,106269.6328125,2817210,10991,0.8092040032,24.5219583333333,309.847966666667,0.00444192395461669,0.00390137760408347,0.0377215872485544,0.859706145598049
"JAM",2011,129150.5546875,2829493,10991,0.8382182023,24.5459166666667,214.150325,0.000445927363626142,0.00388444148828076,0.0456444156912564,0.91373213953972
"JAM",2012,129654.2265625,2840992,10991,0.8204007835,25.3749666666667,197.587915833333,0.17796209821651,0.00386871909530192,0.0456369558810796,0.93578071784256
"JAM",2013,132154.265625,2851807,10991,0.832690496,25.5772083333333,153.367958333333,0.000358878563893026,0.00385404762664514,0.0463405362371998,0.936609920015972
"JAM",2014,135654.890625,2862087,10991,0.8474946311,25.67105,131.964566666667,0.000895637014416553,0.00384020471774618,0.047397193245698,0.93236730255577
"JOR",2002,68997.7578125,5287488,91862,1.1412344072,19.5326358333333,10.506675,0.0103763919844455,0.0173734673251268,0.0130492509510187,1.20231522069678
"JOR",2003,79021.5390625,5396774,91862,1.157064591,19.4629375,9.77067833333333,0.0492122694098521,0.0170216503414818,0.0146423658026999,1.20154708254171
"JOR",2004,94356.8671875,5535595,91862,1.3500108359,19.3051133333333,6.58298166666667,0.0153207120787881,0.016594783397268,0.0170454787945108,1.24576543317377
"JOR",2005,117704.390625,5714111,91862,1.4753908571,19.3252525,6.82212916666667,0.0593736243820529,0.0160763415341424,0.0205988981706866,1.25549573374792
"JOR",2006,130473.6875,5934232,91862,1.4234176126,19.2683775,7.1714225,0.072074587897108,0.0154800149370635,0.0219866172235935,1.27209752834362
"JOR",2007,142094.375,6193191,91862,1.4662273496,19.4640091666667,8.25149916666667,0.00848164890217243,0.0148327413121927,0.0229436448835503,1.29250227997958
"JOR",2008,154921.75,6489822,91862,1.4530833051,19.5862816666667,6.025795,0.032382349128692,0.0141547795917977,0.0238714944724216,1.31907625732527
"JOR",2009,165272.453125,6821116,91862,1.1553086729,19.5612525,5.84194666666667,0.0253910077317863,0.0134672977266477,0.0242295326930373,1.20271794435812
"JOR",2010,174714.75,7182390,91862,1.1728588235,21.511775,9.71300416666667,0.0259400784889682,0.0127898930578818,0.0243254334559945,1.28290373842988
"JOR",2011,187732.984375,7574943,91862,1.2151390269,19.0352666666667,6.15358666666667,3.98911882536217e-05,0.0121270879530051,0.0247834187498177,1.30029349795697
"JOR",2012,196621.9375,7992573,91862,1.2051143679,19.7696533333333,7.58824666666667,0.0428801779193157,0.0114934202039819,0.0246005807516553,1.32132242432476
"JOR",2013,208790.4375,8413464,91862,1.1430581953,19.3576641666667,10.0162425,0.042481786163238,0.0109184516627159,0.0248162275966237,1.30052896858154
"JOR",2014,223079.28125,8809306,91862,1.1307138172,19.4426666666667,9.65045666666667,0.0427254506277705,0.0104278361995826,0.0253231391042609,1.29205575274
"JPN",2002,12667834,127902617,377801,0.20685611359,11.3474491666667,129.26735,0.000496182360982194,0.00295381759076908,0.0990428053555777,0.188425715160668
"JPN",2003,13127819,128067794,377801,0.21583129402,11.02986,141.312283333333,0.00109004101393026,0.00295000786848878,0.102506794174966,0.191242298914346
"JPN",2004,13920323,128213632,377801,0.2392235646,11.97146,138.622883333333,0.00118245940764992,0.0029466523497283,0.108571317907912,0.260397710184658
"JPN",2005,15014904,128335767,377801,0.2651549378,11.0743358333333,114.878041666667,0.00651145796953333,0.00294384807003959,0.116997033258858,0.267525222401928
"JPN",2006,16253220,128432994,377801,0.3033178162,11.29029,150.407825,0.000352485817785035,0.00294161950316287,0.126550191611978,0.289757823480527
"JPN",2007,17074292,128505251,377801,0.3309388848,11.731965,122.0339,0.000161041417058826,0.00293996546491318,0.132868438193238,0.316153984130169
"JPN",2008,17604990,128550508,377801,0.3439902042,11.4630508333333,126.38435,0.000955409269633575,0.00293893043192019,0.136949983892712,0.341124996269275
"JPN",2009,17325632,128566659,377801,0.2449089992,11.5240825,137.242533333333,0.000366371269784045,0.00293856123304876,0.134759914699191,0.231426995094184
"JPN",2010,17161376,128551873,377801,0.2861300771,11.8012525,146.610241666667,6.12223194681821e-05,0.00293889922552898,0.133497673736733,0.288966963651837
"JPN",2011,17226012,128505399,377801,0.3039300297,11.3696116666667,145.489858333333,9.69648421265183e-06,0.00293996207894736,0.13404893595171,0.343986951774957
"JPN",2012,17376214,128426384,377801,0.3063612369,11.1926575,143.003075,0.000721033672636477,0.00294177090589111,0.135300967439837,0.354917172365355
"JPN",2013,17733182,128312920,377801,0.3414752225,11.5285275,138.361666666667,0.000597321383829291,0.00294437224248345,0.138202622152157,0.349943097839129
"JPN",2014,18236474,128162873,377801,0.375457698,11.3264641666667,142.343008333333,0.000620961198803228,0.00294781937355602,0.142291395106288,0.339707147342918
"KEN",2002,107070.421875,33214009,582646,0.5517267226,25.5432166666667,61.8221833333333,0.0109677270572176,0.0175421762546039,0.00322365246167664,0.47986045786056
"KEN",2003,107015.4140625,34130852,582646,0.541322659,25.4773083333333,53.25278,0.00428248372761336,0.0170709480091502,0.00313544514102666,0.490019614032025
"KEN",2004,109009.25,35074931,582646,0.5947700335,25.2190666666667,55.522225,0.00106521005731037,0.016611465322626,0.00310789634910472,0.541766012159772
"KEN",2005,114802.78125,36048288,582646,0.6447886616,25.1374666666667,45.0372666666667,0.00118459533609844,0.0161629312326843,0.00318469440906597,0.563098680752969
"KEN",2006,132810.328125,37052050,582646,0.5523648512,25.2973833333333,64.526425,0.00515090612834008,0.0157250678437495,0.00358442591233144,0.580026126406047
"KEN",2007,150402.75,38085909,582646,0.538947888,25.052925,59.2793333333333,0.00590162288462358,0.01529820385802,0.00394903926278877,0.588844978333438
"KEN",2008,167377.046875,39148416,582646,0.5757859864,24.963225,55.6799,0.00135988835269853,0.0148830031845988,0.00427544876592197,0.611894456653367
"KEN",2009,184419.75,40237204,582646,0.5086364157,25.6169833333333,55.0265,0.00252309777381787,0.0144802804886741,0.00458331423823584,0.504523597852041
"KEN",2010,208478.203125,41350152,582646,0.5422686463,25.3945916666667,53.8848166666667,0.00466789494614094,0.0140905407070813,0.0050417759800496,0.545173825815227
"KEN",2011,241457.90625,42486839,582646,0.6044867332,25.35425,54.3648666666667,0.000688664218815484,0.0137135643345931,0.00568312239585534,0.596856537414026
"KEN",2012,255913.96875,43646629,582646,0.5776507631,25.0390833333333,64.1677666666667,0.0097050484054889,0.0133491638036926,0.00586331578436447,0.601080120927276
"KEN",2013,272273.1875,44826849,582646,0.5313300696,25.1177916666667,66.4881333333333,0.004392699208902,0.0129977014445071,0.00607388637778221,0.588677331364849
"KEN",2014,290584.65625,46024250,582646,0.5129829878,25.4499666666667,52.3270416666667,0.00261004418793512,0.012659543610162,0.00631372931117835,0.585240678428334
"KHM",2002,36247.0859375,12634729,181035,1.1969293609,27.900725,155.499020833333,0.0542337694522931,0.0143283643044501,0.00286884553974209,1.18693333165632
"KHM",2003,39411.13671875,12853124,181035,1.2308081221,27.7514583333333,152.559481666667,0.0227446104533724,0.0140849026275635,0.00306626908125604,1.19091126930382
"KHM",2004,43390.7890625,13063377,181035,1.3451141737,27.6444166666667,145.193369166667,0.000721339826151593,0.0138582083331133,0.00332155988933796,1.24120944003111
"KHM",2005,48680.2578125,13270201,181035,1.3683193007,27.6496333333333,150.199499166667,0.000649540960620273,0.0136422198880032,0.00366838888216539,1.25925713576456
"KHM",2006,53894.8984375,13474489,181035,1.446144535,27.5982666666667,169.902755,0.00997871424510847,0.0134353889041729,0.00399977308508694,1.2755878780275
"KHM",2007,58065.4375,13676693,181035,1.3826814687,27.2916333333333,222.6043075,0.0252086954143711,0.0132367524810274,0.00424557584936651,1.28381158843446
"KHM",2008,62197.609375,13880509,181035,1.3332025938,27.0936916666667,129.220230833333,0.0135736892431946,0.0130423891515794,0.00448093145395461,1.31193565607622
"KHM",2009,65347.20703125,14090208,181035,1.0513847537,27.4010416666667,162.214805,0.0523184249082748,0.0128482844256096,0.00463777447651944,1.19940935535823
"KHM",2010,67604.953125,14308740,181035,1.1360371823,27.8946916666667,133.141216666667,0.294160173295199,0.0126520574138603,0.00472473139668482,1.25057835242998
"KHM",2011,71222.5234375,14537886,181035,1.1358184352,27.0372,174.806058333333,5.707731132694e-05,0.0124526358233928,0.00489909767056228,1.30370476528326
"KHM",2012,76698.8359375,14776866,181035,1.205974375,27.9362916666667,163.989766666667,0.000230271792342869,0.0122512446143858,0.00519046704067696,1.3280914717012
"KHM",2013,84208.09375,15022692,181035,1.3004648667,27.4711583333333,171.5704,0.0303479484310391,0.0120507695957555,0.00560539307801824,1.30335926313802
"KHM",2014,93239.8203125,15270790,181035,1.2961223231,27.5426416666667,160.451811666667,0.000190999220813496,0.0118549858913651,0.00610576272167321,1.29421198369527
"KWT",2002,237956.546875,2143833,17818,0.8122519327,26.3295666666667,12.7203025,0.00627116143683114,0.0083112817089764,0.110995841035659,0.839652375392963
"KWT",2003,250841.28125,2169118,17818,0.8655638887,26.5219083333333,11.9538941666667,0.00419592785794151,0.00821439866341988,0.115642063387054,0.850207980129369
"KWT",2004,270363.96875,2207939,17818,0.8929611235,26.218275,14.5902,0.00142760300951779,0.00806996932433369,0.122450832541116,0.89756214355773
"KWT",2005,302124.53125,2276623,17818,0.9224346204,26.0718916666667,15.114045,0.0011291539702553,0.00782650443222264,0.132707317482956,0.913406709757177
"KWT",2006,327138.09375,2377258,17818,0.8971157109,26.3307,11.2138325,0.0073634257574254,0.00749518983635769,0.137611522918421,0.937071334922549
"KWT",2007,349500.625,2503410,17818,0.9173137718,26.2536833333333,8.87642,3.48587192915146e-05,0.00711749174126491,0.139609822202516,0.952340575289184
"KWT",2008,375182.1875,2652340,17818,0.9268298839,26.3378666666667,4.23693083333333,0.00111399280652825,0.00671784160401758,0.141453278048817,0.98008823588524
"KWT",2009,377543.96875,2818939,17818,0.8886409869,26.6886,7.57755916666667,0.00681696693398086,0.00632081786799927,0.133931230420382,0.873004352870485
"KWT",2010,385586.96875,2998083,17818,0.9702803281,27.7539583333333,4.35685166666667,0.00752649916472435,0.00594313099403852,0.128611172122319,0.94116104653215
"KWT",2011,398022.96875,3191051,17818,0.9911647644,26.1640916666667,7.14541166666667,0.0149569948189287,0.00558374027867308,0.124730995759704,0.974153824834168
"KWT",2012,422320.0625,3395556,17818,1.0101144858,26.72425,9.23776333333333,0.000918588656270863,0.00524744695714045,0.124374347676787,0.993337981707095
"KWT",2013,456498.5,3598385,17818,0.9760670229,25.633575,6.24002166666667,0.028950263491539,0.00495166581674835,0.126862050614373,0.959412663341002
"KWT",2014,493867.34375,3782450,17818,1.0003694509,26.2523416666667,7.59550416666667,0.00125969889715085,0.00471070338008434,0.130568108963767,0.95970874668084
"LBR",2002,3551.39965820312,3062863,111369,0.7313627832,25.5828333333333,205.475533333333,0.010736558836147,0.0363610778542821,0.00115950326808712,1.60960823349987
"LBR",2003,3490.78271484375,3116233,111369,0.7192066845,25.7736833333333,209.500216666667,0.000423792009175696,0.0357383417735452,0.00112019310328969,1.62477834142996
"LBR",2004,3502.9384765625,3176414,111369,2.9049925309,25.80405,216.473783333333,0.00771200113037728,0.0350612357205327,0.00110279657392346,1.68176741717603
"LBR",2005,3641.32080078125,3261230,111369,2.7036361432,26.0517333333333,177.652066666667,0.00275463907726494,0.0341493853546055,0.00111654829643455,1.71077811649737
"LBR",2006,4239.919921875,3375838,111369,2.7713855231,25.819975,225.127766666667,0.00116679390210394,0.0329900309197301,0.00125596071904961,1.71975290336845
"LBR",2007,4866.90283203125,3512932,111369,3.1135411509,25.7865583333333,196.170066666667,0.00453697618480057,0.031702577789721,0.00138542471987253,1.73191882079147
"LBR",2008,5709.94189453125,3662993,111369,1.791210023,25.2852333333333,206.481916666667,0.00190518964281567,0.030403825505536,0.00155881867492819,1.74388446478886
"LBR",2009,6292.95751953125,3811528,111369,1.1021168552,25.5577416666667,200.579558333333,0.00163548875546937,0.0292189903891563,0.00165103274055215,1.63038135613053
"LBR",2010,7326.607421875,3948125,111369,1.1177379379,26.0537333333333,232.976625,0.0230002351235399,0.0282080734525883,0.0018557182008865,1.67860462753949
"LBR",2011,8777.0849609375,4070167,111369,1.162676397,25.5770083333333,207.809308333333,0.00282735192413545,0.0273622679364262,0.00215644344837386,1.72255597747067
"LBR",2012,9122.0771484375,4181563,111369,1.2216650864,25.4132,182.420658333333,0.000472663365691211,0.0266333426041889,0.00218149939351326,1.7324853313515
"LBR",2013,9618.9814453125,4286291,111369,1.309930551,25.6445666666667,201.313441666667,0.0225341364235177,0.0259826036076412,0.0022441270192137,1.72151101148204
"LBR",2014,10199.5791015625,4390737,111369,1.3696870548,25.5748,221.770383333333,0.00149278476534151,0.0253645344733697,0.00232297655303939,1.71112211957372
"LKA",2002,169916.046875,19059300,65610,0.7633513178,27.3987333333333,145.094583333333,0.0716164545890673,0.00344241393965151,0.00891512526037158,0.552924730891966
"LKA",2003,186909.71875,19215307,65610,0.7533624733,27.32595,133.227725,0.000718140545799595,0.00341446535306462,0.00972712633474969,0.559272643837994
"LKA",2004,211343.734375,19372538,65610,0.794829449,27.1149416666667,158.995883333333,0.00523866986363789,0.00338675293861857,0.0109094499840444,0.603829220265396
"LKA",2005,246176.015625,19524558,65610,0.7360397296,27.1828833333333,143.966116666667,0.0308865378233813,0.00336038336949804,0.0126085320663853,0.620487416280889
"LKA",2006,285740.09375,19670151,65610,0.7126117848,27.119925,174.816141666667,0.0901552279851704,0.00333551074417273,0.0145265836418846,0.631357019638049
"LKA",2007,322793.96875,19810789,65610,0.6860651166,27.0674916666667,132.102908333333,0.0462323181878528,0.00331183174986115,0.0162938471935671,0.646940652014548
"LKA",2008,358566.9375,19945832,65610,0.6336904361,27.034125,164.541475,0.0112241636703895,0.00328940903543156,0.0179770358789746,0.670794286718803
"LKA",2009,391196.84375,20075086,65610,0.4914914153,27.349975,132.935675,0.00724797410286375,0.0032682300837964,0.0194866833322657,0.560337126393681
"LKA",2010,427549.9375,20198353,65610,0.4636388695,27.5379333333333,146.231958333333,0.0123538973326632,0.00324828464974347,0.0211675643801254,0.609468823847533
"LKA",2011,471383.5,20315017,65610,0.5498457618,27.30255,136.625791666667,0.00997312282238689,0.00322963057328478,0.0232036970483461,0.661868217070062
"LKA",2012,504797.34375,20424555,65610,0.514920801,27.4863833333333,144.612283333333,0.000471561053542487,0.0032123098887589,0.0247152187036633,0.674575561662069
"LKA",2013,546510.5,20527233,65610,0.4925779234,27.214375,121.567766666667,0.00191981277568417,0.00319624179254944,0.0266236808438819,0.656417391910133
"LKA",2014,593143.25,20623564,65610,0.502508827,27.3641833333333,155.085875,0.0120242783745146,0.00318131240555706,0.0287604630315109,0.64666081466883
"LSO",2007,11933.5791015625,1982287,30355,1.6176584997,13.1817183333333,56.2075391666667,0.00173238226578949,0.0153131206530639,0.00602010662510651,1.43649617551777
"LSO",2008,13453.693359375,1999930,30355,1.618937368,13.5734625,60.326005,0.000494948022610639,0.0151780312310931,0.00672708212756197,1.46634907360511
"LSO",2009,14889.443359375,2019209,30355,1.5599947759,13.2514641666667,64.349325,0.000242763542248956,0.0150331144522434,0.00737389906610707,1.34278315204039
"LSO",2010,16902.439453125,2040551,30355,1.420121905,13.9930758333333,70.2445341666667,1.11581511672361e-05,0.0148758840136806,0.00828327224025521,1.39892195822857
"LSO",2011,19899.0703125,2064166,30355,1.3856873044,13.2546425,73.0181258333333,0.000814549039645804,0.0147056971193208,0.00964024710827521,1.43802370544247
"LSO",2012,20824.099609375,2089928,30355,1.3898306889,13.5768908333333,59.0220533333333,0.000353615346424865,0.0145244238079015,0.00996402728198053,1.45507299102076
"LSO",2013,22283.962890625,2117361,30355,1.2489989416,13.88473,54.2227533333333,1.2189969885652e-06,0.0143362421429317,0.0105244041477221,1.44634377038274
"LSO",2014,23889.3671875,2145785,30355,1.1791119866,13.8873858333333,61.120935,0.00141152742846265,0.0141463380534396,0.0111331597468992,1.43635064386217
"LTU",2002,101968.6015625,3444754,65300,1.0035988159,7.8137125,51.0321583333333,0.00130570294546047,0.018956360889631,0.0296011272684494,1.19879061877973
"LTU",2003,109442.0546875,3414352,65300,0.981259502,6.9001325,51.0255833333333,0.0376794824068179,0.0191251517125358,0.0320535359820839,1.18892608819104
"LTU",2004,116106.90625,3381118,65300,1.0173061013,6.94718416666667,56.0341,0.0410499013492641,0.019313138435275,0.0343397971469792,1.24309258400377
"LTU",2005,121717.5703125,3344252,65300,1.1491693893,6.81902166666667,53.612,0.00475592701928272,0.0195260405017325,0.0363960521852121,1.26537607210616
"LTU",2006,141629.5625,3303671,65300,1.2150419343,7.41722416666667,49.1400583333333,0.0377240047586765,0.0197658907318556,0.0428703592155514,1.28961327296059
"LTU",2007,165277.03125,3260091,65300,1.1384142931,7.87082916666667,61.8082833333333,0.0291539644268586,0.0200301157237635,0.050697060680208,1.30793023003936
"LTU",2008,182353.34375,3214627,65300,1.2584941707,8.251535,55.4348833333333,0.00803666715257971,0.0203133987240199,0.0567261283346404,1.3404725871335
"LTU",2009,182505.6875,3168772,65300,1.0555858206,7.18937833333333,58.3185916666667,0.095201027426892,0.0206073519962938,0.0575950833635238,1.20871895466513
"LTU",2010,213245.5625,3123803,65300,1.3256178205,6.39419166666667,68.9210083333333,2.22561639064262e-05,0.0209040070708684,0.0682647281214596,1.24123988362083
"LTU",2011,221246.203125,3079881,65300,1.5254126518,7.72667166666667,54.25045,0.00358760911875978,0.0212021178740347,0.0718359583129998,1.32358251338985
"LTU",2012,234729.609375,3037246,65300,1.6238606578,6.85741166666667,63.3629,0.00340103347124676,0.0214997402251908,0.0772837002254674,1.31953499151058
"LTU",2013,248104.9375,2997334,65300,1.6687379338,7.59135166666667,55.5980666666667,0.00131979300609794,0.0217860271828231,0.0827752053991981,1.31911500356386
"LTU",2014,257047.1875,2961846,65300,1.6012927936,7.922555,52.2584416666667,0.00619615047243729,0.0220470611908924,0.0867861419871256,1.31739908473559
"LUX",2002,77796.59375,443726,2586,2.588431483,10.3306733333333,90.6473333333333,0.0369484020785884,0.00582792083402821,0.175325750012395,3.07005876312622
"LUX",2003,79937.40625,447322,2586,2.541010524,10.2034758333333,63.0822166666667,0.0139593319433268,0.00578107045931119,0.178702156947344,3.07902566920562
"LUX",2004,87505.796875,451819,2586,2.812083939,9.69625916666667,74.017475,0.0273018945203711,0.00572353088294206,0.193674451218298,3.12118994146231
"LUX",2005,96783.109375,457842,2586,2.977729742,9.9701225,66.435325,0.0071251202748391,0.00564823672795418,0.211389757547363,3.14586453753772
"LUX",2006,105801.4609375,465554,2586,3.205982618,10.312495,78.4290666666667,0.00443670827077495,0.0055546724977124,0.227259267319151,3.17021886147749
"LUX",2007,114725.3046875,474722,2586,3.325048493,10.4649775,91.361035,0.0385790960753279,0.00544739868807428,0.241668396845944,3.18654081110517
"LUX",2008,128101.3828125,485105,2586,3.435618283,9.93231166666667,84.2889666666667,0.000575291668422353,0.00533080467115367,0.264069392837633,3.2035202688427
"LUX",2009,136937.65625,496279,2586,2.959728062,10.0527316666667,79.7540666666667,0.00185459315925276,0.00521077861444873,0.275928774439378,3.08964504032606
"LUX",2010,141017.0625,507889,2586,3.161614002,8.78254833333333,80.6805083333333,0.0131520914185689,0.00509166372967322,0.277653311058125,3.11895498917873
"LUX",2011,159924.921875,519941,2586,3.234496074,10.6148691666667,66.1306166666667,0.00737599287454128,0.00497364124006378,0.307582825503278,3.20344459199035
"LUX",2012,171244.015625,532387,2586,3.418620222,9.86721833333333,85.8789583333333,0.0162831944372007,0.00485736879375342,0.321653262805065,3.19952358333216
"LUX",2013,163101.296875,544721,2586,3.492419391,9.35268916666667,80.751175,0.000134030291492417,0.00474738444084219,0.299421716576009,3.18548576668807
"LUX",2014,180698.0625,556316,2586,3.82291462,11.1258175,78.1928,0.012525675661713,0.00464843721913445,0.32481190995765,3.2022246287272
"LVA",2002,98454.828125,2332492,64589,0.8329865846,7.08623166666667,47.955745,1.42845268648777e-05,0.0276909845778678,0.0422101461119695,0.962785948392164
"LVA",2003,111663.84375,2305775,64589,0.847807483,6.29893416666667,52.9238083333333,0.000305451022673876,0.0280118398369312,0.0484279011395301,0.952424801666532
"LVA",2004,114111,2278855,64589,0.93713351,6.45953166666667,57.7979083333333,0.0405596637403339,0.0283427422982156,0.0500738309370276,1.00965938178141
"LVA",2005,130195.28125,2251983,64589,1.0083339756,6.46187583333333,53.7576416666667,0.0625488795873634,0.0286809447495829,0.0578136163772107,1.02650920776679
"LVA",2006,175321.859375,2225223,64589,1.0061859956,6.98428666666667,48.1249166666667,0.00104008507705442,0.0290258549367861,0.0787884447423921,1.0432131388479
"LVA",2007,188474.078125,2198518,64589,0.9592301934,7.3794925,59.230625,0.000826835310547044,0.029378426740195,0.0857277848646224,1.06576253690728
"LVA",2008,225162.984375,2171881,64589,0.9200137898,7.68809083333333,58.5046666666667,0.0514340636871414,0.0297387379879469,0.103671879064737,1.08907054342827
"LVA",2009,201072.25,2145309,64589,0.8682642155,6.59482166666667,61.2917591666667,0.0358262084439383,0.0301070848068973,0.0937264748341614,0.967942446380439
"LVA",2010,212630.28125,2118848,64589,1.0878898684,5.70824,68.8338083333333,0.0428207915867561,0.0304830738212463,0.100351833283935,1.00208343146275
"LVA",2011,251046.328125,2092493,64589,1.2061125085,7.25795416666667,51.0389333333333,0.00626393885072409,0.0308670088741038,0.119974751707652,1.08095822049223
"LVA",2012,270556.25,2066374,64589,1.2706579889,6.10697666666667,66.0312916666667,0.0182893441613507,0.0312571683538411,0.130932856298037,1.07055904761948
"LVA",2013,282035.4375,2040784,64589,1.2415811003,7.08723833333333,52.8003,0.00346086428869113,0.0316491113219233,0.138199553455927,1.0757649491089
"LVA",2014,308635.96875,2016125,64589,1.2292719379,7.41488583333333,55.92515,0.0469074699220501,0.0320362080724161,0.153083746667493,1.06873549764581
"MAR",2002,376140.28125,29512368,710850,0.6053408641,18.2322166666667,30.0578141666667,0.000167087649247936,0.024086511797359,0.0127451745400437,0.659579564861854
"MAR",2003,370418.75,29843937,710850,0.5832774268,18.3333041666667,29.2638616666667,0.00633454557892197,0.0238189083430916,0.0124118594004538,0.672862131444761
"MAR",2004,374140.03125,30179285,710850,0.6159653347,17.8283333333333,24.0428075,0.0312867878030948,0.0235542359601959,0.0123972463645179,0.720667006235726
"MAR",2005,385095.40625,30521070,710850,0.6791485449,18.06352,19.2337958333333,0.0415282663508641,0.0232904678636758,0.012617362571168,0.748299379314707
"MAR",2006,454135.4375,30869346,710850,0.7149628678,18.3739516666667,28.936615,0.0103285212618323,0.023027698740362,0.0147115341381058,0.768285398784301
"MAR",2007,531038.375,31225881,710850,0.7848717434,17.9844,18.8918825,0.00485351612038405,0.0227647700316286,0.01700635363979,0.773238202574063
"MAR",2008,626413.25,31596855,710850,0.856728209,17.8773666666667,28.9782333333333,0.0908928637026381,0.0224974922345911,0.0198251772209608,0.788564928868013
"MAR",2009,735019.625,31989897,710850,0.6791510295,18.4047725,30.0391108333333,0.058482925199657,0.0222210781110049,0.0229766174301843,0.676258310004804
"MAR",2010,886214.4375,32409639,710850,0.7524763454,18.8866083333333,36.0374208333333,0.000700036985150088,0.0219332896611406,0.0273441625653405,0.726147397651231
"MAR",2011,1140665.25,32858823,710850,0.8342680017,18.2775583333333,30.2479875,0.00518368469627628,0.0216334589951685,0.0347141238138688,0.761681793006922
"MAR",2012,1194130.375,33333789,710850,0.851249173,18.09273,27.7167225,0.0045908187629305,0.0213252084844,0.0358234215438275,0.769887773288169
"MAR",2013,1260110.375,33824769,710850,0.8002055856,18.0306,20.8183641666667,0.00388924414131656,0.0210156645859134,0.0372540718607716,0.75611142467814
"MAR",2014,1333798.625,34318082,710850,0.8177227419,18.4842916666667,25.2264133333333,0.0238578089411694,0.0207135701814571,0.0388657683433474,0.753784557087251
"MDG",2002,30098.8828125,16765117,587041,0.3858222494,24.6213416666667,120.625141666667,0.0043721899169236,0.035015622020413,0.00179532793075646,0.61523707859037
"MDG",2003,31572.517578125,17279141,587041,0.5515923812,22.868125,119.789466666667,0.0261602147772428,0.0339739689606098,0.00182720411727209,0.593206990528875
"MDG",2004,34069.83203125,17802997,587041,0.8012032439,22.87835,124.202183333333,0.00115338119025102,0.0329742795552906,0.00191371329396112,0.64617364272862
"MDG",2005,37221.56640625,18336724,587041,0.7376518213,24.034575,115.693241666667,2.196519034031e-05,0.032014497246073,0.00202989183925384,0.685270234240064
"MDG",2006,39963.1328125,18880268,587041,0.754970994,25.266775,110.674825,0.0148383822564731,0.0310928319449703,0.00211666131076635,0.725350247734695
"MDG",2007,42414.25,19433523,587041,0.8239079788,25.2520833333333,108.385125,0.00181286821720678,0.0302076468584723,0.00218253015678115,0.742559812872166
"MDG",2008,46735.14453125,19996469,587041,0.8344980417,25.5817666666667,123.482441666667,0.00729116352156997,0.0293572330194896,0.00233716985390021,0.771949937524467
"MDG",2009,48336.7578125,20569121,587041,0.7399667599,25.968875,116.798183333333,0.00704570755055909,0.0285399167032952,0.00234996710907092,0.664702328143243
"MDG",2010,49396.03125,21151640,587041,0.6802269417,24.5388916666667,110.709875,0.00135312603199515,0.0277539235728293,0.00233532866718609,0.69274775104354
"MDG",2011,51569.01171875,21743949,587041,0.6907646335,24.4830166666667,104.236083333333,0.0104051738686963,0.0269979018070729,0.0023716488536075,0.750881879162141
"MDG",2012,53955.55859375,22346573,587041,0.6762171161,22.8168833333333,111.452758333333,6.41703399152699e-05,0.0262698445976482,0.0024144891744139,0.734635414052852
"MDG",2013,56781.21484375,22961146,587041,0.6881598023,22.757975,128.652866666667,0.000139518266584641,0.0255667116963587,0.00247292599610446,0.719859153065616
"MDG",2014,60109.73828125,23589801,587041,0.6989687591,23.43415,136.916258333333,0.004869094253868,0.0248853731322278,0.00254812400839032,0.721376253213298
"MDV",2006,4790.80029296875,327371,298,1.1576900062,28.1028083333333,179.139291666667,0.00660445249622672,0.000910282218033974,0.0146341621370517,1.58191001514178
"MDV",2007,5909.37060546875,336070,298,1.8409329601,28.2355416666667,170.627016666667,0.0126754193471311,0.000886720028565477,0.0175837492351854,1.59122135569314
"MDV",2008,7245.14208984375,345054,298,1.7814023098,27.9800916666667,184.849,0.00963676396014358,0.000863632938612507,0.0209971253480433,1.60433522332986
