"iso_o","iso_d","year","ck","pop_o","pop_d","area","temperature","rainfall","TO","dis_int","lat","lon","landlocked","contig","dist","distcap","wto_o","wto_d","rta"
"GNB","AFG",2012,5214.2080078125,1638.139,30696.958,36125,27.4519833333333,126.689776666667,0.4117299285,71.48875,11.86667,-15.65,0,0,8805.014,8805.014,1,0,0
"GBR","AFG",2013,11646097,64641.11,31731.688,244110,8.98826083333333,99.1621083333333,0.6135006396,185.8346,51.5,-0.1666667,0,0,5718.078,5718.078,1,0,0
"LBR","AFG",2013,9618.9814453125,4286.291,31731.688,111369,25.6445666666667,201.313441666667,1.309930551,125.5209,6.333333,-10.76667,0,0,8699.117,8699.117,0,0,0
"CHN","AFG",2013,61477376,1382793.212,31731.688,9572378,7.19379833333333,49.96943,0.4656523478,1163.707,39.91667,116.4333,0,1,4180.438,4180.438,1,0,0
"ESP","AFG",2013,8106426.5,46697.553,31731.688,505954,13.7038291666667,55.8132333333333,0.6117961223,267.5404,40.41667,-3.716667,0,0,6290.493,6290.493,1,0,0
"SLE","AFG",2013,20574.244140625,6922.079,31731.688,73326,26.3966833333333,204.617168333333,0.8745280099,101.8504,8.5,-13.28333,0,0,8795.566,8795.566,1,0,0
"RUS","AFG",2013,7362571.5,143597.23,31731.688,17075400,-4.48260083333333,38.9483,0.4619335529,1554.244,55.75,37.7,0,0,3367.526,3367.526,1,0,0
"CHL","AFG",2014,1166427.75,17613.798,32758.02,756945,8.47378,46.3974583333333,0.6526195391,327.2397,-33.5,-70.66666,0,0,16353.9,16353.9,1,0,0
"GNB","AFG",2014,5404.1005859375,1725.744,32758.02,36125,27.532875,111.218555833333,0.5159301419,71.48875,11.86667,-15.65,0,0,8805.014,8805.014,1,0,0
"ZWE","AFG",2014,86134.53125,15411.675,32758.02,390759,21.6434,54.6500033333333,0.5467161542,235.1193,-17.83333,31.05,1,0,7088.189,7088.189,1,0,0
"QAT","AFG",2014,938953.1875,2374.419,32758.02,11437,28.2361166666667,5.45145666666667,0.9903431389,40.22443,25.25,51.53333,0,0,1987.925,1987.925,1,0,0
"PRT","AFG",2014,1937154.75,10471.168,32758.02,92389,15.4800183333333,88.3930425,0.7995975597,114.3257,38.73333,-9.133333,0,0,6791.342,6791.342,1,0,0
"MOZ","AFG",2014,68871.40625,27212.382,32758.02,801590,24.26845,85.8620575,1.181226299,336.7518,-25.96667,32.58333,0,0,7760.658,7760.658,1,0,0
"LVA","AGO",2002,98454.828125,2332.492,17572.649,64589,7.08623166666667,47.955745,0.8329865846,95.59013,56.95,24.1,0,0,7388.835,7388.835,1,1,0
"NGA","AGO",2002,154131.09375,128666.71,17572.649,923768,27.1968333333333,92.8276691666667,0.4003516859,361.5058,6.45,3.466667,0,0,2017.813,2115.098,1,1,0
"SLE","AGO",2002,11456.0078125,4957.216,17572.649,73326,26.4047583333333,200.066194166667,0.38385802124,101.8504,8.5,-13.28333,0,0,3517.934,3517.934,1,1,0
"THA","AGO",2002,1808674.25,64073.164,17572.649,513115,26.9209,132.519706666667,1.1496974302,269.427,13.73333,100.5,0,0,9955.721,9955.721,1,1,0
"PAN","AGO",2003,60077.421875,3209.174,18203.369,75648,25.7322916666667,242.3134,1.146933669,103.4505,8.95,-79.5,0,0,10468.29,10468.29,1,1,0
"NLD","AGO",2003,1681834.125,16200.951,18203.369,41863,10.4999758333333,52.952075,1.1265476019,76.95715,52.35,4.9,0,0,6856.132,6856.132,1,1,0
"TGO","AGO",2003,12466.3447265625,5391.401,18203.369,56785,27.4983916666667,108.432153333333,0.812507059,89.62943,6.166667,1.35,0,0,2128.469,2128.469,1,1,0
"JOR","AGO",2003,79021.5390625,5396.774,18203.369,91862,19.4629375,9.77067833333333,1.157064591,113.9992,31.95,35.93333,0,0,5140.358,5140.358,1,1,0
"BHR","AGO",2003,77857.5625,778.711,18203.369,678,27.811175,6.30922416666667,1.280914868,9.793742,26.2,50.63334,0,0,5615.473,5615.473,1,1,0
"AUS","AGO",2003,2439970.75,19696.972,18203.369,7686848,22.0925583333333,38.8508,0.4031285441,1042.817,-33.88334,151.1667,0,0,13528.2,13284.23,1,1,0
"RWA","AGO",2003,8662.2158203125,8680.346,18203.369,26338,20.6637666666667,101.7949775,0.31991561712,61.0415,-1.933333,30.06667,1,0,2014.346,2014.346,1,1,0
"SGP","AGO",2003,559825,4249.295,18203.369,646,27.9551833333333,250.002516666667,3.82839751,9.559828,1.283333,103.85,0,0,10104.83,10104.83,1,1,0
"CAF","AGO",2003,6574.3486328125,3981.665,18203.369,622984,25.7813166666667,115.6722925,0.36231226,296.8741,4.383333,18.61667,1,0,1586.979,1586.979,1,1,0
"GRC","AGO",2003,1146467.875,11243.567,18203.369,131621,14.3768441666667,56.9979166666667,0.4819005371,136.4572,38,23.73333,0,0,5325.223,5325.223,1,1,0
"LBR","AGO",2004,3502.9384765625,3176.414,18865.716,111369,25.80405,216.473783333333,2.9049925309,125.5209,6.333333,-10.76667,0,0,3154.236,3154.236,0,1,0
"AUS","AGO",2004,2630114.75,19948.429,18865.716,7686848,21.9270083333333,40.2229166666667,0.3715629233,1042.817,-35.3,149.133,0,0,13528.2,13284.23,1,1,0
"NGA","AGO",2004,391027,135393.616,18865.716,923768,27.3384416666667,94.5597525,0.3189587044,361.5058,9.18,7.17,0,0,2017.813,2115.098,1,1,0
"UKR","AGO",2004,1714079.875,47215.966,18865.716,603677,8.92935,53.79485,1.1377184027,292.2376,50.41667,30.5,0,0,6802.643,6802.643,0,1,0
"NOR","AGO",2004,630694.5625,4598.214,18865.716,323752,2.06258,90.9677666666667,0.6904899659,214.0129,59.91667,10.75,0,0,7655.045,7655.045,1,1,0
"ATG","AGO",2004,2500.77172851562,88.257,18865.716,442,25.847475,256.5405,1.2248146091,7.907605,17.13333,-61.83333,0,0,8746.965,8746.965,1,1,0
"EST","AGO",2004,56454.2734375,1363.565,18865.716,45227,6.00418,61.9820016666667,1.3091275062,79.98945,59.41667,24.75,0,0,7665.317,7665.317,1,1,0
"DJI","AGO",2004,4750.23681640625,770.752,18865.716,23200,28.237925,20.7338666666667,NA,57.28986,11.6,43.15,0,0,4015.184,4015.184,1,1,0
"ISR","AGO",2005,611935.125,6602.97,19552.542,21621,20.3385833333333,17.7301883333333,0.8169760348,55.30593,32.08333,34.76667,0,0,5096.148,5096.148,1,1,0
"JPN","AGO",2005,15014904,128335.767,19552.542,377801,11.0743358333333,114.878041666667,0.2651549378,231.188,35.66667,139.75,0,0,13861.75,13861.75,1,1,0
"SEN","AGO",2005,62772.24609375,11251.266,19552.542,196722,28.92445,71.426585,0.6944158565,166.8247,14.63333,-17.45,0,0,4277.941,4277.941,1,1,0
"SUR","AGO",2005,19396.5078125,498.946,19552.542,163820,26.286975,222.915808333333,NA,152.236,5.866667,-55.23333,0,0,7771.882,7771.882,1,1,0
"AUS","AGO",2006,3055752.75,20573.606,20262.399,7686848,21.8875583333333,38.1747575,0.4163393487,1042.817,-35.3,149.133,0,0,13528.2,13284.23,1,1,0
"TTO","AGO",2006,67580.1328125,1303.144,20262.399,5130,26.5234583333333,151.835166666667,NA,26.93968,10.63333,-61.51667,0,0,8557.671,8557.671,1,1,0
"RWA","AGO",2006,13294.1083984375,9206.58,20262.399,26338,20.1725416666667,107.617933333333,0.3710361839,61.0415,-1.933333,30.06667,1,0,2014.346,2014.346,1,1,0
"ESP","AGO",2006,5628296.5,44725.532,20262.399,505954,14.3895991666667,51.7836083333333,0.5565927295,267.5404,40.41667,-3.716667,0,0,5752.252,5752.252,1,1,0
"COL","AGO",2007,1231251.5,44374.572,20997.687,1141748,24.4192083333333,238.796516666667,0.37184368,401.9008,4.633333,-75.06667,0,0,9911.524,9911.524,1,1,0
"BDI","AGO",2007,10187.3955078125,7939.573,20997.687,27834,20.9888333333333,107.885650833333,0.38799998776,62.75114,-3.366667,29.31667,1,0,1878.576,1878.576,1,1,0
"MOZ","AGO",2007,22120.9375,22188.387,20997.687,801590,24.2642333333333,78.9983258333333,0.7074947259,336.7518,-25.96667,32.58333,0,0,2794.277,2794.277,1,1,0
"MAR","AGO",2007,531038.375,31225.881,20997.687,710850,17.9844,18.8918825,0.7848717434,317.1194,34.03333,-6.85,0,0,5221.762,5221.762,1,1,0
"LKA","AGO",2007,322793.96875,19810.789,20997.687,65610,27.0674916666667,132.102908333333,0.6860651166,96.3427,6.916667,79.86667,0,0,7594.32,7594.32,1,1,0
"BFA","AGO",2007,34955.90234375,14252.021,20997.687,274200,28.8785833333333,70.035965,0.3542453458,196.9552,12.33333,-1.666667,1,0,2876.135,2876.135,1,1,0
"DEU","AGO",2007,11559886,81344.457,20997.687,357325,10.3876925,72.3319075,0.7937053115,224.8358,51.467,6.983,0,0,6738.352,6830.042,1,1,0
"JPN","AGO",2007,17074292,128505.251,20997.687,377801,11.731965,122.0339,0.3309388848,231.188,35.66667,139.75,0,0,13861.75,13861.75,1,1,0
"AGO","AGO",2008,354643.5625,21759.42,21759.42,1246700,21.6298916666667,87.5286266666667,1.213647079,419.9666,-8.833333,13.25,0,0,419.9666,419.9666,1,1,0
"CRI","AGO",2008,118508.1328125,4429.508,21759.42,51076,24.7431833333333,304.136975,0.8693442958,85.00456,9.983334,-84.06667,0,0,10980.7,10980.7,1,1,0
"ATG","AGO",2008,5610.10400390625,92.478,21759.42,442,25.4696916666667,257.384333333333,1.1528359892,7.907605,17.13333,-61.83333,0,0,8746.965,8746.965,1,1,0
"CAN","AGO",2008,4607175.5,33404.548,21759.42,9976139,-6.56081416666667,40.7108333333333,0.6692423059,1187.996,45.42,-75.71,0,0,10904.94,10635.11,1,1,0
"SWE","AGO",2008,1388658.125,9236.89,21759.42,449964,3.0563225,59.380975,0.9335913135,252.3032,59.33333,18.08333,0,0,7599.202,7599.202,1,1,0
"SVN","AGO",2008,240507.21875,2024.538,21759.42,20256,10.1904275,114.1508,1.3414435304,53.53165,46.06667,14.5,0,0,6111.597,6111.597,1,1,0
"NGA","AGO",2009,1168140.75,154402.181,22549.547,923768,27.8204583333333,92.9913075,0.3605871041,361.5058,9.18,7.17,0,0,2017.813,2115.098,1,1,0
"MDG","AGO",2009,48336.7578125,20569.121,22549.547,587041,25.968875,116.798183333333,0.7399667599,288.1828,-18.86667,47.5,0,0,3857.428,3857.428,1,1,0
"GAB","AGO",2009,65135.484375,1586.754,22549.547,267667,25.35195,153.08244,0.8350457742,194.5948,0.3833333,9.416667,0,0,1110.371,1110.371,1,1,0
"BEN","AGO",2009,46363.2578125,8944.706,22549.547,112622,28.209725,90.279845,0.5184701002,126.225,6.5,2.783333,0,0,2071.837,2064.176,1,1,0
"PER","AGO",2009,651262.25,29001.507,22549.547,1285216,19.8563,133.979541666667,0.4811192962,426.4046,-12.1,-77.05,0,0,9843.897,9843.897,1,1,0
"BRB","AGO",2010,12880.6171875,279.569,23369.131,431,27.1985833333333,241.8590675,0.8692355239,7.808587,13.1,-59.61666,0,0,8414.008,8414.008,1,1,0
"NER","AGO",2010,59562.9609375,16425.578,23369.131,1267000,28.7143583333333,15.9337783333333,0.712892562,423.372,13.53333,2.083333,1,0,2778.376,2778.376,1,1,0
"ARE","AGO",2010,1939145.125,8270.684,23369.131,83657,28.5053,3.1700075,1.4130904191,108.789,24.46667,54.41667,0,0,5805.255,5805.255,1,1,0
"CHE","AGO",2010,1464507.625,7831.971,23369.131,41288,6.4651125,123.311983333333,1.172521767,76.42681,46.95,7.433333,1,0,6235.385,6235.385,1,1,0
"JOR","AGO",2010,174714.75,7182.39,23369.131,91862,21.511775,9.71300416666667,1.1728588235,113.9992,31.95,35.93333,0,0,5140.358,5140.358,1,1,0
"ATG","AGO",2010,8303.1904296875,94.661,23369.131,442,26.2714916666667,247.767891666667,1.0436408322,7.907605,17.13333,-61.83333,0,0,8746.965,8746.965,1,1,0
"LUX","AGO",2011,159924.921875,519.941,24218.565,2586,10.6148691666667,66.1306166666667,3.234496074,19.12705,49.6,6.15,1,0,6540.273,6540.273,1,1,0
"KEN","AGO",2011,241457.90625,42486.839,24218.565,582646,25.35425,54.3648666666667,0.6044867332,287.102,-1.283333,36.83333,0,0,2744.311,2744.311,1,1,0
"MOZ","AGO",2011,38045.11328125,24939.005,24218.565,801590,24.2339,86.0002133333333,0.8833446309,336.7518,-25.96667,32.58333,0,0,2794.277,2794.277,1,1,0
"POL","AGO",2011,1864349,38320.947,24218.565,312685,8.92235333333333,45.5347858333333,0.8708272276,210.3233,52.25,21,0,0,6838.712,6838.712,1,1,0
"SVN","AGO",2012,313916.5625,2060.39,25096.15,20256,10.2312266666667,100.081463333333,1.4203125141,53.53165,46.06667,14.5,0,0,6111.597,6111.597,1,1,0
"NIC","AGO",2012,81651.1796875,5877.108,25096.15,130670,24.978575,182.5472,1.1517728848,135.9633,12.1,-86.3,0,0,11252.12,11252.12,1,1,0
"MYS","AGO",2012,1647447.125,29170.456,25096.15,329758,25.7883083333333,276.013166666667,1.4784175477,215.9889,3.133333,101.7,0,0,9900.254,9900.254,1,1,0
"MDV","AGO",2012,11337.8603515625,386.203,25096.15,298,28.2228333333333,165.400658333333,1.6050309122,6.492948,4.166667,73.46667,0,0,6836.069,6836.069,1,1,0
"MLI","AGO",2012,49908.36328125,16006.67,25096.15,1240142,28.7673666666667,28.6975741666667,0.5867060749,418.8606,12.66667,-7.983333,1,0,3352.429,3352.429,1,1,0
"SAU","AGO",2012,4587537.5,29086.357,25096.15,2153168,25.9380916666667,5.842265,0.8351180373,551.9157,24.65,46.76667,0,0,5207.322,5207.322,1,1,0
"BRB","AGO",2013,15420.666015625,282.509,25998.34,431,26.6234,187.61725,0.9349268292,7.808587,13.1,-59.61666,0,0,8414.008,8414.008,1,1,0
"JOR","AGO",2013,208790.4375,8413.464,25998.34,91862,19.3576641666667,10.0162425,1.1430581953,113.9992,31.95,35.93333,0,0,5140.358,5140.358,1,1,0
"TUN","AGO",2013,524289.3125,11014.558,25998.34,164150,20.8371916666667,21.5944366666667,1.0344990492,152.3892,36.83333,10.21667,0,0,5092.534,5092.534,1,1,0
"FIN","AGO",2013,1029301.1875,5436.616,25998.34,336593,3.17342583333333,42.3822416666667,0.7851360788,218.2159,60.13334,25,0,0,7746.235,7746.235,1,1,0
"ITA","AGO",2013,12945109,59668,25998.34,301323,12.6158583333333,82.281275,0.5546658975,206.4667,41.88334,12.5,0,0,5645.243,5645.243,1,1,0
"IDN","AGO",2013,12529229,252032.263,25998.34,1933658,26.2794916666667,257.178333333333,0.4863737268,523.0264,-6.133333,106.75,0,0,10294.87,10294.87,1,1,0
"COL","AGO",2014,1876453.125,47791.911,26920.466,1141748,24.8007583333333,191.080683333333,0.3748751807,401.9008,4.633333,-75.06667,0,0,9911.524,9911.524,1,1,0
"IND","AGO",2014,22491836,1293859.294,26920.466,3287590,24.5342416666667,78.5246541666667,0.4892218575,681.9816,28.61667,77.21667,0,0,8025.968,8025.968,1,1,0
"BGR","AGO",2014,312399.375,7222.145,26920.466,110994,12.0319433333333,80.8804166666667,1.3077737715,125.3094,42.66667,23.3,0,0,5822.248,5822.248,1,1,0
"GAB","AGO",2014,85714.1328125,1875.713,26920.466,267667,25.36645,156.970275833333,0.7352032901,194.5948,0.3833333,9.416667,0,0,1110.371,1110.371,1,1,0
"BRA","AIA",2002,4656168.5,180151.021,11.692,8511920,25.7373416666667,150.942733333333,0.276183574,1097.356,-15.78,-47.91,0,0,4977.742,4132.483,1,NA,0
"GBR","AIA",2002,5185287,59348.953,11.692,244110,9.48091416666667,118.50165,0.5034232237,185.8346,51.5,-0.1666667,0,0,6574.204,6574.204,1,NA,0
"SUR","AIA",2002,14271.70703125,483.044,11.692,163820,25.8750333333333,167.31255,NA,152.236,5.866667,-55.23333,0,0,1616.524,1616.524,1,NA,0
"SYC","AIA",2002,6491.70654296875,84.203,11.692,455,27.2662833333333,162.895675,1.6325076392,8.02305,-4.633333,55.46667,0,0,13191.42,13191.42,0,NA,0
"SAU","AIA",2002,1635530.75,21906.308,11.692,2153168,25.6536583333333,6.45494,0.6459277916,551.9157,24.65,46.76667,0,0,11057.99,11057.99,0,NA,0
"MDV","AIA",2002,2479.0908203125,294.341,11.692,298,28.3070166666667,172.897583333333,NA,6.492948,4.166667,73.46667,0,0,14654.97,14654.97,1,NA,0
"SLV","AIA",2002,22973.78125,5940.303,11.692,21041,24.6062333333333,126.207614166667,0.6591909078,54.55907,13.66667,-89.16666,0,0,2835.996,2835.996,1,NA,0
"GNB","AIA",2003,5018.97802734375,1321.202,12.021,36125,27.5689916666667,137.14703,0.432716188,71.48875,11.86667,-15.65,0,0,5131.831,5131.831,1,NA,0
"QAT","AIA",2003,86320.5703125,688.586,12.021,11437,27.8839833333333,5.32194166666667,0.901649487,40.22443,25.25,51.53333,0,0,11459.47,11459.47,1,NA,0
"SYC","AIA",2003,6699.1396484375,85.91,12.021,455,27.30555,166.998858333333,1.754011807,8.02305,-4.633333,55.46667,0,0,13191.42,13191.42,0,NA,0
"HUN","AIA",2003,476755.28125,10141.956,12.021,93032,10.59676,40.5006925,1.164283843,114.7229,47.5,19.05,1,0,7949.861,7949.861,1,NA,0
"PRY","AIA",2003,72521.4921875,5607.95,12.021,406752,23.8084083333333,97.195925,0.8112736377,239.8826,-25.25,-57.66667,1,0,4873.046,4873.046,1,NA,0
"LBR","AIA",2003,3490.78271484375,3116.233,12.021,111369,25.7736833333333,209.500216666667,0.7192066845,125.5209,6.333333,-10.76667,0,0,5818.604,5818.604,0,NA,0
"BWA","AIA",2003,40524.64453125,1804.339,12.021,600372,22.7016166666667,28.2214208333333,0.8583404251,291.4366,-24.75,25.91667,1,0,10755.58,10755.58,1,NA,0
"CRI","AIA",2004,87929.984375,4187.038,12.339,51076,25.311075,254.900691666667,0.8563212066,85.00456,9.983334,-84.06667,0,0,2442.21,2442.21,1,NA,0
"NIC","AIA",2004,64819.80859375,5309.703,12.339,130670,25.3862166666667,204.896175,0.6719531678,135.9633,12.1,-86.3,0,0,2584.515,2584.515,1,NA,0
"FJI","AIA",2004,7091.40673828125,818.354,12.339,18333,24.2877666666667,212.536925,1.2423071145,50.92729,-18.13333,178.4167,0,0,13566.02,13566.02,1,NA,0
"BFA","AIA",2005,28984.529296875,13421.93,12.638,274200,29.1505166666667,65.680135,0.35535719558,196.9552,12.33333,-1.666667,1,0,6596.8,6596.8,1,NA,0
"TCD","AIA",2005,19966.599609375,10067.009,12.638,1284005,27.8834916666667,31.1387783333333,0.8584674503,426.2036,12.16667,14.98333,1,0,8351.872,8351.872,1,NA,0
"BRA","AIA",2005,5394142.5,186917.361,12.638,8511920,25.770675,151.178533333333,0.2708679528,1097.356,-23.53,-46.63,0,0,4977.742,4132.483,1,NA,0
"PAN","AIA",2005,73176.1953125,3330.465,12.638,75648,25.4087666666667,197.527375,1.356943166,103.4505,8.95,-79.5,0,0,2053.092,2053.092,1,NA,0
"BLZ","AIA",2006,2919.60278320312,290.747,12.903,22963,25.69,234.537525,1.2278567405,56.99649,17.21667,-88.8,0,0,2728.327,2728.327,1,NA,0
"ISR","AIA",2006,644843.5,6755.211,12.903,21621,20.181725,17.21219,0.8145782857,55.30593,32.08333,34.76667,0,0,9657.363,9657.363,1,NA,0
"ZWE","AIA",2006,10966.88671875,13124.267,12.903,390759,21.7427083333333,58.2270991666667,0.8282064878,235.1193,-17.83333,31.05,1,0,11045.85,11045.85,1,NA,0
"ALB","AIA",2007,71803.96875,3023.907,13.15,28748,12.3568391666667,83.6674983333333,0.8320204075,63.77311,41.33333,19.81667,0,0,8108.476,8108.476,1,NA,0
"AUT","AIA",2007,1217271.25,8311.783,13.15,83858,7.8318625,101.521116666667,1.0073325406,108.9196,48.21667,16.36667,1,0,7742.359,7742.359,1,NA,0
"THA","AIA",2007,2401463.25,66195.615,13.15,513115,26.3557833333333,136.150041666667,1.2987314113,269.427,13.73333,100.5,0,0,16046.65,16046.65,1,NA,0
"SEN","AIA",2007,75539.6796875,11873.557,13.15,196722,28.7342083333333,53.44842,0.5789354316,166.8247,14.63333,-17.45,0,0,4874.319,4874.319,1,NA,0
"AGO","AIA",2007,297778.78125,20997.687,13.15,1246700,21.6221083333333,83.8602258333333,1.0806006789,419.9666,-8.833333,13.25,0,0,8901.464,8901.464,1,NA,0
"ARE","AIA",2007,1689581.25,6044.067,13.15,83657,27.9444666666667,6.24137916666667,1.3679815287,108.789,24.46667,54.41667,0,0,11757.2,11757.2,1,NA,0
"MUS","AIA",2007,43920.99609375,1233.911,13.15,2045,24.0129166666667,141.242066666667,1.2087645125,17.00907,-20.16667,57.5,0,0,13816.65,13816.65,1,NA,0
"GIN","AIA",2007,16608.216796875,10096.727,13.15,245857,26.3051666666667,122.910514166667,0.7112104043,186.4984,9.516666,-15.71667,0,0,5192.66,5192.66,1,NA,0
"NAM","AIA",2007,32784.08984375,2079.915,13.15,825518,20.46085,22.567895,1.0629985491,341.741,-22.56667,17.1,0,0,9826.64,9826.64,1,NA,0
"GTM","AIA",2007,192681.015625,13700.286,13.15,108889,23.99855,204.010783333333,0.6789849736,124.1154,14.63333,-90.51667,0,0,2954.631,2954.631,1,NA,0
"CHL","AIA",2008,761539.3125,16661.942,13.36,756945,8.66347166666667,53.349375,0.8078977343,327.2397,-33.5,-70.66666,0,0,5812.355,5812.355,1,NA,0
"NGA","AIA",2008,1097859.125,150347.39,13.36,923768,27.0553583333333,105.3780925,0.4079683535,361.5058,9.18,7.17,0,0,7316.091,7620.932,1,NA,0
"ESP","AIA",2008,7402299,45997.806,13.36,505954,13.615925,54.150275,0.5575793411,267.5404,40.41667,-3.716667,0,0,6138.721,6138.721,1,NA,0
"GTM","AIA",2008,209983.75,14006.366,13.36,108889,23.9806583333333,223.058091666667,0.64125144,124.1154,14.63333,-90.51667,0,0,2954.631,2954.631,1,NA,0
"PER","AIA",2008,637044.5625,28641.98,13.36,1285216,19.4355833333333,140.138233333333,0.5843376739,426.4046,-12.1,-77.05,0,0,3707.215,3707.215,1,NA,0
"KWT","AIA",2008,375182.1875,2652.34,13.36,17818,26.3378666666667,4.23693083333333,0.9268298839,50.20689,29.33333,48,0,0,10941.74,10941.74,1,NA,0
"SUR","AIA",2008,26191.818359375,515.148,13.36,163820,25.7777416666667,225.277908333333,1.0916706366,152.236,5.866667,-55.23333,0,0,1616.524,1616.524,1,NA,0
"NIC","AIA",2008,77317.421875,5594.506,13.36,130670,25.2699083333333,251.08255,0.9679398473,135.9633,12.1,-86.3,0,0,2584.515,2584.515,1,NA,0
"ZAF","AIA",2009,1486557,50970.818,13.565,1219912,18.3586333333333,40.234825,0.554182616,415.4302,-33.93333,18.46667,0,0,10390.02,11008.9,1,NA,0
"MWI","AIA",2009,50490.0390625,14714.602,13.565,118484,22.493725,95.0786175,0.516830725,129.4684,-13.96667,33.81667,1,0,11209.52,11209.52,1,NA,0
"NGA","AIA",2009,1168140.75,154402.181,13.565,923768,27.8204583333333,92.9913075,0.3605871041,361.5058,6.45,3.466667,0,0,7316.091,7620.932,1,NA,0
"DEU","AIA",2009,12396126,80965.612,13.565,357325,9.66916333333333,61.8863083333333,0.7066504626,224.8358,52.533,13.417,0,0,7065.73,7509.339,1,NA,0
"GIN","AIA",2009,15748.048828125,10556.524,13.565,245857,26.1087666666667,131.849834166667,0.6981535343,186.4984,9.516666,-15.71667,0,0,5192.66,5192.66,1,NA,0
"DNK","AIA",2009,917293.1875,5526.447,13.565,43094,8.92536,59.7314416666667,0.8975503196,78.08043,55.66667,12.58333,0,0,7455.702,7455.702,1,NA,0
"SGP","AIA",2009,1102821,4965.518,13.565,646,28.10615,194.175091666667,3.609320798,9.559828,1.283333,103.85,0,0,17433.24,17433.24,1,NA,0
"ATG","AIA",2010,8303.1904296875,94.661,13.769,442,26.2714916666667,247.767891666667,1.0436408322,7.907605,17.13333,-61.83333,0,0,177.8854,177.8854,1,NA,0
"IRL","AIA",2010,846307.4375,4626.928,13.769,70285,8.53276583333333,85.202175,1.8959017082,99.71606,53.33333,-6.25,0,0,6217.235,6217.235,1,NA,0
"MDV","AIA",2010,9030.9970703125,364.511,13.769,298,28.21325,184.950608333333,1.4298250697,6.492948,4.166667,73.46667,0,0,14654.97,14654.97,1,NA,0
"COL","AIA",2010,1446479.625,45918.097,13.769,1141748,24.8533333333333,253.329141666667,0.3432010548,401.9008,4.633333,-75.06667,0,0,1997.527,1997.527,1,NA,0
"KHM","AIA",2010,67604.953125,14308.74,13.769,181035,27.8946916666667,133.141216666667,1.1360371823,160.035,11.58333,104.9167,0,0,16464.18,16464.18,1,NA,0
"GBR","AIA",2010,9973122,63306.843,13.769,244110,8.1027,87.9607166666667,0.5903396277,185.8346,51.5,-0.1666667,0,0,6574.204,6574.204,1,NA,0
"ALB","AIA",2011,104642.9609375,2926.659,13.951,28748,12.2030666666667,55.76009,0.8121855356,63.77311,41.33333,19.81667,0,0,8108.476,8108.476,1,NA,0
"ESP","AIA",2011,8074863.5,46909.138,13.951,505954,14.225245,43.596325,0.5808609285,267.5404,40.41667,-3.716667,0,0,6138.721,6138.721,1,NA,0
"PAK","AIA",2011,1399938.125,174184.265,13.951,882872,20.8126091666667,27.09047,0.3293990515,353.4131,33.66667,73.13333,0,0,12622.37,12622.37,1,NA,0
