ISO,Year,ck,lperP,ckperP,lperP_dummy1,lperP_dummy2,ckperP_dummy1,ckperP_dummy2,latitude,wto,pr,tas,kgatrstr,kgatemp
ABW,2002,18796.28906,0.001894837,0.197866088,0,0,1,1,12.5,0,43.9226475,28.31669167,NA,NA
ABW,2003,19876.47266,0.001855383,0.204880407,0,0,1,1,12.5,0,61.99766,28.28035833,NA,NA
ABW,2004,21405.63672,0.001822932,0.216783504,0,0,1,1,12.5,0,105.6088083,27.94685833,NA,NA
ABW,2005,23531.37695,0.001799442,0.235240845,0,0,1,1,12.5,0,102.615575,28.048025,NA,NA
ABW,2006,25757.81836,0.001785183,0.255457883,0,0,1,1,12.5,0,53.58900833,28.17738333,NA,NA
ABW,2007,27375.44727,0.00177834,0.270460267,0,0,1,1,12.5,0,69.2262375,28.30859167,NA,NA
ABW,2008,28639.58594,0.001776164,0.282603323,0,0,1,1,12.5,0,98.500525,27.944225,NA,NA
ABW,2009,29400.53906,0.001774868,0.289900401,0,0,1,1,12.5,0,47.81819167,28.30921667,NA,NA
ABW,2010,29913.77148,0.001771706,0.294435579,0,0,1,1,12.5,0,134.413215,28.41636667,NA,NA
ABW,2011,30528.54297,0.001765814,0.299487355,0,0,1,1,12.5,0,90.57891667,28.17314167,NA,NA
ABW,2012,30939.04883,NA,NA,NA,NA,NA,NA,12.5,0,50.25756667,28.50959167,NA,NA
ABW,2013,31553.53125,NA,NA,NA,NA,NA,NA,12.5,0,55.75743333,28.607525,NA,NA
ABW,2014,32336.22852,NA,NA,NA,NA,NA,NA,12.5,0,39.35215333,28.45525833,NA,NA
AFG,2002,NA,0.030383841,NA,0,1,NA,NA,33,0,24.31980083,14.25215417,0,0
AFG,2003,NA,0.029006501,NA,0,1,NA,NA,33,0,26.9824375,13.71479167,0,0
AFG,2004,NA,0.027781454,NA,0,1,NA,NA,33,0,23.36900167,14.59566167,0,0
AFG,2005,NA,0.026756614,NA,0,1,NA,NA,33,0,28.97298083,13.9710975,0,0
AFG,2006,NA,0.025923999,NA,0,1,NA,NA,33,0,26.44774583,14.61131417,0,0
AFG,2007,NA,0.025228824,NA,0,1,NA,NA,33,0,24.1806925,13.97006917,0,0
AFG,2008,NA,0.024609536,NA,0,1,NA,NA,33,0,19.46934583,14.12876667,0,0
AFG,2009,NA,0.023995774,NA,0,1,NA,NA,33,0,30.51663833,14.08818083,0,0
AFG,2010,NA,0.023347942,NA,0,1,NA,NA,33,0,23.13391583,14.48946833,0,0
AFG,2011,NA,0.022661537,NA,0,1,NA,NA,33,0,26.46844833,14.07119333,0,0
AFG,2012,NA,0.021961998,NA,0,1,NA,NA,33,0,32.35004667,13.309705,0,0
AFG,2013,NA,0.021277927,NA,0,1,NA,NA,33,0,27.1750075,14.18956917,0,0
AFG,2014,NA,0.020642159,NA,0,1,NA,NA,33,0,24.75773833,13.96633167,0,0
AGO,2002,188344.6719,0.077388177,0.011691386,1,1,0,1,12.5,1,87.31657667,22.01583333,0.8417096,0
AGO,2003,192070.5625,0.074691181,0.011507161,1,1,0,1,12.5,1,82.97817417,22.15574167,0.8417096,0
AGO,2004,201747.4844,0.072082334,0.011664738,1,1,0,1,12.5,1,88.26834167,21.959525,0.8417096,0
AGO,2005,217491.2969,0.069597724,0.012141573,1,1,0,1,12.5,1,80.55572917,22.44395,0.8417096,0
AGO,2006,255379.7969,0.067238477,0.013773441,1,1,0,1,12.5,1,92.63840917,21.63103333,0.8417096,0
AGO,2007,297778.7813,0.064986762,0.015522322,1,1,0,1,12.5,1,83.86022583,21.62210833,0.8417096,0
AGO,2008,354643.5625,0.062830573,0.017873152,1,1,0,1,12.5,1,87.52862667,21.62989167,0.8417096,0
AGO,2009,422951.0313,0.060755056,0.020611545,1,1,0,1,12.5,1,86.86581833,22.0453,0.8417096,0
AGO,2010,509115.875,0.058751305,0.023992318,1,1,0,1,12.5,1,79.2427325,22.11785833,0.8417096,0
AGO,2011,641505.9375,0.056817208,0.029236044,1,1,0,1,12.5,1,83.14135,21.54165,0.8417096,0
AGO,2012,683897.6875,0.054955489,0.030146733,1,1,0,1,12.5,1,83.70997083,21.51605,0.8417096,0
AGO,2013,734677.375,0.053168256,0.031331928,1,1,0,1,12.5,1,79.0114575,21.84751667,0.8417096,0
AGO,2014,796054.125,NA,NA,NA,NA,NA,NA,12.5,1,82.8063125,21.66965833,0.8417096,0
AIA,2002,1758.303711,NA,NA,NA,NA,NA,NA,18.25,0,147.4394,25.92704167,NA,NA
AIA,2003,1825.095947,NA,NA,NA,NA,NA,NA,18.25,0,162.9309083,25.75831667,NA,NA
AIA,2004,1974.980591,NA,NA,NA,NA,NA,NA,18.25,0,169.5225833,25.38123333,NA,NA
AIA,2005,2189.000732,NA,NA,NA,NA,NA,NA,18.25,0,190.6371583,25.76871667,NA,NA
AIA,2006,2471.682129,NA,NA,NA,NA,NA,NA,18.25,0,203.564325,25.5708,NA,NA
AIA,2007,2821.080811,NA,NA,NA,NA,NA,NA,18.25,0,140.5079833,25.72080833,NA,NA
AIA,2008,3158.324951,NA,NA,NA,NA,NA,NA,18.25,0,189.3267333,25.18124167,NA,NA
AIA,2009,3159.268799,NA,NA,NA,NA,NA,NA,18.25,0,119.2537417,25.61035833,NA,NA
AIA,2010,3126.500977,NA,NA,NA,NA,NA,NA,18.25,0,175.7081667,25.82913333,NA,NA
AIA,2011,3101.033447,NA,NA,NA,NA,NA,NA,18.25,0,168.9144917,25.31038333,NA,NA
AIA,2012,3108.843018,NA,NA,NA,NA,NA,NA,18.25,0,117.4726667,25.76456667,NA,NA
AIA,2013,3165.35498,NA,NA,NA,NA,NA,NA,18.25,0,139.772725,25.70624167,NA,NA
AIA,2014,3296.04126,NA,NA,NA,NA,NA,NA,18.25,0,163.62065,25.87496667,NA,NA
ALB,2002,37005.26172,0.008980633,0.012128856,0,0,0,1,41,1,81.79066667,12.44930667,0,1
ALB,2003,40502.71875,0.009014297,0.013324946,0,0,0,1,41,1,77.59108333,12.2213625,0,1
ALB,2004,44636.89844,0.009052049,0.014746547,0,0,0,1,41,1,87.80450833,11.860445,0,1
ALB,2005,49495.14844,0.009098495,0.016435451,0,0,0,1,41,1,77.52556667,11.34075917,0,1
ALB,2006,63361.08203,0.00915608,0.021172961,0,0,0,1,41,1,80.09016667,11.50280333,0,1
ALB,2007,71803.96875,0.009225536,0.024176282,0,0,0,1,41,1,83.66749833,12.35683917,0,1
ALB,2008,82640.50781,0.0092966,0.028039261,0,0,0,1,41,1,81.15615833,12.5040525,0,1
ALB,2009,96002.07031,0.009359461,0.032792979,0,0,0,1,41,1,103.1045333,12.40351417,0,1
ALB,2010,94202.33594,0.009406043,0.032338365,0,0,0,1,41,1,106.7238175,12.46712167,0,1
ALB,2011,104642.9609,0.009432728,0.036024401,0,0,0,1,41,1,55.76009,12.20306667,0,1
ALB,2012,89331.35938,0.009446683,0.030798724,0,0,0,1,41,1,82.12852,12.73313,0,1
ALB,2013,93572.09375,0.009456865,0.032295573,0,0,0,1,41,1,81.21732583,12.98095333,0,1
ALB,2014,112792.8281,0.009466311,0.03896832,0,0,0,1,41,1,106.4913417,12.65950917,0,1
ARB,2002,NA,0.04641886,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA
ARB,2003,NA,0.04543497,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA
ARB,2004,NA,0.044448822,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA
ARB,2005,NA,0.043455958,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA
ARB,2006,NA,0.042453598,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA
ARB,2007,NA,0.041451877,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA
ARB,2008,NA,0.040467601,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA
ARB,2009,NA,0.039516448,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA
ARB,2010,NA,0.038626901,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA
ARB,2011,NA,0.03775737,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA
ARB,2012,NA,0.03692296,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA
ARB,2013,NA,0.036121798,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA
ARB,2014,NA,0.035355261,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ARE,2002,1196319.125,0.024631268,0.35247436,0,1,1,1,24,1,2.599975833,27.6992,0,0
ARE,2003,1249174.5,0.023056993,0.344524019,0,1,1,1,24,1,3.331424167,27.86375833,0,0
ARE,2004,1327113.25,0.021026448,0.333785616,0,1,1,1,24,1,4.557909167,27.9092,0,0
ARE,2005,1435696.25,0.018652487,0.320326626,0,0,1,1,24,1,3.871051667,27.65444167,0,0
ARE,2006,1555897,0.016166288,0.300874159,0,0,1,1,24,1,5.6387875,27.62365,0,0
ARE,2007,1689581.25,0.013909918,0.28112365,0,0,1,1,24,1,6.241379167,27.94446667,0,0
ARE,2008,1793105.875,0.012115693,0.259865069,0,0,1,1,24,1,1.832055,27.45474167,0,0
ARE,2009,1876997.75,0.010849502,0.243594382,0,0,1,1,24,1,6.798106667,27.79085833,0,0
ARE,2010,1939145.125,0.010036673,0.232805819,0,0,1,1,24,1,3.1700075,28.5053,0,0
ARE,2011,2026025.5,0.009570997,0.231950771,0,0,1,1,24,1,2.155425,27.88046667,0,0
ARE,2012,2131685.5,0.00933813,0.238109522,0,0,1,1,24,1,2.980079167,27.89910833,0,0
ARE,2013,2271984.25,0.00924781,0.251326303,0,0,1,1,24,1,4.555573333,27.43650833,0,0
ARE,2014,2429822.5,0.009200828,0.267420793,0,0,1,1,24,1,7.730975833,27.72879167,0,0
ARG,2002,1330856.375,0.072228299,0.035124728,1,1,0,1,34,1,59.43604167,14.24526083,0.122578,0.2645865
ARG,2003,1326432.25,0.071436374,0.03462413,1,1,0,1,34,1,45.55464167,14.69549,0.122578,0.2645865
ARG,2004,1365802.875,0.070662958,0.03526584,1,1,0,1,34,1,44.153825,14.65750167,0.122578,0.2645865
ARG,2005,1437139.125,0.069910734,0.036712763,1,1,0,1,34,1,44.928975,14.35364583,0.122578,0.2645865
ARG,2006,1552985.125,0.069180396,0.03925769,1,1,0,1,34,1,45.01644167,14.817035,0.122578,0.2645865
ARG,2007,1646294.5,0.068468768,0.041188354,1,1,0,1,34,1,45.95048333,13.93362583,0.122578,0.2645865
ARG,2008,1719041.875,0.067770281,0.042569656,1,1,0,1,34,1,42.70070833,14.81834,0.122578,0.2645865
ARG,2009,1731396.5,0.06707797,0.042437602,1,1,0,1,34,1,41.0402,14.87595333,0.122578,0.2645865
ARG,2010,1773983.75,0.066387655,0.043033965,1,1,0,1,34,1,43.80496667,14.36844333,0.122578,0.2645865
ARG,2011,1863171.5,0.065697984,0.044727979,1,1,0,1,34,1,43.09385833,14.64487667,0.122578,0.2645865
ARG,2012,1942274.125,0.065011888,0.046140012,1,1,0,1,34,1,48.6649625,15.00546167,0.122578,0.2645865
ARG,2013,2041532.375,0.064334723,0.047992801,1,1,0,1,34,1,40.92724167,14.9185025,0.122578,0.2645865
ARG,2014,2148250.75,0.063673531,0.049982537,1,1,0,1,34,1,56.192025,14.85854417,0.122578,0.2645865
ARM,2002,26320.33008,0.009342853,0.008637407,0,0,0,1,40,0,52.395075,7.65718,0,0
ARM,2003,26785.81445,0.009376173,0.008821512,0,0,0,1,40,1,55.20886667,7.381585833,0,0
ARM,2004,28035.73242,0.009408516,0.009265003,0,0,0,1,40,1,47.90533333,8.163215833,0,0
ARM,2005,30258.92578,0.009443046,0.010036404,0,0,0,1,40,1,50.172025,7.8282,0,0
ARM,2006,33058.10156,0.009483169,0.011011435,0,0,0,1,40,1,44.80690833,8.002855,0,0
ARM,2007,35629.39844,0.009527739,0.011923696,0,0,0,1,40,1,55.28942833,7.57872,0,0
ARM,2008,37983.29297,0.009569655,0.012767369,0,0,0,1,40,1,39.36192583,7.879105833,0,0
ARM,2009,38228.57813,0.009598437,0.012888465,0,0,0,1,40,1,53.680775,7.854050833,0,0
ARM,2010,38477.97656,0.009606897,0.012983981,0,0,0,1,40,1,53.2526275,9.616990833,0,0
ARM,2011,38802.34375,0.00959237,0.013073636,0,0,0,1,40,1,52.11647417,7.235039167,0,0
ARM,2012,40334.02344,0.009559019,0.013542456,0,0,0,1,40,1,38.73740833,8.458978333,0,0
ARM,2013,42051.00781,0.009514764,0.014053579,0,0,0,1,40,1,41.63158333,7.865621667,0,0
ARM,2014,44003.41797,0.009470573,0.014637779,0,0,0,1,40,1,44.03880917,8.687546667,0,0
ATG,2002,1944.607056,0.005497938,0.024298476,0,0,0,1,17.05,1,210.39825,26.51365833,NA,NA
ATG,2003,2165.307617,0.005438544,0.026763913,0,0,0,1,17.05,1,223.6591583,26.29128333,NA,NA
ATG,2004,2500.771729,0.005384371,0.030602459,0,0,0,1,17.05,1,256.5405,25.847475,NA,NA
ATG,2005,2999.518799,0.005329135,0.036329181,0,0,0,1,17.05,1,267.6815833,26.25155833,NA,NA
ATG,2006,3756.67041,0.005271544,0.045007852,0,0,0,1,17.05,1,263.0623417,25.979275,NA,NA
ATG,2007,4593.897949,0.005213455,0.054432005,0,0,1,1,17.05,1,199.3525833,26.0633,NA,NA
ATG,2008,5610.104004,0.005155243,0.065730568,0,0,1,1,17.05,1,257.3843333,25.46969167,NA,NA
ATG,2009,6806.292969,0.005098494,0.078867821,0,0,1,1,17.05,1,180.55985,25.850625,NA,NA
ATG,2010,8303.19043,0.005043963,0.095184052,0,0,1,1,17.05,1,247.7678917,26.27149167,NA,NA
ATG,2011,10706.30859,0.004991379,0.121452815,0,0,1,1,17.05,1,246.5085,25.73491667,NA,NA
ATG,2012,10881.91211,0.00493999,0.122173956,0,0,1,1,17.05,1,188.3246667,25.97134167,NA,NA
ATG,2013,11248.87988,0.004889704,0.125008389,0,0,1,1,17.05,1,203.80695,25.977575,NA,NA
ATG,2014,11773.29688,0.004840484,0.129519218,0,0,1,1,17.05,1,220.55515,25.978825,NA,NA
AUS,2002,2309183.5,0.390928891,0.117507328,1,1,1,1,27,1,27.311115,22.09645833,0.0878626,0.1473202
AUS,2003,2439970.75,0.386134483,0.122639944,1,1,1,1,27,1,38.8508,22.09255833,0.0878626,0.1473202
AUS,2004,2630114.75,0.381683675,0.130673348,1,1,1,1,27,1,40.22291667,21.92700833,0.0878626,0.1473202
AUS,2005,2875683.75,0.37667935,0.141000831,1,1,1,1,27,1,32.722225,22.53520833,0.0878626,0.1473202
AUS,2006,3055752.75,0.371163258,0.147635883,1,1,1,1,27,1,38.1747575,21.88755833,0.0878626,0.1473202
AUS,2007,3167556,0.368851908,0.152084542,1,1,1,1,27,1,38.68557833,22.12039167,0.0878626,0.1473202
AUS,2008,3225914.5,0.361533611,0.151813457,1,1,1,1,27,1,38.33326417,21.792125,0.0878626,0.1473202
AUS,2009,3265227.25,0.354158503,0.150528877,1,1,1,1,27,1,38.28921667,22.23705,0.0878626,0.1473202
AUS,2010,3332889.5,0.348692228,0.151276658,1,1,1,1,27,1,54.88021667,21.57380833,0.0878626,0.1473202
AUS,2011,3461364.75,0.343880562,0.154940064,1,1,1,1,27,1,49.51563333,21.36326667,0.0878626,0.1473202
AUS,2012,3590807.75,0.338006606,0.15798872,1,1,1,1,27,1,39.13457167,21.63525,0.0878626,0.1473202
AUS,2013,3757906,0.332195099,0.162497944,1,1,1,1,27,1,35.71883,22.67603333,0.0878626,0.1473202
AUS,2014,3944975.5,0.327035304,0.167937501,1,1,1,1,27,1,37.06559167,22.45330833,0.0878626,0.1473202
AUT,2002,891932.4375,0.010217822,0.110360948,0,0,1,1,47.3333,1,109.3239583,7.668540833,0,0.8817299
AUT,2003,918041.375,0.010168169,0.113039473,0,0,1,1,47.3333,1,77.27154167,7.281051667,0,0.8817299
AUT,2004,969900.125,0.010105279,0.118686265,0,0,1,1,47.3333,1,95.000275,6.678428333,0,0.8817299
AUT,2005,1024403.25,0.010036669,0.124504684,0,0,1,1,47.3333,1,97.40150833,6.35407,0,0.8817299
AUT,2006,1127908.5,0.009987131,0.136407966,0,0,1,1,47.3333,1,90.2688,7.096734167,0,0.8817299
AUT,2007,1217271.25,0.009954569,0.146738974,0,0,1,1,47.3333,1,101.5211167,7.8318625,0,0.8817299
AUT,2008,1324056.75,0.009923456,0.159112827,0,0,1,1,47.3333,1,99.34076667,7.611369167,0,0.8817299
AUT,2009,1424927.375,0.009896656,0.170786553,0,0,1,1,47.3333,1,109.63885,7.373314167,0,0.8817299
AUT,2010,1478047.125,0.009871698,0.176727936,0,0,1,1,47.3333,1,101.087125,6.370309167,0,0.8817299
AUT,2011,1583957.125,0.009837644,0.188754112,0,0,1,1,47.3333,1,82.17216917,7.707866667,0,0.8817299
AUT,2012,1756985.5,0.009791232,0.208420804,0,0,1,1,47.3333,1,98.96335833,7.553608333,0,0.8817299
AUT,2013,1821958.75,0.009733147,0.214869463,0,0,1,1,47.3333,1,102.90975,7.2094975,0,0.8817299
AUT,2014,1891024.375,0.009670289,0.221574333,0,0,1,1,47.3333,1,112.1669333,8.283568333,0,0.8817299
AZE,2002,61547.84766,0.010109949,0.007531599,0,0,0,1,40.5,0,43.86986667,11.8311225,0,0
AZE,2003,67050.49219,0.01003777,0.008143026,0,0,0,1,40.5,0,44.26178333,11.40537833,0,0
AZE,2004,74320.67969,0.009952688,0.008947292,0,0,0,1,40.5,0,46.390575,11.93081917,0,0
AZE,2005,82358.35938,0.009850033,0.009814089,0,0,0,1,40.5,0,38.88036667,11.92527,0,0
AZE,2006,87832.95313,0.009739703,0.010352105,0,0,0,1,40.5,0,37.74266833,11.76800667,0,0
AZE,2007,91752.60938,0.009628961,0.010692157,0,0,0,1,40.5,0,37.5358975,11.89629917,0,0
AZE,2008,96872.96875,0.009428646,0.011054268,0,0,0,1,40.5,0,35.27384167,11.64363833,0,0
AZE,2009,101376.3672,0.009234353,0.011330459,0,0,0,1,40.5,0,38.59124167,11.74562833,0,0
AZE,2010,105433.1172,0.00912889,0.011644494,0,0,0,1,40.5,0,43.12439417,13.00678167,0,0
AZE,2011,110943.1172,0.00901093,0.012094421,0,0,0,1,40.5,0,38.5887575,11.19787917,0,0
AZE,2012,118975.9766,0.008891988,0.012798918,0,0,0,1,40.5,0,33.08232833,12.2751625,0,0
AZE,2013,128618.4141,0.008777822,0.013658398,0,0,0,1,40.5,0,31.480225,12.09518833,0,0
AZE,2014,138659.9844,0.008666443,0.014537907,0,0,0,1,40.5,0,30.76399,12.20338917,0,0
BDI,2002,8883.410156,0.003586633,0.001240714,0,0,0,0,3.5,1,102.8039708,21.29074167,0.9689716,0
BDI,2003,9311.358398,0.003469701,0.001258085,0,0,0,0,3.5,1,108.8346333,21.472775,0.9689716,0
BDI,2004,10047.00488,0.003351775,0.001311343,0,0,0,0,3.5,1,70.56452333,21.00071667,0.9689716,0
BDI,2005,10753.77051,0.003236616,0.001355367,0,0,0,0,3.5,1,90.36269667,21.61284167,0.9689716,0
BDI,2006,10537.5918,0.003124821,0.001282247,0,0,0,0,3.5,1,111.1770383,20.990975,0.9689716,0
BDI,2007,10187.39551,0.003016004,0.001196465,0,0,0,0,3.5,1,107.8856508,20.98883333,0.9689716,0
BDI,2008,9825.841797,0.002910972,0.001113814,0,0,0,0,3.5,1,99.9427225,21.02478333,0.9689716,0
BDI,2009,9610.915039,0.002810309,0.001051777,0,0,0,0,3.5,1,104.3354833,21.60329167,0.9689716,0
BDI,2010,9635.586914,0.002714267,0.001018441,0,0,0,0,3.5,1,108.0672392,21.41381667,0.9689716,0
BDI,2011,9825.213867,0.002623044,0.001003581,0,0,0,0,3.5,1,124.9363833,21.04795833,0.9689716,0
BDI,2012,10383.63477,0.002536404,0.001025588,0,0,0,0,3.5,1,84.21524333,20.92790833,0.9689716,0
BDI,2013,11261.65234,0.002453669,0.001076027,0,0,0,0,3.5,1,108.3990767,20.84035833,0.9689716,0
BDI,2014,12226.97754,0.002374072,0.001130363,0,0,0,0,3.5,1,104.1217892,21.046975,0.9689716,0
BEL,2002,992045.625,0.002930478,0.09600951,0,0,1,1,50.8333,1,83.9881,10.920665,0,1
BEL,2003,1039716.375,0.002918236,0.100202684,0,0,1,1,50.8333,1,57.44978333,10.8872825,0,1
BEL,2004,1122552,0.002905633,0.107718764,0,0,1,1,50.8333,1,72.44089167,10.42050417,0,1
BEL,2005,1229706.625,0.002889694,0.117353905,0,0,1,1,50.8333,1,67.76171667,10.68493083,0,1
BEL,2006,1388219.375,0.002870698,0.131610249,0,0,1,1,50.8333,1,71.8841,10.9223925,0,1
BEL,2007,1549213.25,0.002849695,0.1457987,0,0,1,1,50.8333,1,79.35555333,11.6718775,0,1
BEL,2008,1718227.125,0.002827271,0.160432442,0,0,1,1,50.8333,1,75.02073333,10.57297917,0,1
BEL,2009,1829988,0.002804614,0.169498373,0,0,1,1,50.8333,1,69.486675,10.6797025,0,1
BEL,2010,2017299.5,0.002772825,0.184729785,0,0,1,1,50.8333,1,74.479325,9.28421,0,1
BEL,2011,2096892.375,0.002740831,0.189802767,0,0,1,1,50.8333,1,64.96315,11.45100333,0,1
BEL,2012,2273459.75,0.002721004,0.204296324,0,0,1,1,50.8333,1,82.59190833,10.38041667,0,1
BEL,2013,2307018,0.002707726,0.206300255,0,0,1,1,50.8333,1,71.70941667,9.8437275,0,1
BEL,2014,2300616,0.0026975,0.204950875,0,0,1,1,50.8333,1,70.63376667,11.70211167,0,1
BEN,2002,32254.60938,0.015207538,0.004350064,0,0,0,1,9.5,1,87.34549167,27.91756667,0.4423535,0
BEN,2003,33978.52734,0.014709717,0.004432552,0,0,0,1,9.5,1,102.3311625,28.07649167,0.4423535,0
BEN,2004,36266.27734,0.014232349,0.004577459,0,0,0,1,9.5,1,87.86854667,27.93354167,0.4423535,0
BEN,2005,39104.32422,0.013780862,0.0047791,0,0,0,1,9.5,1,81.2243275,28.20576667,0.4423535,0
BEN,2006,41510.44922,0.013354308,0.004916135,0,0,0,0,9.5,1,82.65950833,28.160225,0.4423535,0
BEN,2007,43492.27344,0.012949552,0.004994727,0,0,0,0,9.5,1,95.05945667,27.9461,0.4423535,0
BEN,2008,45089.00781,0.012565853,0.005024671,0,0,0,0,9.5,1,103.1188408,27.781775,0.4423535,0
BEN,2009,46363.25781,0.012202166,0.005017135,0,0,0,0,9.5,1,90.279845,28.209725,0.4423535,0
BEN,2010,48335.77344,0.011857244,0.005082734,0,0,0,0,9.5,1,95.19947833,28.3591,0.4423535,0
BEN,2011,51228.72656,0.01153037,0.005238437,0,0,0,0,9.5,1,76.42301,28.03483333,0.4423535,0
BEN,2012,53067.82031,0.011220133,0.005280489,0,0,0,0,9.5,1,86.81155667,27.85815833,0.4423535,0
BEN,2013,57107.70703,0.010923994,0.005532496,0,0,0,0,9.5,1,79.79702917,28.0143,0.4423535,0
BEN,2014,61224.72656,0.010639259,0.005776745,0,0,0,0,9.5,1,87.6081075,28.16413333,0.4423535,0
BFA,2002,22988.45313,0.022260219,0.001870351,0,1,0,0,13,1,56.82824,28.9157,0.1176683,0
BFA,2003,24327.99805,0.02162573,0.001922919,0,1,0,0,13,1,76.2829675,28.794325,0.1176683,0
BFA,2004,26306.17773,0.021000858,0.002019197,0,1,0,0,13,1,61.165135,28.87514167,0.1176683,0
BFA,2005,28984.5293,0.020384551,0.002159491,0,1,0,0,13,1,65.680135,29.15051667,0.1176683,0
BFA,2006,32193.46875,0.019777081,0.002327094,0,1,0,0,13,1,65.15304583,28.67583333,0.1176683,0
BFA,2007,34955.90234,0.019181153,0.002450638,0,0,0,0,13,1,70.035965,28.87858333,0.1176683,0
BFA,2008,37584.11719,0.018600843,0.002555176,0,0,0,0,13,1,69.34993333,28.31731667,0.1176683,0
BFA,2009,40228.78125,0.018040525,0.002652589,0,0,0,0,13,1,70.79370083,29.002125,0.1176683,0
BFA,2010,43893.69922,0.017502485,0.002807927,0,0,0,0,13,1,69.10716083,29.21108333,0.1176683,0
BFA,2011,49121.36328,0.016986561,0.003049719,0,0,0,0,13,1,60.63352667,28.96448333,0.1176683,0
BFA,2012,54533.57422,0.016491054,0.003286974,0,0,0,0,13,1,73.35681333,28.62550833,0.1176683,0
BFA,2013,61209.62891,0.016014465,0.003582747,0,0,0,0,13,1,64.93516,28.79928333,0.1176683,0
BFA,2014,68305.05469,0.015555001,0.003883352,0,0,0,0,13,1,70.62613167,28.95029167,0.1176683,0
BGD,2002,396823.4375,0.000955527,0.002912926,0,0,0,0,24,1,193.1704925,25.41489167,1,0
BGD,2003,426216.0625,0.000939176,0.003075148,0,0,0,0,24,1,166.1199017,25.326,1,0
BGD,2004,469298.3438,0.000924215,0.003332049,0,0,0,0,24,1,167.99947,25.44483333,1,0
BGD,2005,524614.0625,0.000910726,0.003670427,0,0,0,0,24,1,148.9607017,25.55951667,1,0
BGD,2006,616495.625,0.000898721,0.004256413,0,0,0,0,24,1,162.07659,25.91455,1,0
BGD,2007,703310.3125,0.000887971,0.004797718,0,0,0,0,24,1,241.7033158,25.40659167,1,0
BGD,2008,795460.375,0.000878029,0.005365579,0,0,0,0,24,1,156.39506,25.40624167,1,0
BGD,2009,889821.25,0.000868345,0.005935868,0,0,0,0,24,1,164.0346617,26.122975,1,0
BGD,2010,1004904.125,0.000858546,0.006627922,0,0,0,1,24,1,175.8675442,26.07645,1,0
BGD,2011,1159817.375,0.000848535,0.007560462,0,0,0,1,24,1,203.5758958,25.381825,1,0
BGD,2012,1262198.5,0.000838414,0.008129716,0,0,0,1,24,1,174.80302,24.9388,1,0
BGD,2013,1385204.125,0.000828278,0.00881412,0,0,0,1,24,1,176.2307183,24.76155833,1,0
BGD,2014,1528128.375,0.00081828,0.009606187,0,0,0,0,24,1,156.066805,24.68978333,1,0
BGR,2002,91665.11719,0.013827342,0.011649678,0,0,0,1,43,1,56.9893,11.5722025,0,1
BGR,2003,83973.78125,0.013902883,0.010733453,0,0,0,1,43,1,53.09950833,10.80435083,0,1
BGR,2004,96489.49219,0.013977349,0.012400398,0,0,0,1,43,1,50.12543333,11.1470875,0,1
BGR,2005,119377.5859,0.014036357,0.01542366,0,0,0,1,43,1,68.43084167,10.67701583,0,1
BGR,2006,141213.7188,0.014109588,0.018341778,0,0,0,1,43,1,56.85839167,10.9490975,0,1
BGR,2007,165144.8438,0.014394319,0.021887004,0,0,0,1,43,1,59.7248375,11.96856,0,1
BGR,2008,197345.5625,0.014495711,0.026338866,0,0,0,1,43,1,40.04827333,11.93223167,0,1
BGR,2009,221199.7813,0.014582689,0.029713409,0,0,0,1,43,1,60.28859167,11.79572417,0,1
BGR,2010,268591.7813,0.014679,0.036317786,0,0,0,1,43,1,64.44125833,11.87757333,0,1
BGR,2011,280066.125,0.014773429,0.038112905,0,0,0,1,43,1,40.32506167,10.94305833,0,1
BGR,2012,297272.0625,0.014859248,0.040689381,0,0,0,1,43,1,50.8812,12.02955583,0,1
BGR,2013,295190.125,0.01494264,0.04063117,0,0,0,1,43,1,49.7456825,12.151845,0,1
BGR,2014,312399.375,0.015027814,0.043245024,0,0,0,1,43,1,80.88041667,12.03194333,0,1
BHR,2002,63115.83594,0.000978818,0.087012519,0,0,1,1,26,1,6.606566667,27.74450833,NA,NA
BHR,2003,77857.5625,0.000945384,0.102229614,0,0,1,1,26,1,6.309224167,27.811175,NA,NA
BHR,2004,99925.60938,0.000903478,0.123671992,0,0,1,1,26,1,6.973035833,27.70704167,NA,NA
BHR,2005,138223.5313,0.000853504,0.159424797,0,0,1,1,26,1,6.454965833,27.4531,NA,NA
BHR,2006,152087.5469,0.000786558,0.161656307,0,0,1,1,26,1,6.724413333,27.87201667,NA,NA
BHR,2007,167625.375,0.00073059,0.163287162,0,0,1,1,26,1,3.838804167,27.942975,NA,NA
