"ISO","Year","Pop","Land","openness_real","N","P","K","NperArea","PperArea","KperArea"
"IRN",2009,73370982,1628550,0.4542150439,765185,384177,33343,44.46,22.32,1.94
"IRN",2010,74253373,1628550,0.4573545036,368923,435141,85873,21.62,25.5,5.03
"IRN",2011,75184322,1628550,0.4220701976,242640,206308,33747,14.34,12.2,2
"IRN",2012,76156975,1628550,0.4309286522,1355728.38,360524.13,237425.85,80.85,21.5,14.16
"IRN",2013,77152445,1628550,0.4726232792,1352670.8,346541.95,230718.61,81.37,20.85,13.88
"IRN",2014,78143644,1628550,0.4306300372,1425214.38,349644.44,138424.12,86.5,21.22,8.4
"IRQ",2004,26320530,437370,1.2023397712,102714,6918,NA,21.9,1.48,NA
"IRQ",2005,27017712,437370,1.1574254031,153880,62507,NA,28.55,11.6,NA
"IRQ",2006,27716983,437370,0.8965051986,167020,55000,NA,33.47,11.02,NA
"IRQ",2007,28423538,437370,0.740928531,126420,59540,NA,24.6,11.58,NA
"IRQ",2008,29163327,437370,0.8105554327,164120,63640,NA,39.17,15.19,NA
"IRQ",2009,29970634,434320,0.7868737882,171846,46371,46371,44.64,12.04,12.04
"IRQ",2010,30868156,434320,0.7349747962,107980,24380,4800,25.59,5.78,1.14
"IRQ",2011,31810191,434320,0.7217132822,138340,24380,5400,30.54,5.38,1.19
"IRQ",2012,32780975,434320,0.7360868459,158685.16,51909.41,2808.61,34.73,11.36,0.61
"IRQ",2013,33781385,434320,0.6758097538,159794.13,67128.75,4037.86,30.52,12.82,0.77
"IRQ",2014,34812326,434320,0.6920132279,154964.37,15630.48,4301.57,29.41,2.97,0.82
"ISL",2002,287523,100250,0.7055392683,11085,4736,2981,85.93,36.71,23.11
"ISL",2003,289521,100250,0.6899419906,10344,3394,2114,80.19,26.31,16.39
"ISL",2004,292074,100250,0.7075383236,9889,5004,2899,76.66,38.79,22.47
"ISL",2005,296734,100250,0.728695611,9775,4429,3025,75.78,34.33,23.45
"ISL",2006,303782,100250,0.7943924452,12342,5418,3889,95.67,42,30.15
"ISL",2007,311566,100250,0.7589996019,13832,5982,4457,110.66,47.86,35.66
"ISL",2008,317414,100250,0.8520123441,15321,5459,4205,122.57,43.67,33.64
"ISL",2009,318499,100250,0.906037794,7535,4299,3523,60.77,34.67,28.41
"ISL",2010,318041,100250,0.9726704328,7590,5617,5083,61.71,45.67,41.33
"ISL",2011,319014,100250,1.0524325981,8670,6110,4670,70.95,50,38.22
"ISL",2012,320716,100250,1.0790925322,9429,7033,4928,77.8,58.03,40.66
"ISL",2013,323764,100250,1.033391707,8616,6822,5021,71.09,56.29,41.43
"ISL",2014,327589,100250,1.0099212773,10793,8886,4771,89.05,73.32,39.36
"ISR",2002,6570000,21640,0.6862368466,44700,11600,31600,103.23,26.79,72.98
"ISR",2003,6689700,21640,0.7008719213,50200,11900,32400,119.52,28.33,77.14
"ISR",2004,6809000,21640,0.781581887,52400,12700,34700,137.71,33.38,91.2
"ISR",2005,6930100,21640,0.8147741384,48800,11800,30400,128.25,31.01,79.89
"ISR",2006,7053700,21640,0.8111252164,47500,12200,32700,127.41,32.73,87.71
"ISR",2007,7180100,21640,0.8149113151,59400,11300,34800,155.86,29.65,91.31
"ISR",2008,7308800,21640,0.7728753715,45900,10100,28100,121.75,26.79,74.54
"ISR",2009,7485600,21640,0.637885623,36100,6200,18700,94.35,16.2,48.88
"ISR",2010,7623600,21640,0.678110187,30200,6200,24200,81.42,16.72,65.25
"ISR",2011,7765800,21640,0.7147356609,44800,5200,24400,118.83,13.79,64.72
"ISR",2012,7910500,21640,0.7244686547,45100,8700,28400,116.78,22.53,73.54
"ISR",2013,8059500,21640,0.6464225234,46900,7700,30000,123.32,20.25,78.89
"ISR",2014,8215300,21640,0.6292469236,46400,5900,27100,116.67,14.84,68.14
"ITA",2002,57059007,294110,0.4817815414,845003,316143,256941,77.57,29.02,23.59
"ITA",2003,57313203,294140,0.4624858136,846812,316121,251401,80.35,30,23.85
"ITA",2004,57685327,294140,0.4752220666,866469,317931,263135,82.29,30.2,24.99
"ITA",2005,57969484,294140,0.4939114235,800697,285251,250291,77.48,27.6,24.22
"ITA",2006,58143979,294140,0.5326769451,798807,270991,235987,80.52,27.31,23.79
"ITA",2007,58438310,294140,0.5518779218,812480,280368,271291,83.74,28.9,27.96
"ITA",2008,58826731,294140,0.5469178366,670261,199180,206344,66.75,19.84,20.55
"ITA",2009,59095365,294140,0.4558660078,514480,171478,152541,53.82,17.94,15.96
"ITA",2010,59277417,294140,0.523071339,498605,180254,185518,51.78,18.72,19.26
"ITA",2011,59379449,294140,0.5553569601,516543,199421,186683,55.9,21.58,20.2
"ITA",2012,59539717,294140,0.5613590866,591000,167000,114000,61.82,17.47,11.92
"ITA",2013,60233948,294140,0.5542255833,600600,171260,110895,66.09,18.85,12.2
"ITA",2014,61336387,294140,0.561129152,574016,168715,108792,62.93,18.5,11.93
"JAM",2002,2615253,10830,0.8184674,8209,4178,394,33.51,17.05,1.61
"JAM",2003,2624695,10830,0.8815050881,9752,4916,478,39.8,20.07,1.95
"JAM",2004,2634145,10830,0.8931813619,9829,6201,455,40.45,25.52,1.87
"JAM",2005,2643601,10830,0.9048789334,6417,4655,3756,26.96,19.56,15.78
"JAM",2006,2653042,10830,1.0074564982,4844,1827,1459,20.35,7.68,6.13
"JAM",2007,2662481,10830,1.0124444465,4471,23,33,19.03,0.1,0.14
"JAM",2008,2671934,10830,1.1357779917,4403,103,11,20.01,0.47,0.05
"JAM",2009,2681386,10830,0.8689499398,4505,2245,233,20.48,10.2,1.06
"JAM",2010,2690824,10830,0.8093401193,4826,2300,389,22.45,10.7,1.81
"JAM",2011,2699838,10830,0.8391813621,4729,3509,303,22,16.32,1.41
"JAM",2012,2707805,10830,0.8215523469,6362,3722,401,29.59,17.31,1.87
"JAM",2013,2714734,10830,0.8340091308,4765,3029,421,22.16,14.09,1.96
"JAM",2014,2721252,10830,0.8457129691,4745,2914,204,22.07,13.55,0.95
"JOR",2002,5038000,88240,1.1419018622,88819,199170,22150,313.85,NA,78.27
"JOR",2003,5164000,88240,1.1586156947,56317,105840,0,214.13,402.43,0
"JOR",2004,5290000,88240,1.3481968214,21529,38841,39225,72.98,131.66,132.97
"JOR",2005,5411000,88240,1.469127807,21884,42969,80190,80.75,158.56,295.9
"JOR",2006,5536000,88240,1.4174780274,11650,5660,114450,42.21,20.51,414.67
"JOR",2007,5661000,88240,1.4599277449,36936,16481,87975,166.9,74.47,397.54
"JOR",2008,5786000,88240,1.4401723446,22219,0,28229,96.39,0,122.47
"JOR",2009,5915000,88780,1.149594306,5149,0,74139,18.19,0,261.98
"JOR",2010,6046000,88780,1.1725816679,15799,7049,10491,60.7,27.08,40.3
"JOR",2011,6181000,88780,1.2151390269,32808,42228,140529,125.89,162.04,NA
"JOR",2012,6318000,88780,1.2051143679,0,73920.18,215091.98,0,244.04,NA
"JOR",2013,6460000,88780,1.1443537043,0,103102.45,122440.58,0,327.72,389.19
"JOR",2014,6607000,88780,1.1249309291,0,39015.38,0,0,121.16,0
"JPN",2002,127445000,364500,0.21163925657,531031,635617,307285,111.49,133.45,64.52
"JPN",2003,127718000,364500,0.2209029561,543757,605667,324322,114.81,127.89,68.48
"JPN",2004,127761000,364500,0.2446337319,561300,632658,354823,119.07,134.21,75.27
"JPN",2005,127773000,364500,0.2721757957,553543,611129,352474,117.98,130.25,75.12
"JPN",2006,127854000,364500,0.3108646956,528306,569367,347797,113.1,121.89,74.46
"JPN",2007,128001000,364500,0.3380276474,514482,593047,408625,110.64,127.54,87.88
"JPN",2008,128063000,364500,0.3522831679,468524,448482,281603,101.24,96.91,60.85
"JPN",2009,128047000,364500,0.2502483876,434730,375278,215949,94.32,81.42,46.85
"JPN",2010,128070000,364550,0.2914723196,449471,424312,238828,97.86,92.38,52
"JPN",2011,127817277,364555,0.311619424,439801,424474,258258,96.43,93.07,56.62
"JPN",2012,127561489,364560,0.3134463064,372500,353400,323500,81.89,77.69,71.11
"JPN",2013,127338621,364560,0.3514246201,367000,350000,319800,80.89,77.14,70.49
"KAZ",2002,14858948,2699700,0.9403168565,12800,10700,200,0.45,0.38,0.01
"KAZ",2003,14909018,2699700,0.9146333242,19600,14100,40,0.69,0.5,0
"KAZ",2004,15012985,2699700,0.9640919971,24800,13900,3400,0.87,0.49,0.12
"KAZ",2005,15147029,2699700,0.9776250302,20500,16900,3400,0.71,0.59,0.12
"KAZ",2006,15308084,2699700,0.914535268,27800,13400,200,0.97,0.47,0.01
"KAZ",2007,15484192,2699700,0.921616331,37500,20500,900,1.3,0.71,0.03
"KAZ",2008,15674000,2699700,0.9429480465,16300,14400,200,0.57,0.5,0.01
"KAZ",2009,16092701,2699700,0.7576606747,29500,26100,800,1.03,0.91,0.03
"KAZ",2010,16321581,2699700,0.741382659,40701,14786,3201,1.41,0.51,0.11
"KAZ",2011,16556600,2699700,0.7489754075,47523,35530,4359,1.62,1.21,0.15
"KAZ",2012,16791425,2699700,0.7555002794,105264,20784,3609,3.57,0.71,0.12
"KAZ",2013,17035275,2699700,0.6623488608,55742,25626,3541,1.89,0.87,0.12
"KAZ",2014,17289111,2699700,0.6500411188,80654,32355,3478,2.73,1.1,0.12
"KEN",2002,32691980,569140,0.5517267226,62724,75461,866,11.37,13.68,0.16
"KEN",2003,33551079,569140,0.541322659,68061,90378,11877,12.21,16.21,2.13
"KEN",2004,34437460,569140,0.5947700335,64724,70165,10657,11.37,12.33,1.87
"KEN",2005,35349040,569140,0.6447886616,72514,93143,15038,12.72,16.34,2.64
"KEN",2006,36286015,569140,0.5523648512,77667,85245,13140,13.5,14.81,2.28
"KEN",2007,37250540,569140,0.538947888,79441,99143,14311,13.77,17.18,2.48
"KEN",2008,38244442,569140,0.5757859864,73071,97673,5680,12.63,16.88,0.98
"KEN",2009,39269988,569140,0.5086364157,67372,93168,14674,11.26,15.57,2.45
"KEN",2010,40328313,569140,0.5422744636,70788,75853,20268,11.76,12.6,3.37
"KEN",2011,41419954,569140,0.6044867332,111969,107805,33002,17.69,17.03,5.21
"KEN",2012,42542978,569140,0.5522209844,91571.29,91697.66,19648.03,14.24,14.26,3.06
"KEN",2013,43692881,569140,0.5127664428,128865.67,76952.33,19025.96,20.36,12.16,3.01
"KEN",2014,44863583,569140,0.5027700464,228927.54,12047.53,7528.22,36.17,1.9,1.19
"KGZ",2002,4990700,191800,0.8292085665,9232,205,46,6.54,0.15,0.03
"KGZ",2003,5043300,191800,0.8393257766,31383,1810,18,22.24,1.28,0.01
"KGZ",2004,5104700,191800,0.9381570133,27232,1684,8,19.37,1.2,0.01
"KGZ",2005,5162600,191800,0.9508400463,29589,2034,0,21.82,1.5,0
"KGZ",2006,5218400,191800,1.2074998176,26842,1652,NA,19.8,1.22,NA
"KGZ",2007,5268400,191800,1.3705838784,26141,2601,NA,19.32,1.92,NA
"KGZ",2008,5318700,191800,1.4610608223,22530,1747,NA,16.65,1.29,NA
"KGZ",2009,5383300,191800,1.3337915317,25887,1266,1006,19.16,0.94,0.74
"KGZ",2010,5447900,191800,1.332328505,25714,3204,0,19.04,2.37,0
"KGZ",2011,5514600,191800,1.3617984042,22447,1964,46,16.62,1.45,0.03
"KGZ",2012,5607200,191800,1.3967593784,26908,4093,41,19.91,3.03,0.03
"KGZ",2013,5719600,191800,1.3402678565,29124,5923,28,21.51,4.37,0.02
"KGZ",2014,5834200,191800,1.2502182985,35748,4967,265,26.37,3.66,0.2
"KHM",2002,12681984,176520,1.196929457,7763,12829,963,2.02,3.33,0.25
"KHM",2003,12901217,176520,1.2308081251,5209,8166,899,1.35,2.12,0.23
"KHM",2004,13112334,176520,1.3451141716,7467,11672,715,1.94,3.03,0.19
"KHM",2005,13320058,176520,1.3683193006,11053,17380,1556,2.87,4.51,0.4
"KHM",2006,13525360,176520,1.446144535,10657,18190,763,2.76,4.72,0.2
"KHM",2007,13728700,176520,1.3826814687,8590,23882,792,2.23,6.2,0.21
"KHM",2008,13933660,176520,1.3332025938,12447,14874,952,3.23,3.86,0.25
"KHM",2009,14144337,176520,1.0513847537,16905,19502,947,4.39,5.06,0.25
"KHM",2010,14363586,176520,1.1360371823,21022,23998,1028,5.32,6.07,0.26
"KHM",2011,14593099,176520,1.1358184352,33388,26782,1710,8.44,6.77,0.43
"KHM",2012,14832255,176520,1.2073539971,57218.23,29569.39,4748.72,14.47,7.48,1.2
"KHM",2013,15078564,176520,1.2818085134,52235.61,17477.7,2807.51,13.21,4.42,0.71
"KHM",2014,15328136,176520,1.2903122299,64664.41,12011.12,4128.26,16.35,3.04,1.04
"KNA",2003,47681,260,0.9093496828,199,195,195,28.03,27.46,27.46
"KNA",2004,48424,260,0.8691985189,27,14,14,3.84,1.99,1.99
"KNA",2005,49139,260,0.9330173454,27,14,14,6.75,3.5,3.5
"KNA",2006,49818,260,0.8747430019,42,24,24,10.47,5.99,5.99
"KNA",2007,50465,260,0.8468050965,22,14,14,5.38,3.42,3.42
"KNA",2008,51093,260,0.9153075156,34,24,24,8.29,5.85,5.85
"KNA",2009,51717,260,0.7673413977,23,14,14,5.48,3.33,3.33
"KNA",2010,52352,260,0.8369142993,23,14,14,5,3.04,3.04
"KNA",2011,52998,260,0.854034454,24,14,14,4.71,2.75,2.75
"KNA",2012,53650,260,0.8420422206,24,14,14,4.71,2.75,2.75
"KNA",2013,54301,260,0.8755212196,16,14,14,3.14,2.75,2.75
"KNA",2014,54944,260,0.8578380533,1.55,0.19,0.19,0.2,0,0
"KOR",2002,47622179,96790,0.6015373411,363412,146349,180140,195.07,78.56,96.69
"KOR",2003,47859311,96800,0.6339301239,335863,219414,222446,181.94,118.86,120.5
"KOR",2004,48039415,96820,0.7276108631,385933,238162,244429,210.2,129.72,133.13
"KOR",2005,48138077,96850,0.7118429246,417303,317317,322417,228.78,173.97,176.76
"KOR",2006,48371946,96880,0.7355135,304404,225003,231280,169.11,125,128.49
"KOR",2007,48597652,96920,0.7724301702,347381,230208,238537,194.94,129.19,133.86
"KOR",2008,48948698,97030,0.9993354412,286512,200680,203055,162.88,114.09,115.44
"KOR",2009,49182038,97100,0.9041263765,225751,141260,142873,129.97,81.32,82.25
"KOR",2010,49410366,97230,0.9565409371,213321,146486,146626,124.39,85.41,85.5
"KOR",2011,49779440,97230,1.1000005252,220061,138636,139648,129.6,81.65,82.24
"KOR",2012,50004441,97350,1.0988622073,302709.44,213446,216041.4,174.98,123.38,124.88
"KOR",2013,50219669,97466,1.0277075291,238257.8,150793.05,151329.15,139.25,88.13,88.44
"KOR",2014,50423955,97466,0.9594674489,238257.8,150793.05,151329.15,140.9,89.17,89.49
"KWT",2002,2042215,17820,0.8122519327,21160,NA,0,NA,NA,0
"KWT",2003,2095993,17820,0.8655638887,0,NA,0,0,NA,0
"KWT",2004,2166344,17820,0.8929611235,0,NA,NA,0,NA,NA
"KWT",2005,2263604,17820,0.9224346204,47840,NA,NA,NA,NA,NA
"KWT",2006,2389498,17820,0.8971157109,23000,NA,NA,NA,NA,NA
"KWT",2007,2538591,17820,0.9173137718,0,NA,NA,0,NA,NA
"KWT",2008,2705290,17820,0.9268298839,14260,NA,NA,NA,NA,NA
"KWT",2009,2881243,17820,0.8886409869,0,NA,600,0,NA,38.71
"KWT",2010,3059473,17820,0.9702803281,6440,NA,2400,402.5,NA,150
"KWT",2011,3239181,17820,0.9911647644,5620,491,4093,340.61,29.76,248.06
"KWT",2012,3419581,17820,1.0101144858,4745.67,377.62,1638.64,296.56,23.56,102.38
"KWT",2013,3593689,17820,0.9760650467,0,741.09,1994.78,0,42.1,113.3
"KWT",2014,3753121,17820,0.9914504951,0,783.2,3299.73,0,48.63,204.91
"LBN",2002,3522842,10230,0.5104253255,19678,18760,8102,72.61,69.23,29.9
"LBN",2003,3701464,10230,0.5409083402,16791,0,1212,60.62,0,4.38
"LBN",2004,3863271,10230,0.9452674898,17487,0,1911,62.84,0,6.87
"LBN",2005,3986865,10230,0.9636969867,8724,34484,1252,30.83,121.85,4.42
"LBN",2006,4057041,10230,0.9465274819,7990,32010,510,28.64,114.73,1.83
"LBN",2007,4085426,10230,1.0128744939,13184,20924,8850,47.58,75.51,31.94
"LBN",2008,4109389,10230,1.0951427717,14702,0,12308,55.9,0,46.8
"LBN",2009,4181742,10230,0.9274913635,17513,1863,9442,66.59,7.08,35.9
"LBN",2010,4337156,10230,0.9811692844,20843,0,12985,86.85,0,54.1
"LBN",2011,4388637,10230,1.0040384647,16900,25672,8565,67.33,102.28,34.12
"LBN",2012,4440728,10230,1.2010780225,18672.77,38280.49,5361.71,72.37,148.37,20.78
"LBN",2013,4493438,10230,1.2110238163,19988.4,39428.81,7628.83,77.47,152.82,29.57
"LBN",2014,4546774,10230,1.1014074708,19133.92,39376.05,7648.84,74.16,152.62,29.64
"LBY",2002,5518341,1759540,0.7885975704,76120,39200,5000,35.4,18.23,2.33
"LBY",2003,5609166,1759540,0.9061273052,32363,21599,6060,15.05,10.05,2.82
"LBY",2004,5703224,1759540,0.9612933208,47060,36800,6539,22.57,17.65,3.14
"LBY",2005,5801543,1759540,0.9086088968,75580,36800,5094,36.25,17.65,2.44
"LBY",2006,5907149,1759540,1.0185933128,36940,36800,300,17.72,17.65,0.14
"LBY",2007,6017794,1759540,1.0222415128,68680,36800,1200,32.94,17.65,0.58
"LBY",2008,6123022,1759540,1.0148933177,42840,3680,1200,20.55,1.76,0.58
"LBY",2009,6208680,1759540,1.0205807154,36627,21620,673,17.57,10.37,0.32
"LBY",2010,6265697,1759540,1.0770245874,0,30820,1200,0,15.03,0.59
"LBY",2011,6288652,1759540,0.996209892,42321,23929,NA,20.63,11.67,NA
"LBY",2012,6283403,1759540,1.1432455971,13557.5,9612.22,815,6.6,4.68,0.4
"LBY",2013,6265987,1759540,1.3525845718,0,30282.86,795,0,14.74,0.39
"LBY",2014,6258984,1759540,1.4388538682,0,20856.38,1060.95,0,10.17,0.52
"LCA",2008,172729,610,1.1354929537,15,2,1,1.58,0.21,0.11
"LCA",2009,175196,610,1.0043076364,92,86,86,9.2,8.6,8.6
"LCA",2010,177397,610,1.1174839897,252,53,53,25.2,5.3,5.3
"LCA",2011,179278,610,1.0767744364,155,53,44,15.5,5.3,4.4
"LCA",2012,180890,610,1.0337277723,316.45,233.11,235.97,31.6,23.3,23.5
"LCA",2013,182305,610,1.0071690119,205.25,71.75,60.31,20.5,7.1,6
"LCA",2014,183645,610,0.9495996446,437.16,170.28,164.77,43.7,17,16.4
"LKA",2002,18921000,62710,0.7633513179,188317,35165,61589,98.29,18.35,32.14
"LKA",2003,19173000,62710,0.7533624733,150656,37458,58111,78.06,19.41,30.11
"LKA",2004,19435000,62710,0.794829449,163234,34238,60837,87.29,18.31,32.53
"LKA",2005,19644000,62710,0.7360397296,181556,36890,62375,87.71,17.82,30.13
"LKA",2006,19858000,62710,0.7126117848,175249,50912,79720,87.62,25.46,39.86
"LKA",2007,20039000,62710,0.6860651166,161607,49293,77625,82.88,25.28,39.81
"LKA",2008,20246000,62710,0.6336904361,209393,69049,95612,97.17,32.04,44.37
"LKA",2009,20450000,62710,0.4914914153,181732,52519,75263,87.79,25.37,36.36
"LKA",2010,20653000,62710,0.4636386145,166096,50679,58082,76.19,23.25,26.64
"LTU",2002,3443067,62680,1.0035988159,13653,67412,99479,8.12,40.08,59.14
"LTU",2003,3415213,62680,0.981259502,38736,67336,118689,24.7,42.94,75.69
"LTU",2004,3377075,62680,1.0181498853,50448,94148,136270,30.59,57.09,82.63
"LTU",2005,3322528,62680,1.150161245,0,121068,64938,0,62.2,33.36
"LTU",2006,3269909,62680,1.215943377,31249,81843,78861,16.32,42.75,41.19
"LTU",2007,3231294,62680,1.1391306473,0,90686,74638,0,48.61,40.01
"LTU",2008,3198231,62675,1.2584941707,27094,77275,56988,14.34,40.91,30.17
"LTU",2009,3162916,62675,1.0555858206,50017,31158,9713,24.03,14.97,4.67
"LTU",2010,3097282,62675,1.3256178205,107016,70639,42605,49.59,32.73,19.74
"LTU",2011,3028115,62674,1.5260089189,52682,70446,46554,23.77,31.78,21
"LTU",2012,2987773,62674,1.6245302969,153000,39000,50000,66.75,17.01,21.81
"LTU",2013,2957689,62675,1.6686145859,157226,41604,52291,67.68,17.91,22.51
"LTU",2014,2929323,62675,1.6051286083,163200,44475,54965,68.45,18.65,23.05
"LUX",2002,446175,2590,2.599502578,26053,4865,5113,413.54,77.22,81.16
"LUX",2003,451630,2590,2.564235836,12905,1794,1884,204.84,28.48,29.9
"LUX",2004,458095,2590,2.81625061,16355,2062,2267,259.6,32.73,35.98
"LUX",2005,465158,2590,2.975616728,14230,2171,2388,229.52,35.02,38.52
"LUX",2006,472637,2590,3.209226173,14034,1708,1876,226.35,27.55,30.26
"LUX",2007,479993,2590,3.362513293,13312,1696,1853,211.3,26.92,29.41
"LUX",2008,488650,2590,3.483929834,13329,1083,1120,208.27,16.92,17.5
"LUX",2009,497783,2590,3.030252398,13384,990,734,211.34,15.63,11.59
"LUX",2010,506953,2590,3.261383158,13766,1180,1049,216.96,18.6,16.53
"LUX",2011,518347,2590,3.404472031,14446,1182,1182,227.03,18.58,18.58
"LUX",2012,530946,2590,3.481221643,13675,1183,1315,213.24,18.45,20.51
"LUX",2013,543360,2590,3.574752209,13366,1179,917,208.91,18.43,14.33
"LUX",2014,556074,2590,3.74147758,12714,1180,1180,198.16,18.39,18.39
"LVA",2002,2310173,62196,0.8337353235,36047,4546,8636,36.6,4.62,8.77
"LVA",2003,2287955,62196,0.8487883389,24159,11183,12024,24.93,11.54,12.41
"LVA",2004,2263122,62196,0.9380343811,39300,16619,8787,38.49,16.28,8.61
"LVA",2005,2238799,62196,1.0094824957,40900,14700,18700,37.01,13.3,16.92
"LVA",2006,2218357,62196,1.0078824137,42700,14500,18300,35.06,11.9,15.02
"LVA",2007,2200325,62196,0.960915921,47748,15983,16726,39.86,13.34,13.96
"LVA",2008,2177322,62196,0.9214096073,50228,13955,14145,42.67,11.86,12.02
"LVA",2009,2141669,62180,0.8691025456,53508,11122,11154,45.58,9.47,9.5
"LVA",2010,2097555,62240,1.0888872831,58643,16150,16288,49.7,13.69,13.8
"LVA",2011,2059709,62200,1.2095905318,61875,16898,17610,53.11,14.5,15.12
"LVA",2012,2034319,62180,1.2750330621,65204,19807,22853,55.07,16.73,19.3
"LVA",2013,2012647,62190,1.2393907364,69696,24438,27459,57.41,20.13,22.62
"LVA",2014,1990351,62190,1.212567154,72935,23370,25954,60.03,19.23,21.36
"MAR",2002,29535591,446300,0.6241193823,248163,233163,69461,26.73,25.12,7.48
"MAR",2003,29812685,446300,0.6015793853,207532,219476,73835,21.01,22.22,7.48
"MAR",2004,30093109,446300,0.6369454373,231504,109074,61364,25.61,12.06,6.79
"MAR",2005,30385479,446300,0.7022905971,337370,114410,66300,37.53,12.73,7.38
"MAR",2006,30691434,446300,0.73880217,321350,101700,62150,35.92,11.37,6.95
"MAR",2007,31011322,446300,0.7848717434,304810,112850,56800,34.02,12.59,6.34
"MAR",2008,31350544,446300,0.856728209,275060,97002,61350,30.63,10.8,6.83
"MAR",2009,31714958,446300,0.6791510295,195952,109625,24572,21.77,12.18,2.73
"MAR",2010,32107739,446300,0.7524763454,220293,200498,21101,24.51,22.31,2.35
"MAR",2011,32531964,446300,0.8342680017,221434,208427,31500,24.32,22.89,3.46
"MAR",2012,32984190,446300,0.851249173,185385,249258,23977,19.72,26.51,2.55
"MAR",2013,33452686,446300,0.7971489939,238977,233970,43927,24.92,24.39,4.58
"MAR",2014,33921203,446300,0.8088409105,233016,226951,82376,24.29,23.66,8.59
"MDA",2002,3623062,32880,1.3067434499,14700,200,100,6.86,0.09,0.05
"MDA",2003,3612874,32870,1.4072784169,13300,400,200,6.21,0.19,0.09
"MDA",2004,3603945,32880,1.3270719105,14200,800,300,6.64,0.37,0.14
"MDA",2005,3595187,32890,1.4281605596,14800,1300,400,6.93,0.61,0.19
"MDA",2006,3585209,32890,1.3715363911,12811,1870,717,6.03,0.88,0.34
"MDA",2007,3576910,32890,1.445933077,17147,1987,949,8.07,0.94,0.45
"MDA",2008,3570108,32890,1.3442257338,19924,1700,1053,9.38,0.8,0.5
"MDA",2009,3565604,32890,1.1036332685,14578,1641,796,6.88,0.77,0.38
"MDA",2010,3562045,32850,1.1777043023,16355,2379,1317,7.74,1.13,0.62
"MDA",2011,3559986,32850,1.3080041952,19208,2942,1479,9.1,1.39,0.7
"MDA",2012,3559519,32860,1.2742475715,26900,5600,2200,12.75,2.66,1.04
"MDA",2013,3558566,32880,1.2393990648,34000,8300,2500,16.11,3.93,1.18
"MDA",2014,3556400,32880,1.1965372903,52000,17200,3200,24.66,8.16,1.52
"MDG",2002,16736029,581540,0.3858222494,2645,1752,1781,0.75,0.49,0.5
"MDG",2003,17245275,581540,0.5515923812,4095,910,1332,1.15,0.26,0.38
"MDG",2004,17763367,581540,0.8012032439,2716,1870,1913,0.77,0.53,0.54
"MDG",2005,18290394,581540,0.7376518213,7257,4555,4540,2.02,1.27,1.26
"MDG",2006,18826129,581540,0.754970994,3744,1995,1660,1.04,0.55,0.46
"MDG",2007,19371031,581540,0.8239079788,4413,2548,2614,1.23,0.71,0.73
"MDG",2008,19926798,581540,0.8344980417,7627,2687,2943,2.01,0.71,0.77
"MDG",2009,20495706,581540,0.7399667599,4439,1756,1738,1.08,0.43,0.42
"MDG",2010,21079532,581540,0.6802269417,4482,1589,2386,1.09,0.39,0.58
"MDG",2011,21678867,581795,0.6907646335,5755,2440,2863,1.4,0.59,0.7
"MDG",2012,22293720,581795,0.7297672293,5999.21,2260.43,2015.75,1.46,0.55,0.49
"MDG",2013,22924557,581800,0.731540344,5897.61,2226.71,1911.6,1.43,0.54,0.46
"MDG",2014,23571713,581800,0.7465748738,11630.11,3994.18,3892.79,2.82,0.97,0.94
"MDV",2002,297000,300,1.0442521787,9,5,4,0.82,0.45,0.36
"MDV",2003,304000,300,1.0719128994,12,6,6,1.09,0.55,0.55
"MDV",2004,312000,300,1.173525541,20,7,4,2,0.7,0.4
"MDV",2005,321000,300,1.2082863179,34,25,30,4.25,3.13,3.75
"MDV",2006,333000,300,1.236587826,119,118,116,17,16.86,16.57
"MDV",2007,349000,300,1.9752750396,256,6,NA,36.57,0.86,NA
"MDV",2008,362000,300,1.9144146822,64,3,NA,9.14,0.43,NA
"MDV",2009,360000,300,1.4788835126,141,125,128,20.14,17.86,18.29
"MDV",2010,367000,300,1.5939048148,127,120,121,18.41,17.39,17.54
"MDV",2011,377000,300,2.0475993426,70,42,31,10.14,6.09,4.49
"MDV",2012,385000,300,1.8450451428,302.85,110.59,112.28,43.77,15.94,16.23
"MDV",2013,393000,300,1.9082951129,190.84,249.8,248.45,27.54,36.09,35.94
"MDV",2014,401000,300,1.9757660645,203.12,290.55,266.39,29.42,42.03,38.55
"MEX",2002,105578297,1943950,0.4837108359,886067,423631,203299,34.47,16.48,7.91
"MEX",2003,106888418,1943950,0.5123527043,912583,483711,182609,35.41,18.77,7.09
"MEX",2004,108257822,1943950,0.5422641286,942528,516802,240216,36.48,20,9.3
"MEX",2005,109747906,1943950,0.5457644624,1219457,438194,187145,47.08,16.92,7.22
"MEX",2006,111382857,1943950,0.5645509563,1057564,360944,194306,40.73,13.9,7.48
"MEX",2007,113139374,1943950,0.5708372971,1141863,376002,247020,43.67,14.38,9.45
"MEX",2008,114972821,1943950,0.5807108617,939477,105818,199322,35.43,3.99,7.52
"MEX",2009,116815612,1943950,0.5613388203,1038669,125058,76654,39.17,4.72,2.89
"MEX",2010,118617542,1943950,0.6101637647,1074653,470010,219717,41.08,17.97,8.4
"MEX",2011,120365271,1943950,0.6387607443,1100656,389940,183936,42.9,15.2,7.17
