"Country_iso","Year","Temperature"
"SLB",1901,25.5679416666667
"SLE",1901,26.5773583333333
"SLV",1901,23.6806083333333
"SMR",1901,10.78018
"SOM",1901,26.7789416666667
"SRB",1901,9.5108425
"STP",1901,23.1463166666667
"SUR",1901,25.6764583333333
"SVK",1901,7.14336416666667
"SVN",1901,7.7488375
"SWE",1901,1.72260166666667
"SWZ",1901,19.0427583333333
"SYC",1901,27.0304916666667
"SYR",1901,17.6412541666667
"TCA",1901,25.1702
"TCD",1901,26.6557583333333
"TGO",1901,26.634475
"THA",1901,26.4633416666667
"TJK",1901,3.1692
"TKL",1901,27.9315083333333
"TKM",1901,15.3935958333333
"TLS",1901,25.4890583333333
"TON",1901,24.5130416666667
"TTO",1901,26.0656916666667
"TUN",1901,18.7106933333333
"TUR",1901,11.2598941666667
"TUV",1901,28.1175916666667
"TZA",1901,22.2597083333333
"UGA",1901,22.5512083333333
"UKR",1901,8.62975333333333
"URY",1901,16.8055333333333
"USA",1901,6.694985
"UZB",1901,12.34304
"VCT",1901,26.5957916666667
"VEN",1901,25.3044166666667
"VGB",1901,25.1247
"VIR",1901,25.1087833333333
"VNM",1901,24.0322666666667
"VUT",1901,23.85135
"WLF",1901,26.653725
"WSM",1901,26.3899
"XRK",1901,8.30652583333333
"YEM",1901,23.3660416666667
"ZAF",1901,16.742045
"ZAR",1901,24.0024416666667
"ZMB",1901,21.5367666666667
"ZWE",1901,21.014975
"ABW",1902,27.5108833333333
"AFG",1902,13.3376633333333
"AGO",1902,21.45555
"AIA",1902,24.6395666666667
"ALB",1902,11.2414675
"AND",1902,10.6625641666667
"ANT",1902,26.9979083333333
"ARE",1902,26.5464583333333
"ARG",1902,14.4490216666667
"ARM",1902,7.23323083333333
"ASM",1902,26.2682916666667
"ATG",1902,25.012475
"AUS",1902,21.48785
"AUT",1902,5.19144833333333
"AZE",1902,10.8924383333333
"BDI",1902,20.130925
"BEL",1902,8.57293666666667
"BEN",1902,27.2496666666667
"BFA",1902,27.8926416666667
"BGD",1902,24.5204583333333
"BGR",1902,9.96507833333333
"BHR",1902,26.544
"BHS",1902,24.19975
"BIH",1902,9.14940416666667
"BLR",1902,4.79045083333333
"BLZ",1902,25.1458166666667
"BMU",1902,21.0583166666667
"BOL",1902,21.4596916666667
"BRA",1902,25.2698
"BRB",1902,25.8628333333333
"BRN",1902,25.3281583333333
"BTN",1902,11.2452675
"BWA",1902,21.3290666666667
"CAF",1902,24.8528416666667
"CAN",1902,-7.28447083333333
"CCK",1902,26.433325
"CHE",1902,5.00300333333333
"CHL",1902,8.43692
"CHN",1902,6.21801333333333
"CIV",1902,26.4023833333333
"CMR",1902,24.5039416666667
"COG",1902,24.4931333333333
"COK",1902,24.1940333333333
"COL",1902,24.3650166666667
"COM",1902,24.46435
"CPV",1902,23.0824083333333
"CRI",1902,24.420875
"CUB",1902,24.92415
"CXR",1902,25.6583083333333
"CYM",1902,26.9999666666667
"CYP",1902,18.2925433333333
"CZE",1902,6.45723333333333
"DEU",1902,7.34160833333333
"DJI",1902,27.8221833333333
"DMA",1902,23.577725
"DNK",1902,6.2659725
"DOM",1902,23.3287
"DZA",1902,22.5221916666667
"ECU",1902,21.491075
"EGY",1902,21.7342583333333
"ERI",1902,26.0930333333333
"ESH",1902,23.5761
"ESP",1902,12.2645125
"EST",1902,2.92909333333333
"ETH",1902,22.5844416666667
"FIN",1902,-1.0527
"FJI",1902,24.1334583333333
"FLK",1902,5.7293
"FRA",1902,9.99173333333333
"FRO",1902,5.40851333333333
"FSM",1902,27.0633833333333
"GAB",1902,24.837925
"GBR",1902,7.70883
"GEO",1902,6.17366166666667
"GHA",1902,27.0163583333333
"GIB",1902,16.7843666666667
"GIN",1902,26.2327
"GLP",1902,24.15055
"GMB",1902,27.7030166666667
"GNB",1902,27.2675833333333
"GNQ",1902,24.43045
"GRC",1902,13.5007391666667
"GRD",1902,26.3583166666667
"GRL",1902,-18.46685
"GTM",1902,23.34015
"GUF",1902,25.470775
"GUM",1902,27.404075
"GUY",1902,25.6711666666667
"HND",1902,23.4844833333333
"HRV",1902,9.719835
"HTI",1902,23.923875
"HUN",1902,8.79953166666667
"IDN",1902,25.79235
"IND",1902,24.2410416666667
"IOT",1902,27.4333333333333
"IRL",1902,8.83001
"IRN",1902,17.0709575
"IRQ",1902,21.5164391666667
"ISL",1902,0.654745833333333
"ISR",1902,18.9384666666667
"ITA",1902,11.3581266666667
"JAM",1902,24.5447333333333
"JOR",1902,18.1832841666667
"JPN",1902,9.68198666666667
"KAZ",1902,5.68846333333333
"KEN",1902,24.4445916666667
"KGZ",1902,1.93243666666667
"KHM",1902,26.9944416666667
"KIR",1902,27.5069916666667
"KNA",1902,24.052075
"KOR",1902,10.76899
"KWT",1902,25.11435
"LAO",1902,23.41595
"LBN",1902,15.2938383333333
"LBR",1902,25.6513166666667
"LBY",1902,21.5337
"LCA",1902,25.337
"LIE",1902,1.9373375
"LKA",1902,26.3900833333333
"LSO",1902,11.7462583333333
"LTU",1902,4.62170166666667
"LUX",1902,7.92616333333333
"LVA",1902,3.75316416666667
"MAC",1902,23.2950083333333
"MAR",1902,17.2087491666667
"MCO",1902,9.13220416666667
"MDA",1902,8.44587583333333
"MDG",1902,22.2708416666667
"MDV",1902,27.7274083333333
"MEX",1902,20.4049166666667
"MHL",1902,27.60385
"MKD",1902,9.34106583333333
"MLI",1902,28.08865
"MLT",1902,19.035675
"MMR",1902,22.537475
"MNE",1902,8.52134416666667
"MNG",1902,-0.754656666666667
"MNP",1902,27.35
"MOZ",1902,23.0795
"MRT",1902,27.782925
"MSR",1902,24.9163166666667
"MTQ",1902,23.9457666666667
"MUS",1902,21.65095
"MWI",1902,21.7510416666667
"MYS",1902,25.2124666666667
"MYT",1902,25.4290916666667
"NAM",1902,19.8150166666667
"NCL",1902,21.642275
"NER",1902,27.1077416666667
"NFK",1902,18.04165
"NGA",1902,26.7202083333333
"NIC",1902,24.7326583333333
"NIU",1902,24.25415
"NLD",1902,8.2601475
"NOR",1902,-0.662223333333333
"NPL",1902,12.1757608333333
"NRU",1902,27.7333083333333
"NZL",1902,8.5480675
"OMN",1902,25.3910333333333
"PAK",1902,20.3090183333333
"PAN",1902,25.1631166666667
"PCN",1902,20.84165
"PER",1902,19.3496166666667
"PHL",1902,25.6730083333333
"PLW",1902,27.6059083333333
"PNG",1902,25.0082833333333
"POL",1902,6.42162166666667
"PRI",1902,24.3282333333333
"PRK",1902,5.84596416666667
"PRT",1902,13.9238441666667
"PRY",1902,24.1772666666667
"PSE",1902,18.7904858333333
"PYF",1902,24.3034416666667
"QAT",1902,26.61955
"REU",1902,19.1094
"ROM",1902,8.04768
"RUS",1902,-7.75380416666667
"RWA",1902,19.1900916666667
"SAU",1902,24.2650166666667
"SDN",1902,26.7983083333333
"SEN",1902,28.38065
"SGP",1902,26.9264916666667
"SHN",1902,18.0874833333333
"SJM",1902,-9.12860666666667
"SLB",1902,25.5679416666667
"SLE",1902,26.4561416666667
"SLV",1902,23.7813833333333
"SMR",1902,11.1013933333333
"SOM",1902,26.831275
"SRB",1902,9.36853833333333
"STP",1902,23.3879833333333
"SUR",1902,25.6416333333333
"SVK",1902,6.1119875
"SVN",1902,7.73990583333333
"SWE",1902,-0.302445
"SWZ",1902,19.0712333333333
"SYC",1902,26.958925
"SYR",1902,17.4907333333333
"TCA",1902,25.1011416666667
"TCD",1902,26.6200083333333
"TGO",1902,26.8234916666667
"THA",1902,26.21235
"TJK",1902,3.16883333333333
"TKL",1902,27.9362666666667
"TKM",1902,15.4563808333333
"TLS",1902,25.4973916666667
"TON",1902,24.514725
"TTO",1902,26.0180166666667
"TUN",1902,18.8428033333333
"TUR",1902,10.63945
"TUV",1902,28.1175916666667
"TZA",1902,22.2602166666667
"UGA",1902,22.5675333333333
"UKR",1902,6.9495925
"URY",1902,17.0421658333333
"USA",1902,6.52171666666667
"UZB",1902,12.8394891666667
"VCT",1902,26.4857916666667
"VEN",1902,25.2656583333333
"VGB",1902,24.7315666666667
"VIR",1902,24.806575
"VNM",1902,24.2115333333333
"VUT",1902,23.5898416666667
"WLF",1902,26.6578
"WSM",1902,26.3922166666667
"XRK",1902,8.33377833333333
"YEM",1902,23.2104583333333
"ZAF",1902,16.63538
"ZAR",1902,24.0141833333333
"ZMB",1902,21.717325
"ZWE",1902,21.293975
"ABW",1903,27.618575
"AFG",1903,12.0920833333333
"AGO",1903,21.5991333333333
"AIA",1903,24.8624833333333
"ALB",1903,11.3803891666667
"AND",1903,10.395305
"ANT",1903,27.0208
"ARE",1903,25.9297166666667
"ARG",1903,14.1150675
"ARM",1903,6.31812583333333
"ASM",1903,26.043325
"ATG",1903,25.1887666666667
"AUS",1903,21.0205
"AUT",1903,5.80408083333333
"AZE",1903,10.7730608333333
"BDI",1903,20.130925
"BEL",1903,9.33295666666667
"BEN",1903,27.468
"BFA",1903,28.1041583333333
"BGD",1903,24.8865333333333
"BGR",1903,10.508405
"BHR",1903,25.7987833333333
"BHS",1903,24.0040166666667
"BIH",1903,9.73144166666667
"BLR",1903,7.26736
"BLZ",1903,25.1556083333333
"BMU",1903,21.1249666666667
"BOL",1903,21.0191583333333
"BRA",1903,24.96305
"BRB",1903,25.9323083333333
"BRN",1903,24.7366583333333
"BTN",1903,11.4307583333333
"BWA",1903,21.4562166666667
"CAF",1903,24.8497583333333
"CAN",1903,-7.31152833333333
"CCK",1903,26.433325
"CHE",1903,5.14845583333333
"CHL",1903,8.36874
"CHN",1903,5.9954675
"CIV",1903,26.4688833333333
"CMR",1903,24.5464583333333
"COG",1903,24.5758083333333
"COK",1903,24.4059583333333
"COL",1903,24.3675666666667
"COM",1903,25.12625
"CPV",1903,23.32305
"CRI",1903,24.42005
"CUB",1903,24.7910916666667
"CXR",1903,25.6583083333333
"CYM",1903,26.9333083333333
"CYP",1903,17.4985566666667
"CZE",1903,7.770295
"DEU",1903,8.4994025
"DJI",1903,27.965475
"DMA",1903,23.6723916666667
"DNK",1903,7.59011333333333
"DOM",1903,23.3721
"DZA",1903,22.36085
"ECU",1903,21.491075
"EGY",1903,21.0446916666667
"ERI",1903,25.7054416666667
"ESH",1903,23.2455166666667
"ESP",1903,12.3696516666667
"EST",1903,5.92961
"ETH",1903,22.645025
"FIN",1903,1.76694666666667
"FJI",1903,24.1393666666667
"FLK",1903,6.05895166666667
"FRA",1903,10.0702766666667
"FRO",1903,5.4844725
"FSM",1903,27.0633833333333
"GAB",1903,24.934625
"GBR",1903,7.97424083333333
"GEO",1903,6.0069475
"GHA",1903,27.2277083333333
"GIB",1903,16.84645
"GIN",1903,25.9704583333333
"GLP",1903,24.3036416666667
"GMB",1903,27.5285416666667
"GNB",1903,27.0953666666667
"GNQ",1903,24.5209916666667
"GRC",1903,13.4756033333333
"GRD",1903,26.4499916666667
"GRL",1903,-18.59335
"GTM",1903,23.34715
"GUF",1903,25.659675
"GUM",1903,27.404075
"GUY",1903,25.758625
"HND",1903,23.4877583333333
"HRV",1903,10.4609166666667
"HTI",1903,23.9533083333333
"HUN",1903,10.1122
"IDN",1903,25.7896583333333
"IND",1903,23.7273666666667
"IOT",1903,27.4333333333333
"IRL",1903,8.74570833333333
"IRN",1903,16.05925
"IRQ",1903,20.2241933333333
"ISL",1903,0.652015833333334
"ISR",1903,17.6898166666667
"ITA",1903,11.3596516666667
"JAM",1903,24.4304333333333
"JOR",1903,16.8960875
"JPN",1903,9.95127666666667
"KAZ",1903,4.65907916666667
"KEN",1903,24.4920416666667
"KGZ",1903,0.241408333333333
"KHM",1903,26.6806666666667
"KIR",1903,27.5069916666667
"KNA",1903,24.2395583333333
"KOR",1903,10.7735466666667
"KWT",1903,23.9492333333333
"LAO",1903,23.0475666666667
"LBN",1903,14.2370308333333
"LBR",1903,25.7113166666667
"LBY",1903,21.2052333333333
"LCA",1903,25.4545833333333
"LIE",1903,2.12571166666667
"LKA",1903,26.427725
"LSO",1903,11.8762975
"LTU",1903,7.10650583333333
"LUX",1903,8.68706666666667
"LVA",1903,6.56371
"MAC",1903,22.2994416666667
"MAR",1903,17.2678775
"MCO",1903,9.1067925
"MDA",1903,9.97276416666667
"MDG",1903,22.448775
"MDV",1903,27.715275
"MEX",1903,19.6932833333333
"MHL",1903,27.60385
"MKD",1903,9.67951916666667
"MLI",1903,28.1747416666667
"MLT",1903,18.4486083333333
"MMR",1903,22.6186083333333
"MNE",1903,8.89681833333333
"MNG",1903,-1.07475916666667
"MNP",1903,27.35
"MOZ",1903,23.567025
"MRT",1903,27.4460583333333
"MSR",1903,25.0910166666667
"MTQ",1903,24.0721
"MUS",1903,22.4743
"MWI",1903,22.0066
"MYS",1903,25.0967666666667
"MYT",1903,26.037825
"NAM",1903,19.8588
"NCL",1903,22.392275
"NER",1903,27.187
"NFK",1903,18.59165
"NGA",1903,26.7802833333333
"NIC",1903,24.737475
"NIU",1903,24.1124916666667
"NLD",1903,9.34697416666667
"NOR",1903,0.699948333333333
"NPL",1903,12.1426325
"NRU",1903,27.7333083333333
"NZL",1903,9.06818166666667
"OMN",1903,24.981075
"PAK",1903,19.3534383333333
"PAN",1903,25.1631333333333
"PCN",1903,20.84165
"PER",1903,19.2031583333333
"PHL",1903,25.27735
"PLW",1903,27.602625
"PNG",1903,25.0312083333333
"POL",1903,8.29934333333333
"PRI",1903,24.571425
"PRK",1903,5.97683916666667
"PRT",1903,14.1016075
"PRY",1903,23.4717166666667
"PSE",1903,17.528735
"PYF",1903,24.7847416666667
"QAT",1903,25.9136166666667
"REU",1903,20.062325
"ROM",1903,9.17091583333333
"RUS",1903,-6.48814833333333
"RWA",1903,19.1900916666667
"SAU",1903,23.3243416666667
"SDN",1903,26.4060166666667
"SEN",1903,28.0435833333333
"SGP",1903,26.92225
"SHN",1903,18.0874833333333
"SJM",1903,-8.96810833333333
"SLB",1903,25.5662416666667
"SLE",1903,26.460575
"SLV",1903,23.7832333333333
"SMR",1903,11.2439633333333
"SOM",1903,26.89705
"SRB",1903,10.1681275
"STP",1903,23.52965
"SUR",1903,25.792275
"SVK",1903,7.66096583333333
"SVN",1903,8.41757333333333
"SWE",1903,1.50927833333333
"SWZ",1903,19.2342583333333
"SYC",1903,27.032875
"SYR",1903,16.2962366666667
"TCA",1903,25.078525
"TCD",1903,26.60155
"TGO",1903,27.03845
"THA",1903,25.9521916666667
"TJK",1903,1.8461775
"TKL",1903,27.796975
"TKM",1903,14.4742733333333
"TLS",1903,25.8390583333333
"TON",1903,24.4061333333333
"TTO",1903,26.057725
"TUN",1903,18.3149083333333
"TUR",1903,10.26187
"TUV",1903,28.1175916666667
"TZA",1903,22.3056666666667
"UGA",1903,22.59815
"UKR",1903,8.77790583333333
"URY",1903,16.85115
"USA",1903,6.10073916666667
"UZB",1903,11.4665666666667
"VCT",1903,26.5774833333333
"VEN",1903,25.2990416666667
"VGB",1903,24.86
"VIR",1903,25.0524166666667
"VNM",1903,23.8168333333333
"VUT",1903,23.854475
"WLF",1903,26.5832166666667
"WSM",1903,26.1565333333333
"XRK",1903,8.82519083333333
"YEM",1903,22.9973333333333
"ZAF",1903,16.6065241666667
"ZAR",1903,24.05215
"ZMB",1903,21.8498333333333
"ZWE",1903,21.5065083333333
"ABW",1904,27.3993083333333
"AFG",1904,12.6194858333333
"AGO",1904,21.426175
"AIA",1904,24.418725
"ALB",1904,11.3856375
"AND",1904,10.6820158333333
"ANT",1904,26.5583166666667
"ARE",1904,26.1622416666667
"ARG",1904,14.3623433333333
"ARM",1904,6.53599416666667
"ASM",1904,25.7966333333333
"ATG",1904,24.80275
"AUS",1904,20.8731416666667
"AUT",1904,6.133885
"AZE",1904,10.5060625
"BDI",1904,20.130925
"BEL",1904,9.3107475
"BEN",1904,27.4621083333333
"BFA",1904,28.2184916666667
"BGD",1904,24.6965833333333
"BGR",1904,10.092295
"BHR",1904,26.036025
"BHS",1904,23.976225
"BIH",1904,9.84402166666667
"BLR",1904,5.47133666666667
"BLZ",1904,24.9714583333333
"BMU",1904,20.84165
"BOL",1904,20.825125
"BRA",1904,24.55155
"BRB",1904,25.785125
"BRN",1904,24.0659083333333
"BTN",1904,11.3325491666667
"BWA",1904,20.9531166666667
"CAF",1904,24.83695
"CAN",1904,-7.57074583333333
"CCK",1904,26.433325
"CHE",1904,5.81311166666667
"CHL",1904,8.64048416666667
"CHN",1904,6.00611916666667
"CIV",1904,26.35165
"CMR",1904,24.4374666666667
"COG",1904,24.4330916666667
"COK",1904,23.9634416666667
"COL",1904,24.3626
"COM",1904,25.128325
"CPV",1904,23.0841333333333
"CRI",1904,24.4106583333333
"CUB",1904,24.7541
"CXR",1904,25.6583083333333
"CYM",1904,26.7582916666667
"CYP",1904,17.8207916666667
"CZE",1904,7.8542775
"DEU",1904,8.53530333333333
"DJI",1904,27.7419083333333
"DMA",1904,23.1738583333333
"DNK",1904,7.39759166666667
"DOM",1904,22.9266666666667
"DZA",1904,22.4913666666667
"ECU",1904,21.491075
"EGY",1904,21.5769666666667
"ERI",1904,25.9953083333333
"ESH",1904,23.2728916666667
"ESP",1904,12.8202533333333
"EST",1904,4.00267666666667
"ETH",1904,22.5232916666667
"FIN",1904,0.449698333333334
"FJI",1904,24.1338416666667
"FLK",1904,6.29937
"FRA",1904,10.3075858333333
"FRO",1904,5.9394375
"FSM",1904,27.0633833333333
"GAB",1904,24.7326333333333
"GBR",1904,8.00644083333333
"GEO",1904,5.73071916666667
"GHA",1904,27.2353833333333
"GIB",1904,17.1537333333333
"GIN",1904,25.8410416666667
"GLP",1904,23.9671
"GMB",1904,27.2384916666667
"GNB",1904,26.804825
"GNQ",1904,24.3068333333333
"GRC",1904,13.380905
"GRD",1904,26.2749916666667
"GRL",1904,-18.7807
"GTM",1904,23.2270666666667
"GUF",1904,25.001125
"GUM",1904,27.404075
"GUY",1904,25.4691916666667
"HND",1904,23.36325
"HRV",1904,10.6999041666667
"HTI",1904,23.753725
"HUN",1904,9.94694833333333
"IDN",1904,25.7256666666667
"IND",1904,23.7472166666667
"IOT",1904,27.4333333333333
"IRL",1904,8.69332666666667
"IRN",1904,16.4053091666667
"IRQ",1904,20.8103466666667
"ISL",1904,1.43715833333333
"ISR",1904,18.308025
"ITA",1904,11.8732683333333
"JAM",1904,24.4714083333333
"JOR",1904,17.5331408333333
"JPN",1904,9.932455
"KAZ",1904,5.51129416666667
"KEN",1904,24.41835
"KGZ",1904,1.62004833333333
"KHM",1904,26.5303083333333
"KIR",1904,27.5069916666667
"KNA",1904,23.8228916666667
"KOR",1904,10.52064
"KWT",1904,24.4930666666667
"LAO",1904,22.883175
"LBN",1904,14.73904
"LBR",1904,25.4281083333333
"LBY",1904,21.3959
"LCA",1904,25.2138416666667
"LIE",1904,2.6968675
"LKA",1904,25.9008333333333
"LSO",1904,11.90893
"LTU",1904,5.56034166666667
"LUX",1904,8.7687825
"LVA",1904,4.6756875
"MAC",1904,22.3236416666667
"MAR",1904,17.4610458333333
"MCO",1904,9.7573375
"MDA",1904,8.9224575
"MDG",1904,22.40645
"MDV",1904,27.5004666666667
"MEX",1904,20.1523166666667
"MHL",1904,27.60385
"MKD",1904,9.5447875
"MLI",1904,28.3019083333333
"MLT",1904,18.4934416666667
"MMR",1904,22.4289416666667
"MNE",1904,8.89958083333333
"MNG",1904,-1.13068166666667
"MNP",1904,27.35
"MOZ",1904,23.044475
"MRT",1904,27.5800083333333
"MSR",1904,24.7041166666667
"MTQ",1904,23.8055833333333
"MUS",1904,22.5762583333333
"MWI",1904,21.3631833333333
"MYS",1904,24.9908
"MYT",1904,26.0257
"NAM",1904,19.7246083333333
"NCL",1904,21.3756083333333
"NER",1904,27.1925583333333
"NFK",1904,17.96665
"NGA",1904,26.7432666666667
"NIC",1904,24.6594083333333
"NIU",1904,23.9666583333333
"NLD",1904,9.23329
"NOR",1904,0.1112525
"NPL",1904,11.97413
"NRU",1904,27.7333083333333
"NZL",1904,8.92152583333333
"OMN",1904,25.143275
"PAK",1904,19.9728908333333
"PAN",1904,25.163125
"PCN",1904,20.84165
"PER",1904,19.1235583333333
"PHL",1904,24.6235666666667
"PLW",1904,27.5656333333333
"PNG",1904,24.614025
"POL",1904,7.59079666666667
"PRI",1904,24.039425
"PRK",1904,5.7809825
"PRT",1904,14.3754016666667
"PRY",1904,23.3439
"PSE",1904,18.1623416666667
"PYF",1904,23.8095583333333
"QAT",1904,26.1395333333333
"REU",1904,20.1767416666667
"ROM",1904,8.57013833333333
"RUS",1904,-6.5562825
"RWA",1904,19.1900916666667
"SAU",1904,23.7202083333333
"SDN",1904,26.701575
"SEN",1904,27.8518583333333
"SGP",1904,26.9154666666667
"SHN",1904,18.0874833333333
"SJM",1904,-9.00367416666667
"SLB",1904,25.5146666666667
"SLE",1904,26.1182333333333
"SLV",1904,23.6967333333333
"SMR",1904,11.7754758333333
"SOM",1904,26.7948666666667
"SRB",1904,9.97955333333333
"STP",1904,23.22965
"SUR",1904,25.27295
"SVK",1904,7.32840083333333
"SVN",1904,8.80902083333333
"SWE",1904,0.6537075
"SWZ",1904,19.1127666666667
"SYC",1904,27.0352583333333
"SYR",1904,16.8337191666667
"TCA",1904,24.891625
"TCD",1904,26.621875
"TGO",1904,27.0376916666667
"THA",1904,25.7419833333333
"TJK",1904,3.06723916666667
"TKL",1904,27.6398416666667
"TKM",1904,14.553375
"TLS",1904,25.105725
"TON",1904,24.2765416666667
"TTO",1904,25.9655083333333
"TUN",1904,18.5176191666667
"TUR",1904,10.2575191666667
"TUV",1904,28.1175916666667
"TZA",1904,22.2470333333333
"UGA",1904,22.549625
"UKR",1904,7.43704333333333
"URY",1904,16.6198
"USA",1904,6.2272725
"UZB",1904,11.84789
"VCT",1904,26.364975
"VEN",1904,25.224125
"VGB",1904,24.3144083333333
"VIR",1904,24.5252083333333
"VNM",1904,23.7049083333333
"VUT",1904,23.4963416666667
"WLF",1904,26.4958083333333
"WSM",1904,25.9105333333333
"XRK",1904,8.705065
"YEM",1904,23.0485583333333
"ZAF",1904,16.5590916666667
"ZAR",1904,23.9911166666667
"ZMB",1904,21.2812
"ZWE",1904,20.5581083333333
"ABW",1905,27.5407166666667
"AFG",1905,12.4722975
"AGO",1905,21.4902083333333
"AIA",1905,24.683325
"ALB",1905,11.1626941666667
