pr,"	Year", Month, Country, ISO3, ISO2
69.1285,1933,5,NLD,,
77.0854,1933,6,NLD,,
63.7386,1933,7,NLD,,
48.4314,1933,8,NLD,,
41.2696,1933,9,NLD,,
78.8962,1933,10,NLD,,
40.5758,1933,11,NLD,,
8.61794,1933,12,NLD,,
55.3141,1934,1,NLD,,
10.2185,1934,2,NLD,,
53.0496,1934,3,NLD,,
50.573,1934,4,NLD,,
48.5079,1934,5,NLD,,
58.3558,1934,6,NLD,,
34.657,1934,7,NLD,,
64.4569,1934,8,NLD,,
43.143,1934,9,NLD,,
99.6588,1934,10,NLD,,
42.4985,1934,11,NLD,,
87.2739,1934,12,NLD,,
58.7653,1935,1,NLD,,
75.0452,1935,2,NLD,,
28.0318,1935,3,NLD,,
77.669,1935,4,NLD,,
56.9596,1935,5,NLD,,
103.773,1935,6,NLD,,
31.6125,1935,7,NLD,,
64.2683,1935,8,NLD,,
112.62,1935,9,NLD,,
86.3439,1935,10,NLD,,
50.0411,1935,11,NLD,,
77.1603,1935,12,NLD,,
79.6967,1936,1,NLD,,
51.7907,1936,2,NLD,,
17.1043,1936,3,NLD,,
53.2672,1936,4,NLD,,
27.7811,1936,5,NLD,,
50.9589,1936,6,NLD,,
118.957,1936,7,NLD,,
42.2093,1936,8,NLD,,
88.9369,1936,9,NLD,,
75.6209,1936,10,NLD,,
75.217,1936,11,NLD,,
49.7461,1936,12,NLD,,
91.2983,1937,1,NLD,,
98.6657,1937,2,NLD,,
72.5,1937,3,NLD,,
67.4478,1937,4,NLD,,
64.1439,1937,5,NLD,,
58.6297,1937,6,NLD,,
54.611,1937,7,NLD,,
60.4526,1937,8,NLD,,
85.1436,1937,9,NLD,,
24.9782,1937,10,NLD,,
50.2548,1937,11,NLD,,
59.1705,1937,12,NLD,,
105.168,1938,1,NLD,,
39.6238,1938,2,NLD,,
25.0219,1938,3,NLD,,
26.745,1938,4,NLD,,
48.1649,1938,5,NLD,,
36.0193,1938,6,NLD,,
76.8408,1938,7,NLD,,
84.9945,1938,8,NLD,,
48.5604,1938,9,NLD,,
105.485,1938,10,NLD,,
69.8165,1938,11,NLD,,
61.9223,1938,12,NLD,,
102.784,1939,1,NLD,,
31.1009,1939,2,NLD,,
69.8764,1939,3,NLD,,
61.7358,1939,4,NLD,,
30.9501,1939,5,NLD,,
37.3006,1939,6,NLD,,
78.7273,1939,7,NLD,,
56.2662,1939,8,NLD,,
70.4569,1939,9,NLD,,
118.32,1939,10,NLD,,
133.854,1939,11,NLD,,
44.1662,1939,12,NLD,,
31.301,1940,1,NLD,,
36.1118,1940,2,NLD,,
83.7637,1940,3,NLD,,
65.0977,1940,4,NLD,,
25.8978,1940,5,NLD,,
51.0646,1940,6,NLD,,
107.697,1940,7,NLD,,
66.3607,1940,8,NLD,,
80.9152,1940,9,NLD,,
37.8836,1940,10,NLD,,
128.018,1940,11,NLD,,
102.138,1940,12,NLD,,
39.0987,1941,1,NLD,,
49.5146,1941,2,NLD,,
68.6145,1941,3,NLD,,
28.5588,1941,4,NLD,,
37.6802,1941,5,NLD,,
32.468,1941,6,NLD,,
52.0065,1941,7,NLD,,
134.444,1941,8,NLD,,
27.1233,1941,9,NLD,,
138.637,1941,10,NLD,,
27.9615,1941,11,NLD,,
76.7267,1941,12,NLD,,
47.2784,1942,1,NLD,,
22.793,1942,2,NLD,,
34.8276,1942,3,NLD,,
20.9181,1942,4,NLD,,
63.9421,1942,5,NLD,,
36.417,1942,6,NLD,,
159.6,1942,7,NLD,,
63.1536,1942,8,NLD,,
60.4828,1942,9,NLD,,
101.704,1942,10,NLD,,
56.7127,1942,11,NLD,,
69.5603,1942,12,NLD,,
81.684,1943,1,NLD,,
44.4048,1943,2,NLD,,
22.3218,1943,3,NLD,,
42.9446,1943,4,NLD,,
36.6988,1943,5,NLD,,
87.9334,1943,6,NLD,,
36.5511,1943,7,NLD,,
91.0558,1943,8,NLD,,
47.0505,1943,9,NLD,,
22.2431,1943,10,NLD,,
100.843,1943,11,NLD,,
33.0348,1943,12,NLD,,
74.4316,1944,1,NLD,,
41.485,1944,2,NLD,,
36.2007,1944,3,NLD,,
33.9499,1944,4,NLD,,
45.4764,1944,5,NLD,,
77.2512,1944,6,NLD,,
78.24,1944,7,NLD,,
33.9244,1944,8,NLD,,
93.704,1944,9,NLD,,
83.6674,1944,10,NLD,,
164.784,1944,11,NLD,,
78.3646,1944,12,NLD,,
54.5656,1945,1,NLD,,
71.1681,1945,2,NLD,,
28.415,1945,3,NLD,,
53.8466,1945,4,NLD,,
86.6496,1945,5,NLD,,
49.1864,1945,6,NLD,,
71.9,1945,7,NLD,,
107.355,1945,8,NLD,,
72.5062,1945,9,NLD,,
47.4343,1945,10,NLD,,
39.4453,1945,11,NLD,,
63.8035,1945,12,NLD,,
49.0703,1946,1,NLD,,
118.914,1946,2,NLD,,
39.2693,1946,3,NLD,,
20.5082,1946,4,NLD,,
44.2821,1946,5,NLD,,
83.5696,1946,6,NLD,,
56.5025,1946,7,NLD,,
76.66,1946,8,NLD,,
86.5933,1946,9,NLD,,
52.5739,1946,10,NLD,,
51.9223,1946,11,NLD,,
39.5815,1946,12,NLD,,
24.0771,1947,1,NLD,,
23.956,1947,2,NLD,,
89.3116,1947,3,NLD,,
52.4969,1947,4,NLD,,
35.954,1947,5,NLD,,
43.9383,1947,6,NLD,,
69.0558,1947,7,NLD,,
35.8439,1947,8,NLD,,
52.2306,1947,9,NLD,,
16.9838,1947,10,NLD,,
102.515,1947,11,NLD,,
87.1754,1947,12,NLD,,
118.62,1948,1,NLD,,
41.7535,1948,2,NLD,,
24.62,1948,3,NLD,,
52.8749,1948,4,NLD,,
44.7852,1948,5,NLD,,
74.2766,1948,6,NLD,,
78.8487,1948,7,NLD,,
93.7489,1948,8,NLD,,
47.5154,1948,9,NLD,,
37.3026,1948,10,NLD,,
28.8654,1948,11,NLD,,
43.9838,1948,12,NLD,,
36.4206,1949,1,NLD,,
26.2002,1949,2,NLD,,
36.6012,1949,3,NLD,,
53.2004,1949,4,NLD,,
59.9492,1949,5,NLD,,
25.4164,1949,6,NLD,,
39.0844,1949,7,NLD,,
50.9339,1949,8,NLD,,
62.8214,1949,9,NLD,,
66.836,1949,10,NLD,,
83.0851,1949,11,NLD,,
81.3325,1949,12,NLD,,
44.067,1950,1,NLD,,
87.1803,1950,2,NLD,,
25.5666,1950,3,NLD,,
74.824,1950,4,NLD,,
63.9519,1950,5,NLD,,
59.0908,1950,6,NLD,,
95.1995,1950,7,NLD,,
92.9739,1950,8,NLD,,
108.906,1950,9,NLD,,
33.1226,1950,10,NLD,,
108.888,1950,11,NLD,,
78.922,1950,12,NLD,,
83.1948,1951,1,NLD,,
53.8013,1951,2,NLD,,
83.5966,1951,3,NLD,,
63.807,1951,4,NLD,,
58.9933,1951,5,NLD,,
53.4927,1951,6,NLD,,
52.6761,1951,7,NLD,,
99.7089,1951,8,NLD,,
60.4216,1951,9,NLD,,
16.0435,1951,10,NLD,,
101.977,1951,11,NLD,,
60.0019,1951,12,NLD,,
86.8366,1952,1,NLD,,
41.4977,1952,2,NLD,,
63.3987,1952,3,NLD,,
24.4615,1952,4,NLD,,
24.688,1952,5,NLD,,
53.7872,1952,6,NLD,,
87.6002,1952,7,NLD,,
87.2778,1952,8,NLD,,
86.7404,1952,9,NLD,,
68.0885,1952,10,NLD,,
97.7974,1952,11,NLD,,
